#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,3933209,6953.0,185335.0,572.0,1809533.0,+4107,1938341.0,19132.0,,,,,,North America,,,
,South America,2852809,1635.0,103966.0,52.0,1864277.0,+429,884566.0,13647.0,,,,,,South America,,,
,Asia,2916585,13799.0,69093.0,246.0,2015509.0,+13577,831983.0,19675.0,,,,,,Asia,,,
,Europe,2567653,7941.0,196485.0,147.0,1509738.0,+4946,861430.0,5338.0,,,,,,Europe,,,
,Africa,581700,105.0,13031.0,2.0,288091.0,+167,280578.0,978.0,,,,,,Africa,,,
,Oceania,11460,244.0,130.0,1.0,9331.0,,1999.0,17.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,World,12864137,30677.0,568055.0,1020.0,7497130.0,+23223,4798952.0,58791.0,1650.0,72.9,,,,All,,,
1.0,USA,3355895,249.0,137405.0,2.0,1490702.0,+256,1727788.0,15819.0,10137.0,415.0,41773190.0,126180.0,331060504.0,North America,99.0,2409.0,8.0
2.0,Brazil,1840812,,71492.0,,1213512.0,,555808.0,8318.0,8658.0,336.0,4572796.0,21509.0,212603520.0,South America,115.0,2974.0,46.0
3.0,India,851261,903.0,22696.0,9.0,536544.0,+313,292021.0,8944.0,617.0,16.0,11587153.0,8394.0,1380381949.0,Asia,1622.0,60820.0,119.0
4.0,Russia,727162,6615.0,11335.0,130.0,501061.0,+3615,214766.0,2300.0,4983.0,78.0,23000000.0,157603.0,145936493.0,Europe,201.0,12875.0,6.0
5.0,Peru,322710,,11682.0,,214152.0,,96876.0,1315.0,9784.0,354.0,1904242.0,57733.0,32983682.0,South America,102.0,2823.0,17.0
6.0,Chile,312029,,6881.0,,281114.0,,24034.0,1999.0,16319.0,360.0,1273627.0,66609.0,19120870.0,South America,61.0,2779.0,15.0
7.0,Spain,300988,,28403.0,,,,,617.0,6438.0,607.0,5734599.0,122651.0,46755366.0,Europe,155.0,1646.0,8.0
8.0,Mexico,295268,6094.0,34730.0,539.0,180852.0,+3755,79686.0,378.0,2289.0,269.0,723668.0,5611.0,128969990.0,North America,437.0,3714.0,178.0
9.0,UK,288953,,44798.0,,,,,185.0,4256.0,660.0,11782192.0,173531.0,67896748.0,Europe,235.0,1516.0,6.0
10.0,South Africa,264184,,3971.0,,127715.0,,132498.0,539.0,4453.0,67.0,2108570.0,35541.0,59328450.0,Africa,225.0,14940.0,28.0
11.0,Iran,255117,,12635.0,,217666.0,,24816.0,3338.0,3036.0,150.0,1947114.0,23174.0,84021254.0,Asia,329.0,6650.0,43.0
12.0,Pakistan,248872,2521.0,5197.0,74.0,156700.0,+3566,86975.0,2118.0,1126.0,24.0,1562638.0,7071.0,220990656.0,Asia,888.0,42523.0,141.0
13.0,Italy,242827,,34945.0,,194579.0,,13303.0,67.0,4016.0,578.0,5900552.0,97596.0,60458858.0,Europe,249.0,1730.0,10.0
14.0,Saudi Arabia,229480,,2181.0,,165396.0,,61903.0,2230.0,6589.0,63.0,2226290.0,63924.0,34827377.0,Asia,152.0,15969.0,16.0
15.0,Turkey,211981,,5344.0,,193217.0,,13420.0,1194.0,2513.0,63.0,3930223.0,46587.0,84363898.0,Asia,398.0,15787.0,21.0
16.0,Germany,199812,,9134.0,,184500.0,,6178.0,278.0,2385.0,109.0,6376054.0,76094.0,83792278.0,Europe,419.0,9174.0,13.0
17.0,Bangladesh,183795,2666.0,2352.0,47.0,93614.0,+5580,87829.0,1.0,1116.0,14.0,943524.0,5728.0,164734934.0,Asia,896.0,70040.0,175.0
18.0,France,170752,,30004.0,,78388.0,,62360.0,496.0,2616.0,460.0,1384633.0,21211.0,65278075.0,Europe,382.0,2176.0,47.0
19.0,Colombia,145362,,5119.0,,61186.0,,79057.0,875.0,2856.0,101.0,1006093.0,19767.0,50897758.0,South America,350.0,9943.0,51.0
20.0,Canada,107347,,8773.0,,71266.0,,27308.0,2156.0,2844.0,232.0,3183516.0,84328.0,37751539.0,North America,352.0,4303.0,12.0
21.0,Qatar,103128,,146.0,,98934.0,,4048.0,141.0,36729.0,52.0,409199.0,145736.0,2807805.0,Asia,27.0,19232.0,7.0
22.0,Argentina,97509,,1810.0,,41408.0,,54291.0,688.0,2157.0,40.0,456042.0,10088.0,45207451.0,South America,464.0,24976.0,99.0
23.0,Egypt,81158,,3769.0,,23876.0,,53513.0,41.0,793.0,37.0,135000.0,1319.0,102379206.0,Africa,1261.0,27163.0,758.0
24.0,Indonesia,75699,1681.0,3606.0,71.0,35638.0,+919,36455.0,,277.0,13.0,1061367.0,3879.0,273603023.0,Asia,3614.0,75874.0,258.0
25.0,Iraq,75194,,3055.0,,43079.0,,29060.0,400.0,1869.0,76.0,671478.0,16686.0,40241752.0,Asia,535.0,13172.0,60.0
26.0,Sweden,74898,,5526.0,,,,,85.0,7415.0,547.0,600019.0,59401.0,10101130.0,Europe,135.0,1828.0,17.0
27.0,Ecuador,67209,,5031.0,,30107.0,,32071.0,308.0,3808.0,285.0,181564.0,10287.0,17649781.0,South America,263.0,3508.0,97.0
28.0,Belarus,64767,,459.0,,54919.0,,9389.0,89.0,6854.0,49.0,1123158.0,118862.0,9449221.0,Europe,146.0,20587.0,8.0
29.0,Belgium,62606,137.0,9782.0,,17196.0,,35628.0,32.0,5401.0,844.0,1361830.0,117489.0,11591164.0,Europe,185.0,1185.0,9.0
30.0,Kazakhstan,58253,1798.0,264.0,,33814.0,+1314,24175.0,221.0,3101.0,14.0,1694586.0,90220.0,18782716.0,Asia,322.0,71147.0,11.0
31.0,Oman,56015,1318.0,257.0,9.0,36098.0,+843,19660.0,143.0,10964.0,50.0,238614.0,46703.0,5109191.0,Asia,91.0,19880.0,21.0
32.0,UAE,54453,,331.0,,44648.0,,9474.0,1.0,5504.0,33.0,3816000.0,385704.0,9893592.0,Asia,182.0,29890.0,3.0
33.0,Philippines,54222,,1372.0,,14037.0,,38813.0,333.0,495.0,13.0,959684.0,8755.0,109619100.0,Asia,2022.0,79897.0,114.0
34.0,Kuwait,54058,,386.0,,43961.0,,9711.0,150.0,12654.0,90.0,429501.0,100535.0,4272170.0,Asia,79.0,11068.0,10.0
35.0,Ukraine,53521,678.0,1383.0,11.0,26118.0,+457,26020.0,89.0,1224.0,32.0,796680.0,18220.0,43724424.0,Europe,817.0,31616.0,55.0
36.0,Netherlands,50921,,6137.0,,,,,20.0,2972.0,358.0,681931.0,39795.0,17136070.0,Europe,337.0,2792.0,25.0
37.0,Bolivia,47200,1635.0,1754.0,52.0,14333.0,+415,31113.0,71.0,4042.0,150.0,105257.0,9014.0,11677145.0,South America,247.0,6657.0,111.0
38.0,Portugal,46221,,1654.0,,30655.0,,13912.0,68.0,4533.0,162.0,1316425.0,129116.0,10195696.0,Europe,221.0,6164.0,8.0
39.0,Singapore,45961,178.0,26.0,,42026.0,,3909.0,1.0,7854.0,4.0,866414.0,148063.0,5851668.0,Asia,127.0,225064.0,7.0
40.0,Panama,44332,,893.0,,22170.0,,21269.0,160.0,10270.0,207.0,161466.0,37407.0,4316453.0,North America,97.0,4834.0,27.0
41.0,Dominican Republic,43114,,880.0,,20996.0,,21238.0,226.0,3973.0,81.0,182263.0,16797.0,10850927.0,North America,252.0,12331.0,60.0
42.0,Israel,38213,749.0,358.0,4.0,18915.0,+101,18940.0,141.0,4155.0,39.0,1221430.0,132799.0,9197590.0,Asia,241.0,25692.0,8.0
43.0,Poland,37891,370.0,1571.0,3.0,27148.0,+513,9172.0,65.0,1001.0,42.0,1779643.0,47024.0,37845235.0,Europe,999.0,24090.0,21.0
