#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,110445647,19352.0,1504817.0,109.0,103155082.0,21414.0,5785748.0,10000.0,,,,,,North America,,,,,,
,Asia,169839663,324978.0,1448042.0,192.0,161462511.0,198915.0,6929110.0,12496.0,,,,,,Asia,,,,,,
,Europe,215518454,24779.0,1877015.0,71.0,205448973.0,120974.0,8192466.0,8084.0,,,,,,Europe,,,,,,
,South America,62176151,3570.0,1315707.0,3.0,59263781.0,11262.0,1596663.0,10540.0,,,,,,South America,,,,,,
,Oceania,11367629,35390.0,16767.0,64.0,10834048.0,6110.0,516814.0,209.0,,,,,,Australia/Oceania,,,,,,
,Africa,12525606,,256880.0,,11704074.0,,564652.0,976.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,581873871,408069.0,6419243.0,439.0,551869175.0,358675.0,23585453.0,42305.0,74649.0,823.5,,,,All,,,,,,
1.0,USA,93069863,,1055051.0,,88101449.0,,3913363.0,4691.0,,,1068778112.0,,,North America,,,,,,
2.0,India,44019811,,526357.0,,43349778.0,,143676.0,698.0,31261.0,374.0,875207621.0,621541.0,1408125137.0,Asia,32.0,2675.0,2.0,,,102.0
3.0,France,33828040,,151983.0,,32190615.0,,1485442.0,869.0,515885.0,2318.0,271490188.0,4140287.0,65572801.0,Europe,2.0,431.0,0.0,,,22653.0
4.0,Brazil,33819451,,678537.0,,32302319.0,,838595.0,8318.0,156796.0,3146.0,63776166.0,295683.0,215690897.0,South America,6.0,318.0,3.0,,,3888.0
5.0,Germany,30853312,,143972.0,,28883200.0,19900.0,1826140.0,1550.0,365825.0,1707.0,122332384.0,1450483.0,84339095.0,Europe,3.0,586.0,1.0,,,21652.0
6.0,UK,23304479,,183953.0,,22663111.0,27770.0,457415.0,146.0,339591.0,2681.0,522526476.0,7614225.0,68625037.0,Europe,3.0,373.0,0.0,,,6665.0
7.0,Italy,21002773,,172003.0,,19544044.0,,1286726.0,382.0,348434.0,2854.0,236973591.0,3931368.0,60277635.0,Europe,3.0,350.0,0.0,,,21347.0
8.0,S. Korea,19776050,73589.0,25047.0,20.0,18577082.0,40213.0,1173921.0,284.0,385043.0,488.0,15804065.0,307708.0,51360608.0,Asia,3.0,2051.0,3.0,1433.0,0.4,22856.0
9.0,Russia,18601719,12498.0,382433.0,38.0,17975398.0,6056.0,243888.0,2300.0,127353.0,2618.0,273400000.0,1871781.0,146064116.0,Europe,8.0,382.0,1.0,86.0,0.3,1670.0
10.0,Turkey,15889495,,99341.0,,15487468.0,,302686.0,975.0,184290.0,1152.0,162743369.0,1887535.0,86220072.0,Asia,5.0,868.0,1.0,,,3511.0
11.0,Spain,13226579,,110719.0,,12610266.0,,505594.0,339.0,282666.0,2366.0,471036328.0,10066535.0,46792300.0,Europe,4.0,423.0,0.0,,,10805.0
12.0,Japan,12553010,212960.0,32507.0,91.0,10704663.0,115533.0,1815840.0,427.0,99885.0,259.0,62646891.0,498486.0,125674391.0,Asia,10.0,3866.0,2.0,1695.0,0.7,14449.0
13.0,Vietnam,10779632,1477.0,43093.0,,9913396.0,7877.0,823143.0,50.0,108716.0,435.0,85826548.0,865590.0,99153789.0,Asia,9.0,2301.0,1.0,15.0,,8302.0
14.0,Argentina,9507562,,129278.0,,9287793.0,4549.0,90491.0,456.0,206438.0,2807.0,35716069.0,775503.0,46055340.0,South America,5.0,356.0,1.0,,,1965.0
15.0,Australia,9408261,30930.0,11846.0,41.0,9001035.0,,395380.0,169.0,360289.0,454.0,76329379.0,2923028.0,26113123.0,Australia/Oceania,3.0,2204.0,0.0,1184.0,2.0,15141.0
16.0,Netherlands,8331315,,22492.0,,8161680.0,6510.0,147143.0,57.0,484001.0,1307.0,21107399.0,1226217.0,17213434.0,Europe,2.0,765.0,1.0,,,8548.0
17.0,Iran,7381299,,141937.0,,7079239.0,,160123.0,1198.0,85609.0,1646.0,53103026.0,615892.0,86221264.0,Asia,12.0,607.0,2.0,,,1857.0
18.0,Mexico,6754447,19352.0,327713.0,109.0,5861917.0,21414.0,564817.0,4798.0,51271.0,2488.0,17666519.0,134101.0,131740418.0,North America,20.0,402.0,7.0,147.0,0.8,4287.0
19.0,Colombia,6265798,,140845.0,,6079628.0,,45325.0,342.0,120480.0,2708.0,35992047.0,692062.0,52006983.0,South America,8.0,369.0,1.0,,,872.0
20.0,Indonesia,6207098,4205.0,156993.0,10.0,6001402.0,4597.0,48703.0,2771.0,22206.0,562.0,103638507.0,370775.0,279518444.0,Asia,45.0,1780.0,3.0,15.0,0.04,174.0
