#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,11422324,4003.0,354390.0,222.0,7558626.0,5828.0,3509308.0,21268.0,,,,,,North America,,,
,Asia,13855690,6432.0,245946.0,64.0,12354430.0,5886.0,1255314.0,22177.0,,,,,,Asia,,,
,South America,9741811,34.0,296489.0,10.0,8698559.0,207.0,746763.0,18056.0,,,,,,South America,,,
,Europe,10466187,15075.0,270348.0,278.0,3912910.0,180.0,6282929.0,22765.0,,,,,,Europe,,,
,Africa,1813800,,43461.0,,1481404.0,,288935.0,2341.0,,,,,,Africa,,,
,Oceania,38890,11.0,979.0,,32705.0,11.0,5206.0,25.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,659.0,,47.0,4.0,,,,,,,,,
,World,47339423,25555.0,1211628.0,574.0,34039293.0,12112.0,12088502.0,86636.0,6073.0,155.4,,,,All,,,
1.0,USA,9567543,,236997.0,,6171402.0,,3159144.0,17576.0,28847.0,715.0,149694768.0,451345.0,331663944.0,North America,35.0,1399.0,2.0
2.0,India,8267623,709.0,123139.0,,7603121.0,1692.0,541363.0,8944.0,5971.0,89.0,111789350.0,80737.0,1384604543.0,Asia,167.0,11244.0,12.0
3.0,Brazil,5554206,,160272.0,,4980942.0,,412992.0,8318.0,26067.0,752.0,21900000.0,102781.0,213073428.0,South America,38.0,1329.0,10.0
4.0,Russia,1655038,,28473.0,,1236033.0,,390532.0,2300.0,11339.0,195.0,61954566.0,424475.0,145955918.0,Europe,88.0,5126.0,2.0
5.0,France,1466433,,37435.0,,119104.0,,1309894.0,3730.0,22449.0,573.0,16540372.0,253209.0,65322933.0,Europe,45.0,1745.0,4.0
6.0,Spain,1313087,,36257.0,,,,,2650.0,28081.0,775.0,18072174.0,386480.0,46760988.0,Europe,36.0,1290.0,3.0
7.0,Argentina,1183131,,31623.0,,998016.0,,153492.0,4922.0,26097.0,698.0,3047313.0,67215.0,45336503.0,South America,38.0,1434.0,15.0
