#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,123556122,,1599357.0,,118469535.0,2314.0,3487230.0,8572.0,,,,,,North America,,,,,,
,Asia,212926387,15068.0,1529987.0,30.0,197387034.0,14022.0,14009366.0,15902.0,,,,,,Asia,,,,,,
,Europe,244859720,,2006522.0,,240546916.0,9970.0,2306282.0,6527.0,,,,,,Europe,,,,,,
,South America,67743058,247.0,1347754.0,8.0,65871559.0,2701.0,523745.0,10233.0,,,,,,South America,,,,,,
,Oceania,13905943,2882.0,25446.0,33.0,13743739.0,3551.0,136758.0,78.0,,,,,,Australia/Oceania,,,,,,
,Africa,12777456,,258520.0,,12063065.0,,455871.0,547.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,675769407,18197.0,6767601.0,71.0,648082554.0,32558.0,20919252.0,41859.0,86695.0,868.2,,,,All,,,,,,
1.0,USA,104393464,,1135341.0,,101471461.0,,1786662.0,3406.0,311804.0,3391.0,1160408714.0,3465921.0,334805269.0,North America,3.0,295.0,0.0,,,5336.0
2.0,India,44683122,,530741.0,,44150617.0,,1764.0,698.0,31766.0,377.0,915265788.0,650679.0,1406631776.0,Asia,31.0,2650.0,2.0,,,1.0
3.0,France,39533323,,164286.0,,39277890.0,,91147.0,869.0,602784.0,2505.0,271490188.0,4139547.0,65584518.0,Europe,2.0,399.0,0.0,,,1390.0
4.0,Germany,37810147,,166016.0,,37413200.0,,230931.0,1281.0,450745.0,1979.0,122332384.0,1458359.0,83883596.0,Europe,2.0,505.0,1.0,,,2753.0
5.0,Brazil,36857916,,697248.0,,35933396.0,,227272.0,8318.0,171151.0,3238.0,63776166.0,296146.0,215353593.0,South America,6.0,309.0,3.0,,,1055.0
6.0,Japan,32633741,,68796.0,,21576391.0,,10988554.0,475.0,259854.0,548.0,92355701.0,735405.0,125584838.0,Asia,4.0,1825.0,1.0,,,87499.0
7.0,S. Korea,30228889,14961.0,33552.0,30.0,29787513.0,14108.0,407824.0,339.0,588914.0,654.0,15804065.0,307892.0,51329899.0,Asia,2.0,1530.0,3.0,291.0,0.6,7945.0
8.0,Italy,25453789,,186833.0,,25014986.0,,251970.0,205.0,422380.0,3100.0,265478247.0,4405344.0,60262770.0,Europe,2.0,323.0,0.0,,,4181.0
9.0,UK,24274361,,204171.0,,24028571.0,3821.0,41619.0,146.0,354381.0,2981.0,522526476.0,7628357.0,68497907.0,Europe,3.0,335.0,0.0,,,608.0
10.0,Russia,21967983,,395148.0,,21362029.0,,210806.0,2300.0,150666.0,2710.0,273400000.0,1875095.0,145805947.0,Europe,7.0,369.0,1.0,,,1446.0
11.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,1902052.0,85561976.0,Asia,5.0,843.0,1.0,,,1819.0
12.0,Spain,13731478,,118434.0,,13557699.0,,55345.0,231.0,293915.0,2535.0,471036328.0,10082298.0,46719142.0,Europe,3.0,394.0,0.0,,,1185.0
13.0,Vietnam,11526522,,43186.0,,10613194.0,,870142.0,2.0,116484.0,436.0,85826548.0,867342.0,98953541.0,Asia,9.0,2291.0,1.0,,,8793.0
14.0,Australia,11312904,2882.0,18828.0,33.0,11260631.0,3551.0,33445.0,50.0,433963.0,722.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,2.0,1385.0,0.0,111.0,1.0,1283.0
15.0,Argentina,10037135,,130421.0,,9882579.0,2774.0,24135.0,363.0,218150.0,2835.0,35716069.0,776264.0,46010234.0,South America,5.0,353.0,1.0,,,525.0
16.0,Taiwan,9596660,,16430.0,,9151365.0,,428865.0,,401726.0,688.0,30242606.0,1265985.0,23888595.0,Asia,2.0,1454.0,1.0,,,17953.0
17.0,Netherlands,8582500,,22989.0,,8549303.0,766.0,10208.0,53.0,498651.0,1336.0,25984435.0,1509718.0,17211447.0,Europe,2.0,749.0,1.0,,,593.0
18.0,Iran,7564551,,144752.0,,7337667.0,,82132.0,220.0,87937.0,1683.0,55034937.0,639771.0,86022837.0,Asia,11.0,594.0,2.0,,,955.0
19.0,Mexico,7377333,,332324.0,,6614139.0,,430870.0,4798.0,56075.0,2526.0,19356195.0,147125.0,131562772.0,North America,18.0,396.0,7.0,,,3275.0
20.0,Indonesia,6730537,,160822.0,,6565411.0,,4304.0,2771.0,24112.0,576.0,114158919.0,408975.0,279134505.0,Asia,41.0,1736.0,2.0,,,15.0
21.0,Poland,6381036,,118740.0,,5335940.0,,926356.0,696.0,169080.0,3146.0,38123036.0,1010155.0,37739785.0,Europe,6.0,318.0,1.0,,,24546.0
22.0,Colombia,6357200,,142544.0,,6181431.0,,33225.0,342.0,123410.0,2767.0,36951507.0,717327.0,51512762.0,South America,8.0,361.0,1.0,,,645.0
23.0,Austria,5789991,,21709.0,,5734331.0,,33951.0,40.0,638599.0,2394.0,211273524.0,23302116.0,9066710.0,Europe,2.0,418.0,0.0,,,3745.0
