#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,35165758,2259.0,804826.0,232.0,26666044.0,4167.0,7694888.0,15117.0,,,,,,North America,,,
,South America,20102800,573.0,520316.0,14.0,17929998.0,585.0,1652486.0,19700.0,,,,,,South America,,,
,Asia,27094591,6022.0,417550.0,81.0,25184305.0,5147.0,1492736.0,23938.0,,,,,,Asia,,,
,Europe,37734208,2232.0,881119.0,21.0,26759967.0,10475.0,10093122.0,29022.0,,,,,,Europe,,,
,Africa,4148021,,110405.0,,3706720.0,,330896.0,2630.0,,,,,,Africa,,,
,Oceania,54149,6.0,1115.0,,34470.0,7.0,18564.0,10.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,124300248,11092.0,2735346.0,348.0,100282210.0,20381.0,21282692.0,90417.0,15947.0,350.9,,,,All,,,
1.0,USA,30576962,,555945.0,,22846003.0,,7175014.0,8600.0,91987.0,1672.0,391112499.0,1176614.0,332405010.0,North America,11.0,598.0,1.0
2.0,Brazil,12051619,,295685.0,,10507995.0,,1247939.0,8318.0,56408.0,1384.0,28600000.0,133863.0,213650508.0,South America,18.0,723.0,7.0
3.0,India,11686796,466.0,160200.0,,11181253.0,2194.0,345343.0,8944.0,8409.0,115.0,235413233.0,169388.0,1389790186.0,Asia,119.0,8675.0,6.0
4.0,Russia,4466153,,95391.0,,4077185.0,,293577.0,2300.0,30594.0,653.0,117700000.0,806276.0,145979773.0,Europe,33.0,1530.0,1.0
5.0,UK,4301925,,126172.0,,3694155.0,,481598.0,830.0,63130.0,1852.0,115945692.0,1701487.0,68143724.0,Europe,16.0,540.0,1.0
6.0,France,4298395,,92621.0,,281885.0,,3923889.0,4548.0,65747.0,1417.0,60494649.0,925306.0,65378022.0,Europe,15.0,706.0,1.0
7.0,Italy,3400877,,105328.0,,2732482.0,,563067.0,3510.0,56308.0,1744.0,47060099.0,779174.0,60397402.0,Europe,18.0,573.0,1.0
8.0,Spain,3228803,,73543.0,,2987474.0,,167786.0,1935.0,69039.0,1573.0,41884958.0,895592.0,46767891.0,Europe,14.0,636.0,1.0
9.0,Turkey,3035338,,30178.0,,2844681.0,,160479.0,1644.0,35713.0,355.0,36556589.0,430111.0,84993361.0,Asia,28.0,2816.0,2.0
10.0,Germany,2678262,,75418.0,,2433800.0,10400.0,169044.0,2848.0,31893.0,898.0,47578793.0,566565.0,83977714.0,Europe,31.0,1113.0,2.0
11.0,Colombia,2342278,,62148.0,,2235343.0,,44787.0,1982.0,45682.0,1212.0,12314769.0,240176.0,51273917.0,South America,22.0,825.0,4.0
12.0,Argentina,2252172,,54671.0,,2037686.0,,159815.0,3530.0,49504.0,1202.0,8383836.0,184280.0,45494987.0,South America,20.0,832.0,5.0
13.0,Mexico,2197160,1388.0,198239.0,203.0,1740254.0,4095.0,258667.0,4798.0,16913.0,1526.0,5902321.0,45434.0,129909494.0,North America,59.0,655.0,22.0
14.0,Poland,2073129,,49365.0,,1676008.0,,347756.0,2421.0,54821.0,1305.0,11232172.0,297017.0,37816579.0,Europe,18.0,766.0,3.0
15.0,Iran,1808422,,61877.0,,1549649.0,,196896.0,3861.0,21334.0,730.0,12221274.0,144174.0,84767319.0,Asia,47.0,1370.0,7.0
16.0,Ukraine,1554256,,30098.0,,1260842.0,,263316.0,177.0,35695.0,691.0,7659777.0,175913.0,43543044.0,Europe,28.0,1447.0,6.0
17.0,South Africa,1538451,,52196.0,,1463953.0,,22302.0,546.0,25706.0,872.0,9649219.0,161231.0,59847352.0,Africa,39.0,1147.0,6.0
18.0,Peru,1472790,,50339.0,,1388554.0,,33897.0,2243.0,44225.0,1512.0,8748899.0,262710.0,33302516.0,South America,23.0,662.0,4.0
19.0,Czechia,1467333,,24810.0,,1262738.0,,179785.0,1910.0,136835.0,2314.0,10841492.0,1011016.0,10723359.0,Europe,7.0,432.0,1.0
