#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,21951046,12485.0,491938.0,867.0,13399871.0,10008.0,8059237.0,34348.0,,,,,,North America,,,
,Asia,20138691,10404.0,328242.0,158.0,18496241.0,8840.0,1314208.0,26003.0,,,,,,Asia,,,
,South America,12770283,1057.0,354197.0,11.0,11277823.0,335.0,1138263.0,16847.0,,,,,,South America,,,
,Europe,22238590,13618.0,512882.0,285.0,10755071.0,15573.0,10970637.0,26519.0,,,,,,Europe,,,
,Africa,2612754,,61528.0,,2187766.0,,363460.0,2534.0,,,,,,Africa,,,
,Oceania,47843,11.0,1052.0,,33373.0,,13418.0,21.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,79759928,37575.0,1749854.0,1321.0,56150851.0,34756.0,21859223.0,106272.0,10232.0,224.5,,,,All,,,
1.0,USA,19111326,,337066.0,,11219123.0,,7555137.0,28775.0,57575.0,1015.0,242068492.0,729256.0,331939197.0,North America,17.0,985.0,1.0
2.0,India,10147468,,147128.0,,9717834.0,636.0,282506.0,8944.0,7319.0,106.0,166305762.0,119944.0,1386530639.0,Asia,137.0,9424.0,8.0
3.0,Brazil,7425593,,190032.0,,6449822.0,,785739.0,8318.0,34815.0,891.0,28600000.0,134091.0,213287772.0,South America,29.0,1122.0,7.0
4.0,Russia,2963688,,53096.0,,2370857.0,,539735.0,2300.0,20304.0,364.0,87578209.0,599995.0,145964778.0,Europe,49.0,2749.0,2.0
5.0,France,2527509,,62268.0,,188639.0,,2276602.0,2652.0,38680.0,953.0,32361074.0,495246.0,65343395.0,Europe,26.0,1049.0,2.0
6.0,UK,2188587,,69625.0,,,,,1529.0,32158.0,1023.0,52257588.0,767837.0,68058157.0,Europe,31.0,977.0,1.0
7.0,Turkey,2100712,,19115.0,,1935292.0,,146305.0,4805.0,24780.0,225.0,23225837.0,273969.0,84775279.0,Asia,40.0,4435.0,4.0
8.0,Italy,2009317,,70900.0,,1344785.0,,593632.0,2589.0,33257.0,1173.0,25752360.0,426232.0,60418694.0,Europe,30.0,852.0,2.0
9.0,Spain,1869610,,49824.0,,,,,1907.0,39980.0,1065.0,25991493.0,555807.0,46763552.0,Europe,25.0,939.0,2.0
10.0,Germany,1614326,,29681.0,,1184400.0,,400245.0,5354.0,19238.0,354.0,33708381.0,401704.0,83913469.0,Europe,52.0,2827.0,2.0
11.0,Argentina,1571680,,42392.0,,1384277.0,,145011.0,3390.0,34622.0,934.0,4597960.0,101287.0,45395368.0,South America,29.0,1071.0,10.0
12.0,Colombia,1559766,,41454.0,,1417316.0,,100996.0,2578.0,30498.0,811.0,7755989.0,151651.0,51143594.0,South America,33.0,1234.0,7.0
13.0,Mexico,1362564,12485.0,121172.0,861.0,1015256.0,10008.0,226136.0,3913.0,10515.0,935.0,3483572.0,26883.0,129583997.0,North America,95.0,1069.0,37.0
14.0,Poland,1239998,,26752.0,,975876.0,,237370.0,1610.0,32781.0,707.0,6976460.0,184433.0,37826507.0,Europe,31.0,1414.0,5.0
15.0,Iran,1183182,,54308.0,,924685.0,,204189.0,5371.0,14001.0,643.0,7253750.0,85834.0,84508840.0,Asia,71.0,1556.0,12.0
16.0,Ukraine,1012167,11035.0,17581.0,186.0,646772.0,15337.0,347814.0,177.0,23212.0,403.0,5348820.0,122663.0,43605885.0,Europe,43.0,2480.0,8.0
17.0,Peru,1003982,,37317.0,,940040.0,,26625.0,1124.0,30248.0,1124.0,5433168.0,163689.0,33192054.0,South America,33.0,889.0,6.0
18.0,South Africa,968563,,25983.0,,822978.0,,119602.0,546.0,16233.0,435.0,6325784.0,106017.0,59667575.0,Africa,62.0,2296.0,9.0
19.0,Netherlands,732570,,10826.0,,,,,596.0,42707.0,631.0,5514008.0,321456.0,17153216.0,Europe,23.0,1584.0,3.0
20.0,Indonesia,692838,,20589.0,,563980.0,,108269.0,,2520.0,75.0,6987576.0,25417.0,274914051.0,Asia,397.0,13352.0,39.0
21.0,Czechia,660461,,10776.0,,552444.0,,97241.0,618.0,61618.0,1005.0,3600093.0,335874.0,10718596.0,Europe,16.0,995.0,3.0
22.0,Belgium,634904,2583.0,19038.0,99.0,43749.0,236.0,572117.0,514.0,54667.0,1639.0,6748910.0,581102.0,11613988.0,Europe,18.0,610.0,2.0
23.0,Romania,608561,,14912.0,,523829.0,,69820.0,1234.0,31737.0,778.0,4689628.0,244567.0,19175203.0,Europe,32.0,1286.0,4.0
24.0,Chile,593310,,16303.0,,563457.0,,13550.0,699.0,30909.0,849.0,6213304.0,323690.0,19195210.0,South America,32.0,1177.0,3.0
25.0,Iraq,588803,,12744.0,,527341.0,,48718.0,191.0,14484.0,313.0,4294885.0,105650.0,40652114.0,Asia,69.0,3190.0,9.0
26.0,Canada,535212,,14719.0,,444063.0,,76430.0,715.0,14121.0,388.0,13343345.0,352054.0,37901464.0,North America,71.0,2575.0,3.0
27.0,Bangladesh,506102,,7378.0,,446690.0,,52034.0,,3058.0,45.0,3135635.0,18949.0,165478532.0,Asia,327.0,22429.0,53.0
28.0,Pakistan,467222,2152.0,9753.0,85.0,418958.0,1824.0,38511.0,2382.0,2096.0,44.0,6482889.0,29079.0,222939213.0,Asia,477.0,22859.0,34.0
29.0,Philippines,465724,,9055.0,,430490.0,,26179.0,708.0,4223.0,82.0,6594381.0,59796.0,110280671.0,Asia,237.0,12179.0,17.0
30.0,Switzerland,428197,,7098.0,,311500.0,,109599.0,438.0,49302.0,817.0,3476677.0,400302.0,8685127.0,Europe,20.0,1224.0,2.0
31.0,Morocco,425864,,7130.0,,388728.0,,30006.0,896.0,11472.0,192.0,4354454.0,117305.0,37120661.0,Africa,87.0,5206.0,9.0
32.0,Sweden,396048,,8279.0,,,,,302.0,39098.0,817.0,3989420.0,393836.0,10129642.0,Europe,26.0,1224.0,3.0
33.0,Israel,393036,3358.0,3171.0,,356057.0,1384.0,33808.0,506.0,42732.0,345.0,7465561.0,811687.0,9197590.0,Asia,23.0,2901.0,1.0
34.0,Portugal,387636,,6413.0,,312533.0,,68690.0,505.0,38070.0,630.0,5323341.0,522805.0,10182270.0,Europe,26.0,1588.0,2.0
35.0,Saudi Arabia,361725,,6159.0,,352608.0,,2958.0,380.0,10313.0,176.0,10789890.0,307637.0,35073449.0,Asia,97.0,5695.0,3.0
36.0,Austria,347204,,5745.0,,315952.0,,25507.0,445.0,38445.0,636.0,3732153.0,413251.0,9031196.0,Europe,26.0,1572.0,2.0
37.0,Serbia,316344,,2882.0,,31536.0,,281926.0,312.0,36277.0,330.0,2203391.0,252675.0,8720266.0,Europe,28.0,3026.0,4.0
38.0,Hungary,311554,,8729.0,,120529.0,,182296.0,491.0,32291.0,905.0,2575650.0,266950.0,9648442.0,Europe,31.0,1105.0,4.0
39.0,Jordan,283690,,3681.0,,254496.0,,25513.0,299.0,27672.0,359.0,3040342.0,296565.0,10251853.0,Asia,36.0,2785.0,3.0
40.0,Nepal,256592,,1808.0,,247400.0,,7384.0,,8731.0,62.0,1896250.0,64526.0,29387203.0,Asia,115.0,16254.0,15.0
41.0,Panama,223674,,3715.0,,180045.0,,39914.0,187.0,51451.0,855.0,1221114.0,280891.0,4347282.0,North America,19.0,1170.0,4.0
42.0,Georgia,218724,1881.0,2313.0,37.0,196220.0,1515.0,20191.0,,54881.0,580.0,1876048.0,470724.0,3985451.0,Asia,18.0,1723.0,2.0
43.0,Azerbaijan,210061,,2380.0,,155886.0,,51795.0,,20628.0,234.0,2115991.0,207793.0,10183165.0,Asia,48.0,4279.0,5.0
44.0,Ecuador,208010,,13977.0,,181618.0,,12415.0,354.0,11705.0,786.0,730015.0,41078.0,17771362.0,South America,85.0,1271.0,24.0
45.0,Japan,206139,,3050.0,,174879.0,,28210.0,644.0,1632.0,24.0,4547779.0,36011.0,126288410.0,Asia,613.0,41406.0,28.0
