#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,118975303,,1563141.0,,114416853.0,3163.0,2995309.0,8068.0,,,,,,North America,,,,,,
,Asia,198073167,71188.0,1496260.0,111.0,189862498.0,48068.0,6714409.0,9474.0,,,,,,Asia,,,,,,
,Europe,237282204,542.0,1958043.0,3.0,231724649.0,94551.0,3599512.0,7612.0,,,,,,Europe,,,,,,
,South America,64912852,,1335138.0,,63095436.0,,482278.0,10146.0,,,,,,South America,,,,,,
,Oceania,12951165,12020.0,22133.0,16.0,12736989.0,80719.0,192043.0,133.0,,,,,,Australia/Oceania,,,,,,
,Africa,12702860,,258039.0,,12014467.0,,430354.0,844.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,644898272,83750.0,6632769.0,130.0,623851598.0,226481.0,14413905.0,36277.0,82734.0,850.9,,,,All,,,,,,
1.0,USA,100425201,,1104602.0,,97929295.0,,1391304.0,2885.0,299951.0,3299.0,1138948698.0,3401824.0,334805269.0,North America,3.0,303.0,0.0,,,4156.0
2.0,India,44671806,,530604.0,,44134710.0,,6492.0,698.0,31758.0,377.0,904521555.0,643041.0,1406631776.0,Asia,31.0,2651.0,2.0,,,5.0
3.0,France,37492134,,158511.0,,36761553.0,29438.0,572070.0,869.0,571661.0,2417.0,271490188.0,4139547.0,65584518.0,Europe,2.0,414.0,0.0,,,8723.0
4.0,Germany,36348477,,157388.0,,35638200.0,37300.0,552889.0,1406.0,433320.0,1876.0,122332384.0,1458359.0,83883596.0,Europe,2.0,533.0,1.0,,,6591.0
5.0,Brazil,35147091,,689396.0,,34186924.0,,270771.0,8318.0,163206.0,3201.0,63776166.0,296146.0,215353593.0,South America,6.0,312.0,3.0,,,1257.0
6.0,S. Korea,26837840,53698.0,30278.0,55.0,25826687.0,18612.0,980875.0,453.0,522850.0,590.0,15804065.0,307892.0,51329899.0,Asia,2.0,1695.0,3.0,1046.0,1.0,19109.0
7.0,Japan,24128914,,48772.0,,20643599.0,,3436543.0,281.0,192132.0,388.0,80788710.0,643300.0,125584838.0,Asia,5.0,2575.0,2.0,,,27364.0
8.0,Italy,24031538,,180518.0,,23398125.0,,452895.0,247.0,398779.0,2996.0,255780377.0,4244418.0,60262770.0,Europe,3.0,334.0,0.0,,,7515.0
9.0,UK,23977637,,196241.0,,23716655.0,4395.0,64741.0,146.0,350049.0,2865.0,522526476.0,7628357.0,68497907.0,Europe,3.0,349.0,0.0,,,945.0
10.0,Russia,21556766,,391680.0,,20967429.0,,197657.0,2300.0,147846.0,2686.0,273400000.0,1875095.0,145805947.0,Europe,7.0,372.0,1.0,,,1356.0
11.0,Turkey,17005537,,101400.0,,16893057.0,2216.0,11080.0,,198751.0,1185.0,162743369.0,1902052.0,85561976.0,Asia,5.0,844.0,1.0,,,129.0
12.0,Spain,13573721,,115641.0,,13357848.0,,100232.0,339.0,290539.0,2475.0,471036328.0,10082298.0,46719142.0,Europe,3.0,404.0,0.0,,,2145.0
13.0,Vietnam,11513173,,43170.0,,10607682.0,,862321.0,82.0,116349.0,436.0,85826548.0,867342.0,98953541.0,Asia,9.0,2292.0,1.0,,,8714.0
14.0,Australia,10636796,12017.0,16076.0,16.0,10546102.0,80718.0,74618.0,78.0,408028.0,617.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,2.0,1622.0,0.0,461.0,0.6,2862.0
15.0,Argentina,9723924,,130017.0,,9588858.0,,5049.0,237.0,211343.0,2826.0,35716069.0,776264.0,46010234.0,South America,5.0,354.0,1.0,,,110.0
16.0,Netherlands,8536849,,22900.0,,8482421.0,2633.0,31528.0,33.0,495998.0,1331.0,25984435.0,1509718.0,17211447.0,Europe,2.0,752.0,1.0,,,1832.0
17.0,Taiwan,8241178,14195.0,14181.0,56.0,7849058.0,25492.0,377939.0,,344984.0,594.0,28429602.0,1190091.0,23888595.0,Asia,3.0,1685.0,1.0,594.0,2.0,15821.0
18.0,Iran,7559467,,144633.0,,7334968.0,,79866.0,61.0,87877.0,1681.0,54420785.0,632632.0,86022837.0,Asia,11.0,595.0,2.0,,,928.0
19.0,Mexico,7125176,,330495.0,,6395789.0,,398892.0,4798.0,54158.0,2512.0,18716808.0,142265.0,131562772.0,North America,18.0,398.0,7.0,,,3032.0
20.0,Indonesia,6634648,,159565.0,,6411220.0,,63863.0,2771.0,23769.0,572.0,112010136.0,401277.0,279134505.0,Asia,42.0,1749.0,2.0,,,229.0
21.0,Poland,6350427,,118296.0,,5335940.0,,896191.0,1530.0,168269.0,3135.0,37765912.0,1000692.0,37739785.0,Europe,6.0,319.0,1.0,,,23747.0
22.0,Colombia,6314769,,141895.0,,6140834.0,,32040.0,342.0,122586.0,2755.0,36875818.0,715858.0,51512762.0,South America,8.0,363.0,1.0,,,622.0
23.0,Portugal,5537108,,25395.0,,5493436.0,1031.0,18277.0,61.0,546035.0,2504.0,45571009.0,4493930.0,10140570.0,Europe,2.0,399.0,0.0,,,1802.0
24.0,Austria,5535259,,21165.0,,5471570.0,,42524.0,47.0,610504.0,2334.0,202409994.0,22324525.0,9066710.0,Europe,2.0,428.0,0.0,,,4690.0
25.0,Greece,5360506,,34178.0,,5264276.0,8028.0,62052.0,115.0,519598.0,3313.0,99637289.0,9657923.0,10316637.0,Europe,2.0,302.0,0.0,,,6015.0
26.0,Ukraine,5336293,,110505.0,,5204867.0,1370.0,20921.0,,123548.0,2558.0,32603805.0,754855.0,43192122.0,Europe,8.0,391.0,1.0,,,484.0
27.0,Malaysia,4978350,,36636.0,,4914858.0,,26856.0,97.0,150036.0,1104.0,66219066.0,1995688.0,33181072.0,Asia,7.0,906.0,1.0,,,809.0
28.0,Chile,4895292,,62288.0,,4820151.0,,12853.0,145.0,254298.0,3236.0,46908130.0,2436761.0,19250195.0,South America,4.0,309.0,0.0,,,668.0
29.0,DPRK,4772813,,74.0,,4772739.0,,0.0,,183636.0,3.0,,,25990679.0,Asia,5.0,351225.0,,,,
30.0,Israel,4711864,,11823.0,,4689351.0,,10690.0,36.0,505240.0,1268.0,41373364.0,4436346.0,9326000.0,Asia,2.0,789.0,0.0,,,1146.0
