#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,126047772,,1626553.0,,121778546.0,1098.0,2642673.0,6683.0,,,,,,North America,,,,,,
,Asia,216144092,13629.0,1543411.0,7.0,200268368.0,4339.0,14332313.0,15637.0,,,,,,Asia,,,,,,
,Europe,248577693,,2048727.0,,244262349.0,5765.0,2266617.0,6415.0,,,,,,Europe,,,,,,
,South America,68507158,,1353845.0,,66437720.0,,715593.0,10163.0,,,,,,South America,,,,,,
,Oceania,14099317,,26971.0,,13913281.0,,159065.0,71.0,,,,,,Australia/Oceania,,,,,,
,Africa,12817465,,258705.0,,12083391.0,,475369.0,548.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,686194218,13629.0,6858227.0,7.0,658744361.0,11188.0,20591630.0,39517.0,88032.0,879.8,,,,All,,,,,,
1.0,USA,106524168,,1158842.0,,104423700.0,,941626.0,1517.0,318168.0,3461.0,1176315905.0,3513433.0,334805269.0,North America,3.0,289.0,0.0,,,2812.0
2.0,India,44857992,,531230.0,,44261476.0,,65286.0,,31890.0,378.0,924617164.0,657327.0,1406631776.0,Asia,31.0,2648.0,2.0,,,46.0
3.0,France,39931043,,166164.0,,39625636.0,,139243.0,869.0,608849.0,2534.0,271490188.0,4139547.0,65584518.0,Europe,2.0,395.0,0.0,,,2123.0
4.0,Germany,38392366,,172428.0,,38173500.0,2900.0,46438.0,,457686.0,2056.0,122332384.0,1458359.0,83883596.0,Europe,2.0,486.0,1.0,,,554.0
5.0,Brazil,37407232,,701215.0,,36249161.0,,456856.0,,173701.0,3256.0,63776166.0,296146.0,215353593.0,South America,6.0,307.0,3.0,,,2121.0
6.0,Japan,33618471,,74314.0,,21725273.0,,11818884.0,57.0,267695.0,592.0,99435939.0,791783.0,125584838.0,Asia,4.0,1690.0,1.0,,,94111.0
7.0,S. Korea,31053459,13596.0,34408.0,7.0,30809499.0,4340.0,209552.0,142.0,604978.0,670.0,15804065.0,307892.0,51329899.0,Asia,2.0,1492.0,3.0,265.0,0.1,4082.0
8.0,Italy,25737170,,189391.0,,25413901.0,,133878.0,83.0,427082.0,3143.0,270717229.0,4492280.0,60262770.0,Europe,2.0,318.0,0.0,,,2222.0
9.0,UK,24555629,,221943.0,,24239333.0,,94353.0,,358487.0,3240.0,522526476.0,7628357.0,68497907.0,Europe,3.0,309.0,0.0,,,1377.0
10.0,Russia,22789729,,397974.0,,22181767.0,,209988.0,,156302.0,2729.0,273400000.0,1875095.0,145805947.0,Europe,6.0,366.0,1.0,,,1440.0
11.0,Turkey,17232066,,102174.0,,,,,,201399.0,1194.0,162743369.0,1902052.0,85561976.0,Asia,5.0,837.0,1.0,,,4024.0
12.0,Spain,13813830,,120606.0,,13659874.0,,33350.0,231.0,295678.0,2582.0,471036328.0,10082298.0,46719142.0,Europe,3.0,387.0,0.0,,,714.0
13.0,Vietnam,11538248,,43186.0,,10615987.0,,879075.0,109.0,116603.0,436.0,85826548.0,867342.0,98953541.0,Asia,9.0,2291.0,1.0,,,8884.0
14.0,Australia,11381793,,20049.0,,11314115.0,,47629.0,43.0,436606.0,769.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,2.0,1300.0,0.0,,,1827.0
15.0,Taiwan,10239998,,19005.0,,10220993.0,,0.0,,428656.0,796.0,30742304.0,1286903.0,23888595.0,Asia,2.0,1257.0,1.0,,,
16.0,Argentina,10044957,,130472.0,,9914485.0,,0.0,363.0,218320.0,2836.0,35716069.0,776264.0,46010234.0,South America,5.0,353.0,1.0,,,
17.0,Netherlands,8610372,,22992.0,,8584137.0,630.0,3243.0,53.0,500270.0,1336.0,25984435.0,1509718.0,17211447.0,Europe,2.0,749.0,1.0,,,188.0
18.0,Iran,7603697,,145837.0,,7342490.0,,115370.0,407.0,88392.0,1695.0,55353767.0,643478.0,86022837.0,Asia,11.0,590.0,2.0,,,1341.0
19.0,Mexico,7570756,,333718.0,,6817101.0,,419937.0,,57545.0,2537.0,19870676.0,151036.0,131562772.0,North America,17.0,394.0,7.0,,,3192.0
20.0,Indonesia,6761900,,161165.0,,6589854.0,,10881.0,,24225.0,577.0,114158919.0,408975.0,279134505.0,Asia,41.0,1732.0,2.0,,,39.0
21.0,Poland,6510978,,119504.0,,5335940.0,,1055534.0,696.0,172523.0,3167.0,38627593.0,1023524.0,37739785.0,Europe,6.0,316.0,1.0,,,27969.0
22.0,Colombia,6364014,,142706.0,,6186783.0,,34525.0,342.0,123542.0,2770.0,36951507.0,717327.0,51512762.0,South America,8.0,361.0,1.0,,,670.0
23.0,Austria,6057458,,22304.0,,6022336.0,,12818.0,55.0,668099.0,2460.0,211273524.0,23302116.0,9066710.0,Europe,1.0,407.0,0.0,,,1414.0
24.0,Greece,5993868,,36673.0,,5933037.0,,24158.0,115.0,580990.0,3555.0,102228365.0,9909078.0,10316637.0,Europe,2.0,281.0,0.0,,,2342.0
25.0,Portugal,5577825,,26480.0,,5547029.0,,4316.0,61.0,550050.0,2611.0,46082209.0,4544341.0,10140570.0,Europe,2.0,383.0,0.0,,,426.0
26.0,Ukraine,5502019,,111912.0,,5354042.0,,36065.0,,127385.0,2591.0,32603805.0,754855.0,43192122.0,Europe,8.0,386.0,1.0,,,835.0
27.0,Chile,5280738,,64497.0,,5214999.0,,1242.0,67.0,274321.0,3350.0,49282442.0,2560101.0,19250195.0,South America,4.0,298.0,0.0,,,65.0
28.0,Malaysia,5062060,,37000.0,,5010543.0,,14517.0,14.0,152559.0,1115.0,68344917.0,2059756.0,33181072.0,Asia,7.0,897.0,0.0,,,438.0
