#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,102513294,5110.0,1477355.0,19.0,96560067.0,2058.0,4475872.0,8057.0,,,,,,North America,,,,,,
,Asia,157646489,166528.0,1433772.0,210.0,150733441.0,205538.0,5479276.0,10705.0,,,,,,Asia,,,,,,
,South America,58136850,316.0,1299998.0,,53725611.0,443.0,3111241.0,10553.0,,,,,,South America,,,,,,
,Europe,197177478,498.0,1844531.0,1.0,186781049.0,67671.0,8551898.0,6141.0,,,,,,Europe,,,,,,
,Oceania,9038674,40343.0,12782.0,80.0,8662259.0,8297.0,363633.0,131.0,,,,,,Australia/Oceania,,,,,,
,Africa,12180787,,255175.0,,11388076.0,,537536.0,963.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,536694293,212795.0,6323628.0,310.0,507851209.0,284007.0,22519456.0,36550.0,68853.0,811.3,,,,All,,,,,,
1.0,USA,86782404,,1034284.0,,82754408.0,,2993712.0,2692.0,259250.0,3090.0,1035982340.0,3094843.0,334744663.0,North America,4.0,324.0,0.0,,,8943.0
2.0,India,43190282,,524715.0,,42636710.0,,28857.0,698.0,30715.0,373.0,853522623.0,606987.0,1406162001.0,Asia,33.0,2680.0,2.0,,,21.0
3.0,Brazil,31266163,,667400.0,,30145810.0,,452953.0,8318.0,145105.0,3097.0,63776166.0,295983.0,215472431.0,South America,7.0,323.0,3.0,,,2102.0
4.0,France,29659417,,148591.0,,29114713.0,,396113.0,1173.0,452457.0,2267.0,271490188.0,4141604.0,65551946.0,Europe,2.0,441.0,0.0,,,6043.0
5.0,Germany,26610333,,139793.0,,25759000.0,62200.0,711540.0,631.0,315661.0,1658.0,122332384.0,1451148.0,84300401.0,Europe,3.0,603.0,1.0,,,8441.0
6.0,UK,22349183,,178998.0,,21999521.0,,170664.0,188.0,325916.0,2610.0,522526476.0,7619947.0,68573502.0,Europe,3.0,383.0,0.0,,,2489.0
7.0,Russia,18358459,,379657.0,,17772888.0,,205914.0,2300.0,125695.0,2599.0,273400000.0,1871896.0,146055086.0,Europe,8.0,385.0,1.0,,,1410.0
8.0,S. Korea,18188200,13320.0,24305.0,6.0,17914100.0,23422.0,249795.0,114.0,354171.0,473.0,15804065.0,307746.0,51354239.0,Asia,3.0,2113.0,3.0,259.0,0.1,4864.0
9.0,Italy,17543136,,167089.0,,16747070.0,,628977.0,219.0,290977.0,2771.0,222173350.0,3685050.0,60290458.0,Europe,3.0,361.0,0.0,,,10432.0
10.0,Turkey,15072747,,98965.0,,14971256.0,,2526.0,975.0,175084.0,1150.0,162743369.0,1890414.0,86088727.0,Asia,6.0,870.0,1.0,,,29.0
11.0,Spain,12436538,,106914.0,,11902145.0,,427479.0,339.0,265797.0,2285.0,471036328.0,10067097.0,46789687.0,Europe,4.0,438.0,0.0,,,9136.0
12.0,Vietnam,10727005,,43081.0,,9523290.0,,1160634.0,57.0,108324.0,435.0,85818631.0,866618.0,99027093.0,Asia,9.0,2299.0,1.0,,,11720.0
13.0,Argentina,9276618,,128973.0,,8895999.0,,251646.0,344.0,201686.0,2804.0,35716069.0,776515.0,45995343.0,South America,5.0,357.0,1.0,,,5471.0
14.0,Japan,8972654,15519.0,30797.0,24.0,8756848.0,21031.0,185009.0,79.0,71364.0,245.0,53457187.0,425174.0,125730211.0,Asia,14.0,4083.0,2.0,123.0,0.2,1471.0
15.0,Netherlands,8095313,,22326.0,,8038090.0,,34897.0,38.0,470440.0,1297.0,21107399.0,1226607.0,17207959.0,Europe,2.0,771.0,1.0,,,2028.0
16.0,Australia,7508845,33208.0,8860.0,58.0,7238735.0,,261250.0,99.0,288023.0,340.0,144321523.0,5535861.0,26070294.0,Australia/Oceania,3.0,2942.0,0.0,1274.0,2.0,10021.0
17.0,Iran,7232929,,141339.0,,7056916.0,,34674.0,427.0,84040.0,1642.0,52298398.0,607657.0,86065589.0,Asia,12.0,609.0,2.0,,,403.0
18.0,Colombia,6109105,,139867.0,,5938448.0,,30790.0,342.0,117645.0,2693.0,35041646.0,674806.0,51928493.0,South America,9.0,371.0,1.0,,,593.0
19.0,Indonesia,6057660,,156624.0,,5897372.0,,3664.0,2771.0,21704.0,561.0,99248869.0,355603.0,279099863.0,Asia,46.0,1782.0,3.0,,,13.0
20.0,Poland,6009003,,116355.0,,5335516.0,,557132.0,408.0,159108.0,3081.0,36386165.0,963445.0,37766712.0,Europe,6.0,325.0,1.0,,,14752.0
21.0,Mexico,5797427,5110.0,325042.0,19.0,5077733.0,2058.0,394652.0,4798.0,44072.0,2471.0,16005640.0,121675.0,131544379.0,North America,23.0,405.0,8.0,39.0,0.1,3000.0
22.0,Ukraine,5014929,,108605.0,,,,,177.0,116013.0,2512.0,19521252.0,451594.0,43227415.0,Europe,9.0,398.0,2.0,,,19624.0
23.0,Malaysia,4517447,,35699.0,,4460546.0,,21202.0,25.0,136209.0,1076.0,60200456.0,1815154.0,33165476.0,Asia,7.0,929.0,1.0,,,639.0
24.0,Thailand,4473867,2688.0,30242.0,21.0,4418202.0,4130.0,25423.0,1496.0,63787.0,431.0,17270775.0,246241.0,70137619.0,Asia,16.0,2319.0,4.0,38.0,0.3,362.0
25.0,Austria,4271517,,18675.0,,4216213.0,,36629.0,42.0,469116.0,2051.0,188212233.0,20670240.0,9105469.0,Europe,2.0,488.0,0.0,,,4023.0
26.0,DPRK,4253510,54620.0,71.0,,4150140.0,66560.0,103299.0,,163618.0,3.0,,,25996613.0,Asia,6.0,366149.0,,2101.0,,3974.0
