#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
179.0,Burundi,63,,1.0,,33.0,,29.0,,5.0,0.08,284.0,24.0,11860020.0,Africa,188254.0,11860020.0,41761.0
180.0,French Polynesia,60,,,,60.0,,0.0,,214.0,,4040.0,14388.0,280788.0,Australia/Oceania,4680.0,,70.0
181.0,Bhutan,47,,,,9.0,,38.0,,61.0,,18238.0,23656.0,770958.0,Asia,16403.0,,42.0
182.0,Macao,45,,,,45.0,,0.0,,69.0,,,,648645.0,Asia,14414.0,,
183.0,Saint Martin,41,,3.0,,33.0,,5.0,1.0,1062.0,78.0,614.0,15901.0,38613.0,North America,942.0,12871.0,63.0
184.0,Botswana,40,,1.0,,23.0,,16.0,,17.0,0.4,23337.0,9940.0,2347757.0,Africa,58694.0,2347757.0,101.0
185.0,Eritrea,39,,,,39.0,,0.0,,11.0,,,,3542590.0,Africa,90836.0,,
186.0,Antigua and Barbuda,26,,3.0,,20.0,,3.0,1.0,266.0,31.0,246.0,2514.0,97868.0,North America,3764.0,32623.0,398.0
187.0,Gambia,26,,1.0,,20.0,,5.0,,11.0,0.4,1873.0,777.0,2410835.0,Africa,92724.0,2410835.0,1287.0
188.0,St. Vincent Grenadines,26,,,,15.0,,11.0,,234.0,,595.0,5365.0,110914.0,North America,4266.0,,186.0
189.0,Namibia,25,,,,16.0,,9.0,,10.0,,4005.0,1579.0,2537207.0,Africa,101488.0,,634.0
190.0,Timor-Leste,24,,,,24.0,,0.0,,18.0,,1568.0,1191.0,1316414.0,Asia,54851.0,,840.0
191.0,Grenada,23,,,,18.0,,5.0,2.0,204.0,,3516.0,31258.0,112485.0,North America,4891.0,,32.0
192.0,Curaçao,21,,1.0,,15.0,,5.0,,128.0,6.0,572.0,3487.0,164044.0,North America,7812.0,164044.0,287.0
193.0,New Caledonia,20,,,,18.0,,2.0,,70.0,,6867.0,24070.0,285290.0,Australia/Oceania,14265.0,,42.0
194.0,Laos,19,,,,18.0,,1.0,,3.0,,7563.0,1041.0,7267282.0,Asia,382489.0,,961.0
195.0,Belize,18,,2.0,,16.0,,0.0,,45.0,5.0,1671.0,4209.0,397048.0,North America,22058.0,198524.0,238.0
196.0,Dominica,18,,,,16.0,,2.0,,250.0,,534.0,7419.0,71973.0,North America,3999.0,,135.0
197.0,Fiji,18,,,,15.0,,3.0,,20.0,,2431.0,2713.0,895961.0,Australia/Oceania,49776.0,,369.0
198.0,Saint Lucia,18,,,,18.0,,0.0,,98.0,,1113.0,6063.0,183566.0,North America,10198.0,,165.0
199.0,Saint Kitts and Nevis,15,,,,15.0,,0.0,,282.0,,403.0,7579.0,53171.0,North America,3545.0,,132.0
200.0,Falkland Islands,13,,,,13.0,,0.0,,3745.0,,535.0,154134.0,3471.0,South America,267.0,,6.0
201.0,Greenland,13,,,,11.0,,2.0,,229.0,,2203.0,38810.0,56763.0,North America,4366.0,,26.0
202.0,Turks and Caicos,12,,1.0,,11.0,,0.0,,310.0,26.0,153.0,3956.0,38676.0,North America,3223.0,38676.0,253.0
203.0,Vatican City,12,,,,2.0,,10.0,,14981.0,,,,801.0,Europe,67.0,,
204.0,Montserrat,11,,1.0,,10.0,,0.0,,2204.0,200.0,61.0,12220.0,4992.0,North America,454.0,4992.0,82.0
205.0,Seychelles,11,,,,11.0,,0.0,,112.0,,,,98302.0,Africa,8937.0,,
206.0,MS Zaandam,9,,2.0,,,,7.0,,,,,,,,,,
207.0,Western Sahara,9,,1.0,,6.0,,2.0,,15.0,2.0,,,596106.0,Africa,66234.0,596106.0,
208.0,British Virgin Islands,8,,1.0,,7.0,,0.0,,265.0,33.0,167.0,5527.0,30216.0,North America,3777.0,30216.0,181.0
209.0,Papua New Guinea,8,,,,8.0,,0.0,,0.9,,4646.0,520.0,8933327.0,Australia/Oceania,1116666.0,,1923.0
210.0,Caribbean Netherlands,7,,,,7.0,,0.0,,267.0,,424.0,16180.0,26205.0,North America,3744.0,,62.0
211.0,St. Barth,6,,,,6.0,,0.0,,608.0,,137.0,13873.0,9875.0,North America,1646.0,,72.0
212.0,Lesotho,4,,,,2.0,,2.0,,2.0,,1515.0,708.0,2140977.0,Africa,535244.0,,1413.0
213.0,Anguilla,3,,,,3.0,,0.0,,200.0,,41.0,2735.0,14993.0,North America,4998.0,,366.0
214.0,Saint Pierre Miquelon,1,,,,1.0,,0.0,,173.0,,,,5796.0,North America,5796.0,,
215.0,China,83022,1.0,4634.0,,78319.0,5.0,69.0,3.0,58.0,3.0,,,1439323776.0,Asia,17337.0,310601.0,
,Total:,2153010,5455.0,129980.0,1143.0,840948.0,3297.0,1182082.0,19329.0,,,,,,North America,,,
,Total:,989408,3684.0,44353.0,79.0,470798.0,4784.0,474257.0,11404.0,,,,,,South America,,,
,Total:,2039324,11083.0,176680.0,235.0,1040206.0,12352.0,822438.0,8520.0,,,,,,Europe,,,
,Total:,1245821,19190.0,32697.0,232.0,757614.0,9106.0,455510.0,14538.0,,,,,,Asia,,,
,Total:,165603,618.0,4636.0,9.0,72724.0,344.0,88243.0,445.0,,,,,,Africa,,,
,Total:,8850,11.0,124.0,,8230.0,,496.0,4.0,,,,,,Australia/Oceania,,,
,Total:,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,Total:,6602737,40041.0,388485.0,1698.0,3191171.0,29891.0,3023081.0,54244.0,847.1,49.8,,,,All,,,
