#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,117128436,1163.0,1545819.0,4.0,112310901.0,3748.0,3271716.0,7775.0,,,,,,North America,,,,,,
,Asia,191567634,120508.0,1483474.0,250.0,185579701.0,76002.0,4504459.0,9514.0,,,,,,Asia,,,,,,
,Europe,231015167,40696.0,1929208.0,159.0,223415996.0,127678.0,5669963.0,10043.0,,,,,,Europe,,,,,,
,South America,64237693,5346.0,1331270.0,42.0,62556135.0,4889.0,350288.0,10194.0,,,,,,South America,,,,,,
,Oceania,12483843,4484.0,21273.0,13.0,12302492.0,,160078.0,90.0,,,,,,Australia/Oceania,,,,,,
,Africa,12657475,,257732.0,,11997218.0,,402525.0,1006.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,629090969,172197.0,6568791.0,468.0,608163149.0,212317.0,14359029.0,38622.0,80707.0,842.7,,,,All,,,,,,
1.0,USA,98779943,,1089916.0,,95997599.0,,1692428.0,2591.0,294746.0,3252.0,1123392797.0,3352054.0,335135687.0,North America,3.0,307.0,0.0,,,5050.0
2.0,India,44623997,,528857.0,,44068557.0,,26583.0,698.0,31628.0,375.0,897877536.0,636385.0,1410903159.0,Asia,32.0,2668.0,2.0,,,19.0
3.0,France,36102545,,155737.0,,34931920.0,,1014888.0,869.0,550324.0,2374.0,271490188.0,4138424.0,65602313.0,Europe,2.0,421.0,0.0,,,15470.0
4.0,Brazil,34782182,,687120.0,,33947231.0,,147831.0,8318.0,161029.0,3181.0,63776166.0,295260.0,216000047.0,South America,6.0,314.0,3.0,,,684.0
5.0,Germany,34517327,,151260.0,,32858300.0,48600.0,1507767.0,1406.0,409003.0,1792.0,122332384.0,1449541.0,84393849.0,Europe,2.0,558.0,1.0,,,17866.0
6.0,S. Korea,25076239,23562.0,28783.0,35.0,24605548.0,14143.0,441908.0,237.0,488153.0,560.0,15804065.0,307654.0,51369620.0,Asia,2.0,1785.0,3.0,459.0,0.7,8603.0
7.0,UK,23798793,,191681.0,,23407759.0,4103.0,199353.0,146.0,346426.0,2790.0,522526476.0,7606142.0,68697963.0,Europe,3.0,358.0,0.0,,,2902.0
8.0,Italy,22990201,,177785.0,,22273393.0,,539023.0,236.0,381520.0,2950.0,249464295.0,4139834.0,60259488.0,Europe,3.0,339.0,0.0,,,8945.0
9.0,Japan,21692795,36605.0,45756.0,63.0,20442508.0,3291.0,1204531.0,131.0,172720.0,364.0,76201407.0,606721.0,125595400.0,Asia,6.0,2745.0,2.0,291.0,0.5,9591.0
10.0,Russia,21278816,14736.0,388709.0,99.0,20559274.0,27520.0,330833.0,2300.0,145669.0,2661.0,273400000.0,1871617.0,146076896.0,Europe,7.0,376.0,1.0,101.0,0.7,2265.0
11.0,Turkey,16919638,,101203.0,,16798621.0,3302.0,19814.0,,195816.0,1171.0,162743369.0,1883474.0,86405937.0,Asia,5.0,854.0,1.0,,,229.0
12.0,Spain,13441941,,114468.0,,13242579.0,,84894.0,339.0,287246.0,2446.0,471036328.0,10065739.0,46795999.0,Europe,3.0,409.0,0.0,,,1814.0
13.0,Vietnam,11491541,589.0,43155.0,,10598444.0,491.0,849942.0,68.0,115687.0,434.0,85826548.0,864028.0,99333075.0,Asia,9.0,2302.0,1.0,6.0,,8556.0
14.0,Australia,10307075,4484.0,15467.0,13.0,10216900.0,,74708.0,35.0,393795.0,591.0,78835048.0,3011991.0,26173731.0,Australia/Oceania,3.0,1692.0,0.0,171.0,0.5,2854.0
15.0,Argentina,9713594,,129958.0,,9575900.0,640.0,7736.0,279.0,210523.0,2817.0,35716069.0,774076.0,46140242.0,South America,5.0,355.0,1.0,,,168.0
16.0,Netherlands,8476062,3648.0,22721.0,2.0,8379956.0,2882.0,73385.0,39.0,492188.0,1319.0,21107399.0,1225665.0,17221180.0,Europe,2.0,758.0,1.0,212.0,0.1,4261.0
17.0,Iran,7553609,155.0,144510.0,4.0,7328758.0,201.0,80341.0,120.0,87384.0,1672.0,54095556.0,625805.0,86441559.0,Asia,11.0,598.0,2.0,2.0,0.05,929.0
18.0,Mexico,7100886,1163.0,330254.0,4.0,6373032.0,1114.0,397600.0,4798.0,53787.0,2502.0,18492768.0,140078.0,132017830.0,North America,19.0,400.0,7.0,9.0,0.03,3012.0
19.0,Taiwan,7098970,48267.0,11766.0,80.0,6199385.0,38273.0,887819.0,,296843.0,492.0,26941828.0,1126571.0,23914904.0,Asia,3.0,2033.0,1.0,2018.0,3.0,37124.0
20.0,Indonesia,6453864,1786.0,158281.0,18.0,6278113.0,1524.0,17470.0,2771.0,23040.0,565.0,109526897.0,391013.0,280110776.0,Asia,43.0,1770.0,3.0,6.0,0.06,62.0
21.0,Poland,6324853,1748.0,117869.0,22.0,5335940.0,,871044.0,3650.0,167536.0,3122.0,37512082.0,993638.0,37752271.0,Europe,6.0,320.0,1.0,46.0,0.6,23073.0
22.0,Colombia,6308558,,141820.0,,6136591.0,,30147.0,342.0,121044.0,2721.0,36654229.0,703292.0,52118053.0,South America,8.0,367.0,1.0,,,578.0
23.0,Portugal,5508231,,25119.0,,5427375.0,,55737.0,61.0,543805.0,2480.0,45059939.0,4448584.0,10129053.0,Europe,2.0,403.0,0.0,,,5503.0
24.0,Austria,5319474,12485.0,20912.0,5.0,5156818.0,8278.0,141744.0,47.0,583058.0,2292.0,198972158.0,21808975.0,9123407.0,Europe,2.0,436.0,0.0,1368.0,0.5,15536.0
25.0,Ukraine,5177217,,109206.0,,5042789.0,6305.0,25222.0,177.0,120021.0,2532.0,19521252.0,452551.0,43136011.0,Europe,8.0,395.0,2.0,,,585.0
26.0,Greece,5026494,,33313.0,,4933914.0,7840.0,59267.0,115.0,487667.0,3232.0,95536498.0,9268895.0,10307216.0,Europe,2.0,309.0,0.0,,,5750.0
27.0,Malaysia,4861226,,36410.0,,4802012.0,,22804.0,33.0,145937.0,1093.0,64894209.0,1948161.0,33310499.0,Asia,7.0,915.0,1.0,,,685.0
