#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,55053428,2005.0,1119945.0,60.0,43344194.0,3931.0,10589289.0,22307.0,,,,,,North America,,,,,,
,Asia,77959761,26751.0,1149479.0,307.0,74907750.0,47217.0,1902532.0,28863.0,,,,,,Asia,,,,,,
,South America,38147667,177.0,1164243.0,2.0,36282162.0,511.0,701262.0,12569.0,,,,,,South America,,,,,,
,Europe,61599969,55809.0,1262500.0,1286.0,56192814.0,36603.0,4144655.0,12003.0,,,,,,Europe,,,,,,
,Africa,8505243,,216054.0,,7826953.0,,462236.0,2536.0,,,,,,Africa,,,,,,
,Oceania,276844,2336.0,3383.0,12.0,216557.0,54.0,56904.0,373.0,,,,,,Australia/Oceania,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,241543633,87078.0,4915619.0,1667.0,218771136.0,88316.0,17856878.0,78651.0,30988.0,630.6,,,,All,,,,,,
1.0,USA,45792532,,744546.0,,35374595.0,,9673391.0,15133.0,137304.0,2232.0,668769691.0,2005238.0,333511317.0,North America,7.0,448.0,0.0,,,29005.0
2.0,India,34081315,266.0,452321.0,,33439331.0,7615.0,189663.0,8944.0,24387.0,324.0,591924874.0,423550.0,1397531610.0,Asia,41.0,3090.0,2.0,0.2,,136.0
3.0,Brazil,21644464,,603324.0,,20794497.0,,246643.0,8318.0,100901.0,2813.0,63776166.0,297308.0,214512005.0,South America,10.0,356.0,3.0,,,1150.0
4.0,UK,8449165,,138584.0,,6916439.0,,1394142.0,783.0,123622.0,2028.0,318440917.0,4659183.0,68346945.0,Europe,8.0,493.0,0.0,,,20398.0
5.0,Russia,8027012,34325.0,224310.0,998.0,7017055.0,16431.0,785647.0,2300.0,54974.0,1536.0,200000000.0,1369719.0,146015385.0,Europe,18.0,651.0,1.0,235.0,7.0,5381.0
6.0,Turkey,7654277,,67623.0,,7089766.0,,496888.0,633.0,89512.0,791.0,92014628.0,1076052.0,85511306.0,Asia,11.0,1265.0,1.0,,,5811.0
7.0,France,7089052,,117265.0,,6878363.0,,93424.0,1200.0,108296.0,1791.0,146046715.0,2231074.0,65460262.0,Europe,9.0,558.0,0.0,,,1427.0
8.0,Iran,5784815,,124075.0,,5324108.0,,336632.0,4769.0,67753.0,1453.0,32619228.0,382042.0,85381207.0,Asia,15.0,688.0,3.0,,,3943.0
9.0,Argentina,5272551,,115666.0,,5139615.0,,17270.0,795.0,115293.0,2529.0,24497430.0,535679.0,45731580.0,South America,9.0,395.0,2.0,,,378.0
10.0,Spain,4984386,,86974.0,,4825794.0,,71618.0,454.0,106554.0,1859.0,66213858.0,1415485.0,46778197.0,Europe,9.0,538.0,1.0,,,1531.0
11.0,Colombia,4981532,,126865.0,,4825265.0,,29402.0,342.0,96572.0,2459.0,26267000.0,509214.0,51583433.0,South America,10.0,407.0,2.0,,,570.0
12.0,Italy,4717899,,131541.0,,4508789.0,,77569.0,349.0,78180.0,2180.0,97724420.0,1619379.0,60346834.0,Europe,13.0,459.0,1.0,,,1285.0
13.0,Germany,4393221,,95454.0,,4155000.0,8000.0,142767.0,1336.0,52219.0,1135.0,73348901.0,871849.0,84130297.0,Europe,19.0,881.0,1.0,,,1697.0
14.0,Indonesia,4234758,,142952.0,,4073418.0,,18388.0,,15274.0,516.0,43408606.0,156563.0,277259685.0,Asia,65.0,1940.0,6.0,,,66.0
15.0,Mexico,3757056,1993.0,284381.0,60.0,3117254.0,3904.0,355421.0,4798.0,28749.0,2176.0,11070392.0,84712.0,130682551.0,North America,35.0,460.0,12.0,15.0,0.5,2720.0
16.0,Poland,2941126,1537.0,76115.0,3.0,2677537.0,1716.0,187474.0,296.0,77822.0,2014.0,21558454.0,570435.0,37792999.0,Europe,13.0,497.0,2.0,41.0,0.08,4961.0
17.0,South Africa,2916593,,88612.0,,2805186.0,,22795.0,546.0,48389.0,1470.0,18174247.0,301526.0,60274322.0,Africa,21.0,680.0,3.0,,,378.0
18.0,Philippines,2727286,6943.0,40761.0,86.0,2617693.0,19687.0,68832.0,3194.0,24468.0,366.0,22204345.0,199206.0,111464326.0,Asia,41.0,2735.0,5.0,62.0,0.8,618.0
