#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,113219701,1597.0,1517310.0,10.0,106617144.0,12495.0,5085247.0,9608.0,,,,,,North America,,,,,,
,Asia,180170778,297501.0,1460657.0,350.0,171336048.0,320857.0,7374073.0,13244.0,,,,,,Asia,,,,,,
,Europe,219851924,259.0,1895352.0,5.0,212917601.0,147788.0,5038971.0,9405.0,,,,,,Europe,,,,,,
,South America,63312375,698.0,1322899.0,3.0,61100963.0,20923.0,888513.0,10550.0,,,,,,South America,,,,,,
,Oceania,12004957,14383.0,18747.0,18.0,11703626.0,3416.0,282584.0,169.0,,,,,,Australia/Oceania,,,,,,
,Africa,12588262,,257285.0,,11928624.0,,402353.0,961.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,601148718,314438.0,6472265.0,386.0,575604712.0,505479.0,19071741.0,43937.0,77122.0,830.3,,,,All,,,,,,
1.0,USA,95345858,,1065569.0,,90782008.0,,3498281.0,4228.0,,,1096185611.0,,,North America,,,,,,
2.0,India,44348960,,527368.0,,43723944.0,,97648.0,698.0,31477.0,374.0,882495963.0,626355.0,1408940023.0,Asia,32.0,2672.0,2.0,,,69.0
3.0,France,34354612,,153501.0,,33713323.0,,487788.0,869.0,523846.0,2341.0,271490188.0,4139740.0,65581458.0,Europe,2.0,427.0,0.0,,,7438.0
4.0,Brazil,34284864,,682587.0,,33175714.0,,426563.0,8318.0,158887.0,3163.0,63776166.0,295559.0,215781581.0,South America,6.0,316.0,3.0,,,1977.0
5.0,Germany,31808179,,146504.0,,30733200.0,99400.0,928475.0,1406.0,377075.0,1737.0,122332384.0,1450206.0,84355156.0,Europe,3.0,576.0,1.0,,,11007.0
6.0,UK,23460787,,187018.0,,23116767.0,13128.0,157002.0,146.0,341763.0,2724.0,522526476.0,7611852.0,68646428.0,Europe,3.0,367.0,0.0,,,2287.0
7.0,S. Korea,22299377,59046.0,26109.0,65.0,20134110.0,107785.0,2139158.0,551.0,434150.0,508.0,15804065.0,307692.0,51363251.0,Asia,2.0,1967.0,3.0,1150.0,1.0,41648.0
8.0,Italy,21650468,,174722.0,,20696936.0,,778810.0,262.0,359211.0,2899.0,240954848.0,3997770.0,60272312.0,Europe,3.0,345.0,0.0,,,12922.0
9.0,Russia,19117343,,383560.0,,18284586.0,,449197.0,2300.0,130880.0,2626.0,273400000.0,1871733.0,146067865.0,Europe,8.0,381.0,1.0,,,3075.0
10.0,Japan,17139528,217875.0,37008.0,228.0,15059756.0,184683.0,2042764.0,640.0,136406.0,295.0,68716429.0,546882.0,125651220.0,Asia,7.0,3395.0,2.0,1734.0,2.0,16257.0
