#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,121371728,,1578934.0,,116195929.0,2111.0,3596865.0,9678.0,,,,,,North America,,,,,,
,Asia,207085659,203588.0,1512145.0,392.0,193558128.0,118961.0,12015386.0,12136.0,,,,,,Asia,,,,,,
,Europe,242982298,447.0,1981758.0,7.0,237170378.0,31920.0,3830162.0,7558.0,,,,,,Europe,,,,,,
,South America,66878961,2070.0,1341972.0,,64331893.0,8667.0,1205096.0,10336.0,,,,,,South America,,,,,,
,Oceania,13628060,1989.0,23386.0,23.0,13343528.0,21.0,261146.0,174.0,,,,,,Australia/Oceania,,,,,,
,Africa,12741465,,258344.0,,12038637.0,,444484.0,843.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,664688892,208094.0,6696554.0,422.0,636639199.0,161680.0,21353139.0,40725.0,85273.0,859.1,,,,All,,,,,,
1.0,USA,102510478,,1117956.0,,99486667.0,,1905855.0,4495.0,306179.0,3339.0,1151998646.0,3440802.0,334805269.0,North America,3.0,299.0,0.0,,,5692.0
2.0,India,44679413,,530702.0,,44144029.0,,4682.0,698.0,31763.0,377.0,910365101.0,647195.0,1406631776.0,Asia,31.0,2651.0,2.0,,,3.0
3.0,France,39294181,,161962.0,,38296459.0,,835760.0,869.0,599138.0,2470.0,271490188.0,4139547.0,65584518.0,Europe,2.0,405.0,0.0,,,12743.0
4.0,Germany,37369865,,161465.0,,36615400.0,11200.0,593000.0,1406.0,445497.0,1925.0,122332384.0,1458359.0,83883596.0,Europe,2.0,520.0,1.0,,,7069.0
5.0,Brazil,36343686,,693904.0,,34938186.0,,711596.0,8318.0,168763.0,3222.0,63776166.0,296146.0,215353593.0,South America,6.0,310.0,3.0,,,3304.0
6.0,Japan,29212535,107465.0,57266.0,292.0,21105754.0,15111.0,8049515.0,588.0,232612.0,456.0,86237109.0,686684.0,125584838.0,Asia,4.0,2193.0,1.0,856.0,2.0,64096.0
7.0,S. Korea,29059273,62926.0,32156.0,61.0,27808906.0,86784.0,1218211.0,557.0,566128.0,626.0,15804065.0,307892.0,51329899.0,Asia,2.0,1596.0,3.0,1226.0,1.0,23733.0
8.0,Italy,25143705,,184642.0,,24541402.0,,417661.0,314.0,417234.0,3064.0,262558741.0,4356898.0,60262770.0,Europe,2.0,326.0,0.0,,,6931.0
9.0,UK,24135084,,198937.0,,23840463.0,2736.0,95684.0,146.0,352348.0,2904.0,522526476.0,7628357.0,68497907.0,Europe,3.0,344.0,0.0,,,1397.0
10.0,Russia,21792982,,393654.0,,21200287.0,,199041.0,2300.0,149466.0,2700.0,273400000.0,1875095.0,145805947.0,Europe,7.0,370.0,1.0,,,1365.0
11.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,1902052.0,85561976.0,Asia,5.0,843.0,1.0,,,1819.0
