#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,113433337,8548.0,1518300.0,71.0,106884506.0,14215.0,5030531.0,9635.0,,,,,,North America,,,,,,
,Asia,180988290,365511.0,1461915.0,428.0,172095354.0,302270.0,7431021.0,13160.0,,,,,,Asia,,,,,,
,Europe,220209994,2214.0,1896686.0,1.0,213534521.0,104229.0,4778787.0,9341.0,,,,,,Europe,,,,,,
,South America,63358842,1338.0,1323357.0,2.0,61184418.0,8146.0,851067.0,10548.0,,,,,,South America,,,,,,
,Oceania,12039040,19219.0,18943.0,65.0,11751581.0,4662.0,268516.0,158.0,,,,,,Australia/Oceania,,,,,,
,Africa,12590831,,257292.0,,11930549.0,,402990.0,961.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,602621055,396830.0,6476508.0,567.0,577381635.0,433522.0,18762912.0,43803.0,77311.0,830.9,,,,All,,,,,,
1.0,USA,95537994,,1066416.0,,91007107.0,,3464471.0,4255.0,,,1096940653.0,,,North America,,,,,,
2.0,India,44368195,,527452.0,,43744301.0,,96442.0,698.0,31489.0,374.0,883116790.0,626762.0,1409014104.0,Asia,32.0,2671.0,2.0,,,68.0
3.0,France,34387612,,153705.0,,33806426.0,,427481.0,869.0,524343.0,2344.0,271490188.0,4139690.0,65582245.0,Europe,2.0,427.0,0.0,,,6518.0
4.0,Brazil,34311323,,682941.0,,33219643.0,,408739.0,8318.0,159003.0,3165.0,63776166.0,295548.0,215789825.0,South America,6.0,316.0,3.0,,,1894.0
5.0,Germany,31921578,,146797.0,,30910400.0,80200.0,864381.0,1406.0,378412.0,1740.0,122332384.0,1450181.0,84356616.0,Europe,3.0,575.0,1.0,,,10247.0
6.0,UK,23460787,,187018.0,,23138681.0,10379.0,135088.0,146.0,341753.0,2724.0,522526476.0,7611637.0,68648373.0,Europe,3.0,367.0,0.0,,,1968.0
7.0,S. Korea,22588640,139165.0,26224.0,63.0,20357460.0,110558.0,2204956.0,573.0,439780.0,511.0,15804065.0,307691.0,51363492.0,Asia,2.0,1959.0,3.0,2709.0,1.0,42928.0
8.0,Italy,21696242,,174931.0,,20769220.0,,752091.0,254.0,359973.0,2902.0,241225797.0,4002298.0,60271828.0,Europe,3.0,345.0,0.0,,,12478.0
9.0,Russia,19181371,,383686.0,,18337736.0,,459949.0,2300.0,131318.0,2627.0,273400000.0,1871728.0,146068206.0,Europe,8.0,381.0,1.0,,,3149.0
10.0,Japan,17519248,194223.0,37594.0,317.0,15418989.0,163484.0,2062665.0,636.0,139430.0,299.0,69285082.0,551417.0,125649114.0,Asia,7.0,3342.0,2.0,1546.0,3.0,16416.0
11.0,Turkey,16671848,,100400.0,,,,,975.0,193231.0,1164.0,162743369.0,1886233.0,86279549.0,Asia,5.0,859.0,1.0,,,2888.0
12.0,Spain,13323784,,112246.0,,13092617.0,,118921.0,339.0,284736.0,2399.0,471036328.0,10066280.0,46793484.0,Europe,4.0,417.0,0.0,,,2541.0
13.0,Vietnam,11389268,,43106.0,,10090048.0,,1256114.0,119.0,114798.0,434.0,85826548.0,865090.0,99211160.0,Asia,9.0,2302.0,1.0,,,12661.0
