#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,41766926,17432.0,932620.0,451.0,34915660.0,361.0,5918646.0,13655.0,,,,,,North America,,,,,,
,Asia,59870667,35890.0,859869.0,271.0,56388074.0,26451.0,2622724.0,30982.0,,,,,,Asia,,,,,,
,South America,34879776,967.0,1071904.0,30.0,32387685.0,1561.0,1420187.0,26765.0,,,,,,South America,,,,,,
,Europe,50397680,3029.0,1123873.0,23.0,46367256.0,1948.0,2906551.0,6708.0,,,,,,Europe,,,,,,
,Africa,6422404,,162034.0,,5609827.0,,650543.0,4332.0,,,,,,Africa,,,,,,
,Oceania,94227,182.0,1448.0,1.0,73870.0,2.0,18909.0,65.0,,,,,,Australia/Oceania,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,193432401,57500.0,4151763.0,776.0,175743078.0,30323.0,13537560.0,82507.0,24816.0,532.6,,,,All,,,,,,
1.0,USA,35213594,,626172.0,,29478173.0,,5109249.0,6607.0,105730.0,1880.0,520411488.0,1562559.0,333050797.0,North America,9.0,532.0,1.0,,,15341.0
2.0,India,31293062,1358.0,419502.0,,30468079.0,7775.0,405481.0,8944.0,22443.0,301.0,452939545.0,324849.0,1394309103.0,Asia,45.0,3324.0,3.0,1.0,,291.0
3.0,Brazil,19524092,,547134.0,,18259711.0,,717247.0,8318.0,91169.0,2555.0,54786381.0,255828.0,214153392.0,South America,11.0,391.0,4.0,,,3349.0
4.0,Russia,6054711,,151501.0,,5427457.0,,475753.0,2300.0,41470.0,1038.0,160800000.0,1101366.0,146000561.0,Europe,24.0,964.0,1.0,,,3259.0
5.0,France,5933510,,111565.0,,5669083.0,,152862.0,868.0,90690.0,1705.0,99605085.0,1522408.0,65426028.0,Europe,11.0,586.0,1.0,,,2336.0
6.0,UK,5602321,,128980.0,,4427533.0,,1045808.0,647.0,82070.0,1889.0,236677745.0,3467178.0,68262351.0,Europe,12.0,529.0,0.0,,,15320.0
7.0,Turkey,5563903,,50761.0,,5405339.0,,107803.0,543.0,65231.0,595.0,65698849.0,770248.0,85295702.0,Asia,15.0,1680.0,1.0,,,1264.0
8.0,Argentina,4812351,,103074.0,,4447953.0,,261324.0,4532.0,105457.0,2259.0,18608333.0,407782.0,45633094.0,South America,9.0,443.0,2.0,,,5727.0
9.0,Colombia,4692570,,117836.0,,4449027.0,,125707.0,8155.0,91198.0,2290.0,21876392.0,425159.0,51454592.0,South America,11.0,437.0,2.0,,,2443.0
10.0,Italy,4302393,,127920.0,,4119607.0,,54866.0,158.0,71270.0,2119.0,75555223.0,1251580.0,60367884.0,Europe,14.0,472.0,1.0,,,909.0
11.0,Spain,4249258,,81194.0,,3681125.0,,486939.0,1240.0,90847.0,1736.0,55184196.0,1179807.0,46773907.0,Europe,11.0,576.0,1.0,,,10410.0
12.0,Germany,3758406,,91990.0,,3643300.0,700.0,23116.0,354.0,44707.0,1094.0,65845568.0,783253.0,84066782.0,Europe,22.0,914.0,1.0,,,275.0
13.0,Iran,3623840,,88063.0,,3204136.0,,331641.0,4628.0,42570.0,1035.0,25332080.0,297585.0,85125665.0,Asia,23.0,967.0,3.0,,,3896.0
14.0,Indonesia,3033339,,79032.0,,2392923.0,,561384.0,,10968.0,286.0,24135057.0,87265.0,276572580.0,Asia,91.0,3500.0,11.0,,,2030.0
