#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,116799138,,1543348.0,,111880960.0,5260.0,3374830.0,7947.0,,,,,,North America,,,,,,
,Asia,190771111,91332.0,1481951.0,191.0,184927480.0,97714.0,4361680.0,10579.0,,,,,,Asia,,,,,,
,Europe,229354615,24697.0,1925045.0,122.0,222132723.0,80464.0,5296847.0,9993.0,,,,,,Europe,,,,,,
,South America,64182083,53.0,1330704.0,,62477104.0,2091.0,374275.0,10209.0,,,,,,South America,,,,,,
,Oceania,12441035,1202.0,21154.0,11.0,12292482.0,,127399.0,95.0,,,,,,Australia/Oceania,,,,,,
,Africa,12653418,,257672.0,,11995142.0,,400604.0,1015.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,626202121,117284.0,6559889.0,324.0,605706597.0,185529.0,13935635.0,39838.0,80336.0,841.6,,,,All,,,,,,
1.0,USA,98523168,,1087655.0,,95594312.0,,1841201.0,2753.0,294007.0,3246.0,1121814023.0,3347646.0,335105358.0,North America,3.0,308.0,0.0,,,5494.0
2.0,India,44609257,,528778.0,,44051228.0,,29251.0,698.0,31622.0,375.0,896268264.0,635344.0,1410680918.0,Asia,32.0,2668.0,2.0,,,21.0
3.0,France,35766357,,155422.0,,34737825.0,,873110.0,869.0,545219.0,2369.0,271490188.0,4138573.0,65599952.0,Europe,2.0,422.0,0.0,,,13310.0
4.0,Brazil,34757257,,686849.0,,33905120.0,,165288.0,8318.0,160932.0,3180.0,63776166.0,295294.0,215975315.0,South America,6.0,314.0,3.0,,,765.0
5.0,Germany,33948632,,150535.0,,32565500.0,15500.0,1232597.0,1406.0,402285.0,1784.0,122332384.0,1449617.0,84389469.0,Europe,2.0,561.0,1.0,,,14606.0
6.0,S. Korea,24953135,19379.0,28646.0,32.0,24433123.0,47823.0,491366.0,287.0,485763.0,558.0,15804065.0,307658.0,51368899.0,Asia,2.0,1793.0,3.0,377.0,0.6,9565.0
7.0,UK,23735273,,190888.0,,23379494.0,3257.0,164891.0,146.0,345531.0,2779.0,522526476.0,7606788.0,68692129.0,Europe,3.0,360.0,0.0,,,2400.0
8.0,Italy,22737577,,177418.0,,22034204.0,,525955.0,198.0,377319.0,2944.0,248179393.0,4118412.0,60260940.0,Europe,3.0,340.0,0.0,,,8728.0
9.0,Japan,21516523,26785.0,45404.0,83.0,20425937.0,9878.0,1045182.0,153.0,171308.0,361.0,76201407.0,606691.0,125601720.0,Asia,6.0,2766.0,2.0,213.0,0.7,8321.0
10.0,Russia,21184513,20571.0,388097.0,106.0,20385431.0,38289.0,410985.0,2300.0,145024.0,2657.0,273400000.0,1871630.0,146075873.0,Europe,7.0,376.0,1.0,141.0,0.7,2814.0
11.0,Turkey,16873793,,101139.0,,16772654.0,,0.0,975.0,195319.0,1171.0,162743369.0,1883799.0,86391068.0,Asia,5.0,854.0,1.0,,,
12.0,Spain,13441941,,114468.0,,13242579.0,,84894.0,339.0,287247.0,2446.0,471036328.0,10065803.0,46795703.0,Europe,3.0,409.0,0.0,,,1814.0
13.0,Vietnam,11485361,,43152.0,,10595796.0,,846413.0,73.0,115641.0,434.0,85826548.0,864153.0,99318732.0,Asia,9.0,2302.0,1.0,,,8522.0
14.0,Australia,10275681,1202.0,15369.0,11.0,10216900.0,,43412.0,40.0,392668.0,587.0,78835048.0,3012549.0,26168883.0,Australia/Oceania,3.0,1703.0,0.0,46.0,0.4,1659.0
15.0,Argentina,9711355,,129937.0,,9571354.0,882.0,10064.0,284.0,210506.0,2817.0,35716069.0,774190.0,46133450.0,South America,5.0,355.0,1.0,,,218.0
16.0,Netherlands,8441351,,22663.0,,8371752.0,1462.0,46936.0,47.0,490190.0,1316.0,21107399.0,1225709.0,17220560.0,Europe,2.0,760.0,1.0,,,2726.0
17.0,Iran,7551022,,144471.0,,7327349.0,,79202.0,128.0,87372.0,1672.0,54095556.0,625933.0,86423935.0,Asia,11.0,598.0,2.0,,,916.0
18.0,Mexico,7090965,,330139.0,,6361847.0,,398979.0,4798.0,53721.0,2501.0,18442240.0,139719.0,131995637.0,North America,19.0,400.0,7.0,,,3023.0
19.0,Taiwan,6826989,44534.0,11465.0,76.0,5959022.0,39490.0,856502.0,,285478.0,479.0,26573709.0,1111210.0,23914200.0,Asia,4.0,2086.0,1.0,1862.0,3.0,35816.0
20.0,Indonesia,6442624,,158192.0,,6267721.0,,16711.0,2771.0,23004.0,565.0,108849019.0,388659.0,280063389.0,Asia,43.0,1770.0,3.0,,,60.0
21.0,Poland,6310973,,117743.0,,5335940.0,,857290.0,3650.0,167165.0,3119.0,37437787.0,991652.0,37752948.0,Europe,6.0,321.0,1.0,,,22708.0
22.0,Colombia,6308087,,141807.0,,6135815.0,,30465.0,342.0,121055.0,2721.0,36615681.0,702673.0,52109167.0,South America,8.0,367.0,1.0,,,585.0
23.0,Portugal,5501103,,25075.0,,5413157.0,2529.0,62871.0,61.0,543075.0,2475.0,45059939.0,4448371.0,10129538.0,Europe,2.0,404.0,0.0,,,6207.0
24.0,Austria,5226219,,20809.0,,5066128.0,,139282.0,47.0,572889.0,2281.0,198290154.0,21736226.0,9122566.0,Europe,2.0,438.0,0.0,,,15268.0
25.0,Ukraine,5177217,,109206.0,,5008151.0,5240.0,59860.0,177.0,120009.0,2531.0,19521252.0,452506.0,43140295.0,Europe,8.0,395.0,2.0,,,1388.0
26.0,Greece,4975067,,33200.0,,4886992.0,6426.0,54875.0,115.0,482639.0,3221.0,94835870.0,9200179.0,10308046.0,Europe,2.0,310.0,0.0,,,5324.0
27.0,Malaysia,4850108,,36391.0,,4790116.0,,23601.0,48.0,145633.0,1093.0,64733491.0,1943733.0,33303701.0,Asia,7.0,915.0,1.0,,,709.0
28.0,DPRK,4772813,,74.0,,4772739.0,,0.0,,183329.0,3.0,,,26034186.0,Asia,5.0,351813.0,,,,
29.0,Thailand,4682132,,32771.0,,4642894.0,,6467.0,1496.0,66701.0,467.0,17270775.0,246037.0,70195838.0,Asia,15.0,2142.0,4.0,,,92.0
30.0,Israel,4667287,,11710.0,,4649052.0,,6525.0,101.0,500460.0,1256.0,41373364.0,4436346.0,9326000.0,Asia,2.0,796.0,0.0,,,700.0
31.0,Chile,4645610,,61290.0,,4570715.0,,13605.0,98.0,238393.0,3145.0,45388102.0,2329124.0,19487195.0,South America,4.0,318.0,0.0,,,698.0
32.0,Belgium,4566207,,32716.0,,4462999.0,,70492.0,64.0,390153.0,2795.0,35696987.0,3050077.0,11703636.0,Europe,3.0,358.0,0.0,,,6023.0
33.0,Canada,4270891,,45394.0,,4155117.0,5260.0,70380.0,99.0,110960.0,1179.0,65257508.0,1695426.0,38490326.0,North America,9.0,848.0,1.0,,,1829.0
34.0,Peru,4148161,,216700.0,,3924576.0,339.0,6885.0,124.0,121967.0,6372.0,35324813.0,1038645.0,34010477.0,South America,8.0,157.0,1.0,,,202.0
35.0,Czechia,4126351,2865.0,41225.0,12.0,4060939.0,3992.0,24187.0,49.0,383708.0,3833.0,56313700.0,5236593.0,10753882.0,Europe,3.0,261.0,0.0,266.0,1.0,2249.0
36.0,Switzerland,4109154,,14192.0,,4029598.0,2382.0,65364.0,50.0,467071.0,1613.0,22389180.0,2544887.0,8797710.0,Europe,2.0,620.0,0.0,,,7430.0
37.0,South Africa,4020788,,102194.0,,3912506.0,,6088.0,192.0,65915.0,1675.0,26174429.0,429092.0,60999558.0,Africa,15.0,597.0,2.0,,,100.0
38.0,Philippines,3963666,,63191.0,,3873346.0,,27129.0,612.0,35114.0,560.0,32938688.0,291805.0,112879133.0,Asia,28.0,1786.0,3.0,,,240.0
39.0,Romania,3274607,,67072.0,,3192256.0,,15279.0,112.0,172822.0,3540.0,25198824.0,1329905.0,18947838.0,Europe,6.0,282.0,1.0,,,806.0
40.0,Denmark,3118314,,7121.0,,3098467.0,,12726.0,,534113.0,1220.0,128462903.0,22003455.0,5838306.0,Europe,2.0,820.0,0.0,,,2180.0
41.0,Sweden,2601153,,20243.0,,2553316.0,934.0,27594.0,17.0,253979.0,1977.0,18989183.0,1854118.0,10241625.0,Europe,4.0,506.0,1.0,,,2694.0
42.0,Iraq,2460572,,25356.0,,2434378.0,,838.0,21.0,58219.0,600.0,19239264.0,455217.0,42263901.0,Asia,17.0,1667.0,2.0,,,20.0
43.0,Serbia,2375224,,17066.0,,2319302.0,,38856.0,25.0,274343.0,1971.0,11124513.0,1284903.0,8657864.0,Europe,4.0,507.0,1.0,,,4488.0
44.0,Hungary,2107907,,47576.0,,2025292.0,,35039.0,32.0,219461.0,4953.0,11394556.0,1186324.0,9604930.0,Europe,5.0,202.0,1.0,,,3648.0
45.0,Bangladesh,2029015,,29380.0,,1968654.0,,30981.0,1331.0,12049.0,174.0,14908202.0,88529.0,168399169.0,Asia,83.0,5732.0,11.0,,,184.0
46.0,Singapore,1942204,,1628.0,,1851845.0,,88731.0,13.0,326182.0,273.0,24548641.0,4122798.0,5954364.0,Asia,3.0,3657.0,0.0,,,14902.0
47.0,Slovakia,1847006,477.0,20475.0,3.0,1820835.0,403.0,5696.0,42.0,337932.0,3746.0,7309536.0,1337367.0,5465618.0,Europe,3.0,267.0,1.0,87.0,0.5,1042.0
48.0,Hong Kong,1792024,,10202.0,,1541187.0,,240635.0,12.0,234727.0,1336.0,54352132.0,7119286.0,7634492.0,Asia,4.0,748.0,0.0,,,31519.0
49.0,New Zealand,1789425,,2992.0,,1777436.0,,8997.0,,357735.0,598.0,7544063.0,1508179.0,5002100.0,Australia/Oceania,3.0,1672.0,1.0,,,1799.0
50.0,Georgia,1780691,,16900.0,,1637293.0,,126498.0,,448326.0,4255.0,16920079.0,4259982.0,3971866.0,Asia,2.0,235.0,0.0,,,31849.0
51.0,Jordan,1746997,,14122.0,,1731007.0,,1868.0,59.0,167463.0,1354.0,17201885.0,1648929.0,10432154.0,Asia,6.0,739.0,1.0,,,179.0
52.0,Ireland,1666048,,7922.0,,1650851.0,,7275.0,7.0,329096.0,1565.0,12727184.0,2514011.0,5062502.0,Europe,3.0,639.0,0.0,,,1437.0
53.0,Pakistan,1572972,51.0,30620.0,,1538689.0,,3663.0,38.0,6821.0,133.0,30570862.0,132575.0,230592582.0,Asia,147.0,7531.0,8.0,0.2,,16.0
54.0,Norway,1462908,,4121.0,,1457623.0,,1164.0,20.0,265160.0,747.0,11002430.0,1994249.0,5517079.0,Europe,4.0,1339.0,1.0,,,211.0
55.0,Kazakhstan,1393935,51.0,13692.0,,1379226.0,,1017.0,24.0,72282.0,710.0,11575012.0,600222.0,19284557.0,Asia,14.0,1408.0,2.0,3.0,,53.0
56.0,Finland,1312634,,6149.0,,1275545.0,,30940.0,21.0,236078.0,1106.0,11545824.0,2076522.0,5560173.0,Europe,4.0,904.0,0.0,,,5565.0
57.0,Morocco,1265072,,16278.0,,1248641.0,,153.0,293.0,33379.0,430.0,12600064.0,332457.0,37899809.0,Africa,30.0,2328.0,3.0,,,4.0
58.0,Bulgaria,1264327,,37745.0,,1216130.0,,10452.0,50.0,185105.0,5526.0,10598108.0,1551628.0,6830314.0,Europe,5.0,181.0,1.0,,,1530.0
59.0,Lithuania,1256823,784.0,9340.0,1.0,1226180.0,124.0,21303.0,7.0,476692.0,3543.0,10189474.0,3864698.0,2636551.0,Europe,2.0,282.0,0.0,297.0,0.4,8080.0
