#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,120466623,,1572859.0,,115403564.0,2239.0,3490200.0,9320.0,,,,,,North America,,,,,,
,Asia,203057901,85024.0,1504731.0,97.0,192077639.0,87298.0,9475531.0,9749.0,,,,,,Asia,,,,,,
,Europe,241357373,8322.0,1972544.0,60.0,235085572.0,34529.0,4299257.0,7776.0,,,,,,Europe,,,,,,
,South America,66086867,,1338781.0,,63691000.0,9203.0,1057086.0,10187.0,,,,,,South America,,,,,,
,Oceania,13390878,3381.0,22884.0,19.0,12824925.0,2.0,543069.0,148.0,,,,,,Australia/Oceania,,,,,,
,Africa,12730828,,258284.0,,12028124.0,,444420.0,844.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,657091191,96727.0,6670098.0,176.0,631111530.0,133271.0,19309563.0,38024.0,84299.0,855.7,,,,All,,,,,,
1.0,USA,101743845,,1112944.0,,98803214.0,,1827687.0,4137.0,303890.0,3324.0,1146933842.0,3425674.0,334805269.0,North America,3.0,301.0,0.0,,,5459.0
2.0,India,44676911,,530667.0,,44141501.0,,4743.0,698.0,31762.0,377.0,908641514.0,645970.0,1406631776.0,Asia,31.0,2651.0,2.0,,,3.0
3.0,France,38801884,,160359.0,,37479265.0,,1162260.0,869.0,591632.0,2445.0,271490188.0,4139547.0,65584518.0,Europe,2.0,409.0,0.0,,,17722.0
4.0,Germany,36980882,,159884.0,,36229900.0,8900.0,591098.0,1406.0,440860.0,1906.0,122332384.0,1458359.0,83883596.0,Europe,2.0,525.0,1.0,,,7047.0
5.0,Brazil,35874528,,691776.0,,34542868.0,,639884.0,8318.0,166584.0,3212.0,63776166.0,296146.0,215353593.0,South America,6.0,311.0,3.0,,,2971.0
6.0,S. Korea,28129431,66752.0,31353.0,55.0,27000021.0,71410.0,1098057.0,468.0,548013.0,611.0,15804065.0,307892.0,51329899.0,Asia,2.0,1637.0,3.0,1300.0,1.0,21392.0
7.0,Japan,26821853,,52823.0,,20888050.0,,5880980.0,491.0,213576.0,421.0,83692489.0,666422.0,125584838.0,Asia,5.0,2377.0,2.0,,,46829.0
8.0,Italy,24884034,,183138.0,,24215242.0,,485654.0,321.0,412925.0,3039.0,260732261.0,4326589.0,60262770.0,Europe,2.0,329.0,0.0,,,8059.0
9.0,UK,24053576,,197723.0,,23792393.0,2424.0,63460.0,146.0,351158.0,2887.0,522526476.0,7628357.0,68497907.0,Europe,3.0,346.0,0.0,,,926.0
10.0,Russia,21708852,7531.0,392949.0,58.0,21103330.0,7269.0,212573.0,2300.0,148889.0,2695.0,273400000.0,1875095.0,145805947.0,Europe,7.0,371.0,1.0,52.0,0.4,1458.0
11.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,1902052.0,85561976.0,Asia,5.0,843.0,1.0,,,1819.0
12.0,Spain,13651239,,116658.0,,13444388.0,,90193.0,339.0,292198.0,2497.0,471036328.0,10082298.0,46719142.0,Europe,3.0,400.0,0.0,,,1931.0
13.0,Vietnam,11522431,,43179.0,,10610122.0,,869130.0,48.0,116443.0,436.0,85826548.0,867342.0,98953541.0,Asia,9.0,2292.0,1.0,,,8783.0
