#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,122288803,,1585439.0,,116930012.0,2361.0,3773352.0,10089.0,,,,,,North America,,,,,,
,Asia,210187692,252549.0,1518810.0,613.0,194988141.0,85245.0,13680741.0,19768.0,,,,,,Asia,,,,,,
,Europe,243763157,,1990903.0,,238669876.0,44286.0,3102378.0,7279.0,,,,,,Europe,,,,,,
,South America,67327811,,1343980.0,,65099429.0,15906.0,884402.0,10317.0,,,,,,South America,,,,,,
,Oceania,13759161,1155.0,23861.0,31.0,13473225.0,26.0,262075.0,138.0,,,,,,Australia/Oceania,,,,,,
,Africa,12751440,,258391.0,,12045580.0,,447469.0,838.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,670078785,253704.0,6721399.0,644.0,641206969.0,147824.0,22150417.0,48429.0,85965.0,862.3,,,,All,,,,,,
1.0,USA,103308876,,1123466.0,,100108541.0,,2076869.0,4906.0,308564.0,3356.0,1156296724.0,3453640.0,334805269.0,North America,3.0,298.0,0.0,,,6203.0
2.0,India,44681693,,530722.0,,44147322.0,,3649.0,698.0,31765.0,377.0,912362106.0,648615.0,1406631776.0,Asia,31.0,2650.0,2.0,,,3.0
3.0,France,39428779,,163193.0,,38912054.0,,353532.0,869.0,601190.0,2488.0,271490188.0,4139547.0,65584518.0,Europe,2.0,402.0,0.0,,,5390.0
4.0,Germany,37581570,,163425.0,,36980300.0,33700.0,437845.0,1281.0,448020.0,1948.0,122332384.0,1458359.0,83883596.0,Europe,2.0,513.0,1.0,,,5220.0
5.0,Brazil,36582164,,695127.0,,35452373.0,,434664.0,8318.0,169870.0,3228.0,63776166.0,296146.0,215353593.0,South America,6.0,310.0,3.0,,,2018.0
6.0,Japan,31032204,185472.0,61281.0,489.0,21286332.0,7917.0,9684591.0,697.0,247102.0,488.0,88389228.0,703821.0,125584838.0,Asia,4.0,2049.0,1.0,1477.0,4.0,77116.0
7.0,S. Korea,29698043,43953.0,32821.0,76.0,28626310.0,58372.0,1038912.0,510.0,578572.0,639.0,15804065.0,307892.0,51329899.0,Asia,2.0,1564.0,3.0,856.0,1.0,20240.0
8.0,Italy,25279682,,185417.0,,24688083.0,,406182.0,319.0,419491.0,3077.0,263414564.0,4371100.0,60262770.0,Europe,2.0,325.0,0.0,,,6740.0
9.0,UK,24210131,,201028.0,,23901439.0,6065.0,107664.0,146.0,353443.0,2935.0,522526476.0,7628357.0,68497907.0,Europe,3.0,341.0,0.0,,,1572.0
10.0,Russia,21836969,,394214.0,,21258733.0,,184022.0,2300.0,149767.0,2704.0,273400000.0,1875095.0,145805947.0,Europe,7.0,370.0,1.0,,,1262.0
11.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,1902052.0,85561976.0,Asia,5.0,843.0,1.0,,,1819.0
