#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,19112924,12399.0,449899.0,688.0,11582589.0,8099.0,7080436.0,32576.0,,,,,,North America,,,
,Asia,18990686,8554.0,310983.0,144.0,17157648.0,7925.0,1522055.0,28089.0,,,,,,Asia,,,
,South America,11925955,333.0,339339.0,1.0,10564562.0,206.0,1022054.0,16649.0,,,,,,South America,,,
,Europe,19672792,12831.0,454596.0,201.0,9153135.0,7689.0,10065061.0,26888.0,,,,,,Europe,,,
,Africa,2376805,,56082.0,,2014826.0,,305897.0,2587.0,,,,,,Africa,,,
,Oceania,46570,8.0,1034.0,,33212.0,8.0,12324.0,25.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,72126453,34125.0,1611948.0,1034.0,50506678.0,23927.0,20007827.0,106814.0,9253.0,206.8,,,,All,,,
1.0,USA,16549366,,305082.0,,9644325.0,,6599959.0,27523.0,49866.0,919.0,219505072.0,661408.0,331875677.0,North America,20.0,1088.0,2.0
2.0,India,9857380,,143055.0,,9357464.0,585.0,356861.0,8944.0,7112.0,103.0,153711833.0,110896.0,1386086156.0,Asia,141.0,9689.0,9.0
3.0,Brazil,6880595,,181143.0,,5969706.0,,729746.0,8318.0,32267.0,849.0,25700000.0,120522.0,213238308.0,South America,31.0,1177.0,8.0
4.0,Russia,2625848,,46453.0,,2085958.0,,493437.0,2300.0,17990.0,318.0,82100000.0,562472.0,145962734.0,Europe,56.0,3142.0,2.0
5.0,France,2365319,,57761.0,,175891.0,,2131667.0,2884.0,36201.0,884.0,28717663.0,439520.0,65338673.0,Europe,28.0,1131.0,2.0
6.0,UK,1830956,,64026.0,,,,,1275.0,26907.0,941.0,47141344.0,692781.0,68046489.0,Europe,37.0,1063.0,1.0
7.0,Italy,1825775,,64036.0,,1076891.0,,684848.0,3199.0,30217.0,1060.0,24063029.0,398252.0,60421597.0,Europe,33.0,944.0,3.0
8.0,Turkey,1809809,,16199.0,,1581565.0,,212045.0,5961.0,21356.0,191.0,20898517.0,246603.0,84745541.0,Asia,47.0,5232.0,4.0
9.0,Spain,1741439,,47624.0,,,,,2100.0,37240.0,1018.0,24101272.0,515392.0,46762960.0,Europe,27.0,982.0,2.0
10.0,Argentina,1494602,,40668.0,,1330160.0,,123774.0,3594.0,32934.0,896.0,4237401.0,93372.0,45381784.0,South America,30.0,1116.0,11.0
11.0,Colombia,1417072,,38866.0,,1310425.0,,67781.0,2376.0,27717.0,760.0,7029070.0,137486.0,51125823.0,South America,36.0,1315.0,7.0
12.0,Germany,1320592,,22171.0,,957500.0,,340921.0,4491.0,15739.0,264.0,30494036.0,363437.0,83904708.0,Europe,64.0,3784.0,3.0
13.0,Mexico,1241436,12057.0,113704.0,685.0,911965.0,7923.0,215767.0,3550.0,9583.0,878.0,3182316.0,24566.0,129539611.0,North America,104.0,1139.0,41.0
14.0,Poland,1126700,,22676.0,,840541.0,,263483.0,1765.0,29785.0,599.0,6653788.0,175896.0,37827861.0,Europe,34.0,1668.0,6.0
15.0,Iran,1100818,,51949.0,,800853.0,,248016.0,5739.0,13032.0,615.0,6657974.0,78817.0,84473593.0,Asia,77.0,1626.0,13.0
16.0,Peru,983045,,36609.0,,916335.0,,30101.0,1039.0,29630.0,1103.0,5248832.0,158207.0,33176991.0,South America,34.0,906.0,6.0
17.0,Ukraine,894215,9176.0,15154.0,156.0,501564.0,7563.0,377497.0,177.0,20503.0,347.0,4957299.0,113662.0,43614454.0,Europe,49.0,2878.0,9.0
18.0,South Africa,852965,,23106.0,,760118.0,,69741.0,546.0,14301.0,387.0,5819755.0,97576.0,59643060.0,Africa,70.0,2581.0,10.0
19.0,Indonesia,611631,,18653.0,,501376.0,,91602.0,,2226.0,68.0,6331331.0,23038.0,274819278.0,Asia,449.0,14733.0,43.0
20.0,Netherlands,603603,,10019.0,,,,,496.0,35191.0,584.0,5077285.0,296017.0,17151977.0,Europe,28.0,1712.0,3.0
21.0,Belgium,603159,,17792.0,,40789.0,,544578.0,646.0,51941.0,1532.0,6231437.0,536622.0,11612338.0,Europe,19.0,653.0,2.0
22.0,Czechia,579079,3655.0,9535.0,45.0,504666.0,126.0,64878.0,548.0,54029.0,890.0,3339753.0,311604.0,10717947.0,Europe,19.0,1124.0,3.0
23.0,Iraq,573622,,12565.0,,505669.0,,55388.0,193.0,14121.0,309.0,3867170.0,95198.0,40622450.0,Asia,71.0,3233.0,11.0
24.0,Chile,569781,,15846.0,,543083.0,,10852.0,651.0,29692.0,826.0,5727305.0,298455.0,19189836.0,South America,34.0,1211.0,3.0
25.0,Romania,551900,,13264.0,,451477.0,,87159.0,1288.0,28776.0,692.0,4413212.0,230102.0,19179387.0,Europe,35.0,1446.0,4.0
26.0,Bangladesh,489178,,7020.0,,417503.0,,64655.0,,2957.0,42.0,2956882.0,17874.0,165424778.0,Asia,338.0,23565.0,56.0
27.0,Canada,454852,,13350.0,,368474.0,,73028.0,596.0,12004.0,352.0,12485963.0,329526.0,37890626.0,North America,83.0,2838.0,3.0
28.0,Philippines,448331,,8730.0,,409433.0,,30168.0,1401.0,4067.0,79.0,6195558.0,56204.0,110232847.0,Asia,246.0,12627.0,18.0
29.0,Pakistan,438425,3369.0,8796.0,72.0,383000.0,1792.0,46629.0,2471.0,1968.0,39.0,6032390.0,27076.0,222798353.0,Asia,508.0,25330.0,37.0
30.0,Morocco,397597,,6589.0,,353098.0,,37910.0,1013.0,10715.0,178.0,4179619.0,112639.0,37106321.0,Africa,93.0,5632.0,9.0
31.0,Switzerland,373831,,5976.0,,291500.0,,76355.0,454.0,43053.0,688.0,3019837.0,347785.0,8683055.0,Europe,23.0,1453.0,3.0
32.0,Saudi Arabia,359749,,6036.0,,350347.0,,3366.0,517.0,10262.0,172.0,10349590.0,295233.0,35055661.0,Asia,97.0,5808.0,3.0
33.0,Israel,356015,229.0,2983.0,,335693.0,450.0,17339.0,321.0,38707.0,324.0,5605071.0,609406.0,9197590.0,Asia,26.0,3083.0,2.0
34.0,Portugal,344700,,5461.0,,268453.0,,70786.0,503.0,33850.0,536.0,4939014.0,485014.0,10183241.0,Europe,30.0,1865.0,2.0
35.0,Sweden,320098,,7514.0,,,,,258.0,31607.0,742.0,3718476.0,367163.0,10127581.0,Europe,32.0,1348.0,3.0
36.0,Austria,319822,,4415.0,,277883.0,,37524.0,591.0,35420.0,489.0,3386308.0,375027.0,9029515.0,Europe,28.0,2045.0,3.0
37.0,Hungary,276247,,6784.0,,79769.0,,189694.0,610.0,28629.0,703.0,2275935.0,235867.0,9649242.0,Europe,35.0,1422.0,4.0
38.0,Serbia,261437,,2275.0,,31536.0,,227626.0,318.0,29976.0,261.0,2016984.0,231268.0,8721414.0,Europe,33.0,3834.0,4.0
39.0,Jordan,257275,,3335.0,,213344.0,,40596.0,340.0,25104.0,325.0,2810294.0,274214.0,10248534.0,Asia,40.0,3073.0,4.0
40.0,Nepal,247593,,1689.0,,234231.0,,11673.0,,8430.0,58.0,1825860.0,62168.0,29369998.0,Asia,119.0,17389.0,16.0
41.0,Ecuador,201524,,13874.0,,174188.0,,13462.0,359.0,11345.0,781.0,688032.0,38735.0,17762573.0,South America,88.0,1280.0,26.0
