#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36659262,5810.0,834272.0,929.0,28364668.0,3354.0,7460322.0,16081.0,,,,,,North America,,,
,South America,22270149,1442.0,587870.0,16.0,19899341.0,985.0,1782938.0,21864.0,,,,,,South America,,,
,Asia,30644867,15120.0,444420.0,152.0,27422921.0,8697.0,2777526.0,27578.0,,,,,,Asia,,,
,Europe,41348753,36801.0,946390.0,760.0,29283220.0,31128.0,11119143.0,33014.0,,,,,,Europe,,,
,Africa,4366321,26.0,115490.0,,3906951.0,,343880.0,3529.0,,,,,,Africa,,,
,Oceania,59610,359.0,1151.0,,34672.0,9.0,23787.0,5.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,135349683,59558.0,2929608.0,1857.0,108912479.0,44173.0,23507596.0,102071.0,17364.0,375.8,,,,All,,,
1.0,USA,31802772,,574840.0,,24346766.0,,6881166.0,9078.0,95647.0,1729.0,416789330.0,1253501.0,332500290.0,North America,10.0,578.0,1.0
2.0,Brazil,13375414,,348934.0,,11791885.0,,1234595.0,8318.0,62582.0,1633.0,28600000.0,133817.0,213724704.0,South America,16.0,613.0,7.0
3.0,India,13205926,3143.0,168467.0,,11990859.0,2919.0,1046600.0,8944.0,9498.0,121.0,255214803.0,183547.0,1390456911.0,Asia,105.0,8254.0,5.0
4.0,France,4980501,,98395.0,,303639.0,,4578467.0,5729.0,76172.0,1505.0,68007540.0,1040108.0,65385105.0,Europe,13.0,665.0,1.0
5.0,Russia,4623984,,102247.0,,4248700.0,,273037.0,2300.0,31675.0,700.0,123000000.0,842565.0,145982840.0,Europe,32.0,1428.0,1.0
6.0,UK,4365461,,127040.0,,3957317.0,,281104.0,421.0,64046.0,1864.0,134289127.0,1970169.0,68161226.0,Europe,16.0,537.0,1.0
7.0,Turkey,3745657,,33454.0,,3268678.0,,443525.0,2658.0,44047.0,393.0,40994845.0,482077.0,85037969.0,Asia,23.0,2542.0,2.0
