#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,119527971,,1566193.0,,114852423.0,,3109355.0,8698.0,,,,,,North America,,,,,,
,Asia,200241486,98944.0,1500126.0,46.0,190968963.0,75616.0,7772397.0,9495.0,,,,,,Asia,,,,,,
,Europe,239353305,7937.0,1964546.0,66.0,233519068.0,67843.0,3869691.0,7713.0,,,,,,Europe,,,,,,
,South America,65433958,,1336628.0,,63260400.0,7663.0,836930.0,10192.0,,,,,,South America,,,,,,
,Oceania,13137404,4843.0,22419.0,20.0,12788653.0,,326332.0,150.0,,,,,,Australia/Oceania,,,,,,
,Africa,12714459,,258125.0,,12020480.0,,435854.0,842.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,650409304,111724.0,6648052.0,132.0,627410693.0,150858.0,16350559.0,37090.0,83441.0,852.9,,,,All,,,,,,
1.0,USA,100906111,,1106990.0,,98320554.0,,1478567.0,3515.0,301387.0,3306.0,1142806595.0,3413347.0,334805269.0,North America,3.0,302.0,0.0,,,4416.0
2.0,India,44674874,,530633.0,,44138805.0,,5436.0,698.0,31760.0,377.0,907369299.0,645065.0,1406631776.0,Asia,31.0,2651.0,2.0,,,4.0
3.0,France,38078565,,159245.0,,37022916.0,,896404.0,869.0,580603.0,2428.0,271490188.0,4139547.0,65584518.0,Europe,2.0,412.0,0.0,,,13668.0
4.0,Germany,36604648,,158386.0,,35953400.0,40400.0,492862.0,1406.0,436374.0,1888.0,122332384.0,1458359.0,83883596.0,Europe,2.0,530.0,1.0,,,5876.0
5.0,Brazil,35436031,,690298.0,,34262104.0,,483629.0,8318.0,164548.0,3205.0,63776166.0,296146.0,215353593.0,South America,6.0,312.0,3.0,,,2246.0
6.0,S. Korea,27408854,77604.0,30793.0,24.0,26431550.0,49378.0,946511.0,443.0,533974.0,600.0,15804065.0,307892.0,51329899.0,Asia,2.0,1667.0,3.0,1512.0,0.5,18440.0
7.0,Japan,25268073,,50461.0,,20766771.0,,4450841.0,348.0,201203.0,402.0,82540464.0,657249.0,125584838.0,Asia,5.0,2489.0,2.0,,,35441.0
8.0,Italy,24488080,,181733.0,,23799178.0,,507169.0,320.0,406355.0,3016.0,258382332.0,4287595.0,60262770.0,Europe,2.0,332.0,0.0,,,8416.0
9.0,UK,24024746,,197253.0,,23758420.0,3819.0,69073.0,146.0,350737.0,2880.0,522526476.0,7628357.0,68497907.0,Europe,3.0,347.0,0.0,,,1008.0
10.0,Russia,21628829,5561.0,392342.0,59.0,21030317.0,6690.0,206170.0,2300.0,148340.0,2691.0,273400000.0,1875095.0,145805947.0,Europe,7.0,372.0,1.0,38.0,0.4,1414.0
11.0,Turkey,17005537,,101400.0,,,,,,198751.0,1185.0,162743369.0,1902052.0,85561976.0,Asia,5.0,844.0,1.0,,,1385.0
12.0,Spain,13614807,,116108.0,,13403322.0,,95377.0,339.0,291418.0,2485.0,471036328.0,10082298.0,46719142.0,Europe,3.0,402.0,0.0,,,2041.0
13.0,Vietnam,11518149,,43177.0,,10608988.0,,865984.0,51.0,116400.0,436.0,85826548.0,867342.0,98953541.0,Asia,9.0,2292.0,1.0,,,8751.0
14.0,Australia,10759272,4843.0,16264.0,20.0,10546102.0,,196906.0,95.0,412726.0,624.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,2.0,1603.0,0.0,186.0,0.8,7553.0
15.0,Argentina,9739856,,130034.0,,9591684.0,1486.0,18138.0,241.0,211689.0,2826.0,35716069.0,776264.0,46010234.0,South America,5.0,354.0,1.0,,,394.0
16.0,Netherlands,8544770,,22920.0,,8499904.0,1095.0,21946.0,34.0,496459.0,1332.0,25984435.0,1509718.0,17211447.0,Europe,2.0,751.0,1.0,,,1275.0
