#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,26681076,15535.0,563518.0,1333.0,16377199.0,8073.0,9740359.0,35186.0,,,,,,North America,,,
,Asia,21647817,8799.0,350947.0,113.0,20104481.0,7530.0,1192389.0,24499.0,,,,,,Asia,,,
,South America,14136082,1473.0,379753.0,39.0,12608516.0,863.0,1147813.0,18792.0,,,,,,South America,,,
,Europe,26399193,19296.0,600742.0,347.0,14207658.0,41550.0,11590793.0,29040.0,,,,,,Europe,,,
,Africa,3121398,,74558.0,,2550285.0,,496555.0,2560.0,,,,,,Africa,,,
,Oceania,49223,20.0,1069.0,,33703.0,42.0,14451.0,20.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,92035510,45123.0,1970602.0,1832.0,65882548.0,58058.0,24182360.0,110097.0,11807.0,252.8,,,,All,,,
1.0,USA,23369732,,389621.0,,13816238.0,,9163873.0,29222.0,70382.0,1173.0,275604865.0,830036.0,332039770.0,North America,14.0,852.0,1.0
2.0,India,10495816,,151564.0,,10129111.0,654.0,215141.0,8944.0,7566.0,109.0,183489114.0,132270.0,1387234405.0,Asia,132.0,9153.0,8.0
3.0,Brazil,8195637,,204726.0,,7273707.0,,717204.0,8318.0,38411.0,960.0,28600000.0,134042.0,213366090.0,South America,26.0,1042.0,7.0
4.0,Russia,3448203,,62804.0,,2825430.0,,559969.0,2300.0,23623.0,430.0,94289973.0,645963.0,145968016.0,Europe,42.0,2324.0,2.0
5.0,UK,3164051,,83203.0,,1406967.0,,1673881.0,3363.0,46478.0,1222.0,61160735.0,898410.0,68076632.0,Europe,22.0,818.0,1.0
6.0,France,2806590,,68802.0,,204390.0,,2533398.0,2688.0,42946.0,1053.0,38441562.0,588233.0,65350871.0,Europe,23.0,950.0,2.0
7.0,Turkey,2346285,,23152.0,,2218464.0,,104669.0,2701.0,27661.0,273.0,26555992.0,313078.0,84822365.0,Asia,36.0,3664.0,3.0
8.0,Italy,2303263,,79819.0,,1653404.0,,570040.0,2636.0,38125.0,1321.0,28124690.0,465532.0,60414097.0,Europe,26.0,757.0,2.0
9.0,Spain,2137220,,52683.0,,,,,2651.0,45702.0,1127.0,28775103.0,615320.0,46764489.0,Europe,22.0,888.0,2.0
10.0,Germany,1957492,,43203.0,,1596600.0,26600.0,317689.0,5230.0,23324.0,515.0,35118592.0,418440.0,83927340.0,Europe,43.0,1943.0,2.0
11.0,Colombia,1816082,,46782.0,,1646892.0,,122408.0,3482.0,35490.0,914.0,8769587.0,171376.0,51171732.0,South America,28.0,1094.0,6.0
12.0,Argentina,1744704,,44848.0,,1527861.0,,171995.0,3619.0,38415.0,987.0,5314594.0,117018.0,45416877.0,South America,26.0,1013.0,9.0
13.0,Mexico,1556028,14395.0,135682.0,1314.0,1168354.0,7981.0,251992.0,3913.0,12001.0,1046.0,3918394.0,30222.0,129654274.0,North America,83.0,956.0,33.0
14.0,Poland,1395779,,31593.0,,1138126.0,,226060.0,1637.0,36902.0,835.0,7718916.0,204073.0,37824363.0,Europe,27.0,1197.0,5.0
15.0,Iran,1299022,,56360.0,,1088465.0,,154197.0,4507.0,15361.0,666.0,8262166.0,97702.0,84564648.0,Asia,65.0,1500.0,10.0
16.0,South Africa,1259748,,34334.0,,1019123.0,,206291.0,546.0,21099.0,575.0,7287060.0,122048.0,59706390.0,Africa,47.0,1739.0,8.0
17.0,Ukraine,1130839,6409.0,20214.0,195.0,826871.0,14503.0,283754.0,177.0,25941.0,464.0,5733555.0,131527.0,43592317.0,Europe,39.0,2157.0,8.0
18.0,Peru,1040231,,38399.0,,971000.0,,30832.0,1517.0,31317.0,1156.0,5697183.0,171520.0,33215904.0,South America,32.0,865.0,6.0
19.0,Netherlands,883135,,12563.0,,,,,695.0,51479.0,732.0,6352647.0,370305.0,17155178.0,Europe,19.0,1366.0,3.0
20.0,Czechia,855600,10725.0,13656.0,79.0,692547.0,411.0,149397.0,1104.0,79816.0,1274.0,5260650.0,490749.0,10719624.0,Europe,13.0,785.0,2.0
21.0,Indonesia,846765,,24645.0,,695807.0,,126313.0,,3078.0,90.0,7991379.0,29053.0,275064108.0,Asia,325.0,11161.0,34.0
