#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,40330690,5126.0,911614.0,203.0,33652462.0,2617.0,5766614.0,11257.0,,,,,,North America,,,,,,
,Asia,54360943,10841.0,764730.0,92.0,51686889.0,14288.0,1909324.0,26883.0,,,,,,Asia,,,,,,
,South America,31547142,1648.0,968651.0,79.0,28544096.0,1851.0,2034395.0,31668.0,,,,,,South America,,,,,,
,Europe,47427832,1046.0,1091936.0,35.0,44912791.0,5976.0,1423105.0,8871.0,,,,,,Europe,,,,,,
,Africa,5226362,,137476.0,,4631865.0,,457021.0,4021.0,,,,,,Africa,,,,,,
,Oceania,71348,13.0,1265.0,,68038.0,5.0,2045.0,10.0,,,,,,Australia/Oceania,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,178965038,18674.0,3875687.0,409.0,163496847.0,24737.0,11592504.0,82710.0,22960.0,497.2,,,,All,,,,,,
1.0,USA,34401712,,617083.0,,28694843.0,,5089786.0,3989.0,103347.0,1854.0,498689211.0,1498123.0,332876117.0,North America,10.0,539.0,1.0,,,15290.0
2.0,India,29881965,613.0,386740.0,,28766009.0,7562.0,729216.0,8944.0,21450.0,278.0,391019083.0,280685.0,1393086773.0,Asia,47.0,3602.0,4.0,0.4,,523.0
3.0,Brazil,17883750,,500868.0,,16183849.0,,1199033.0,8318.0,83562.0,2340.0,52714701.0,246310.0,214017366.0,South America,12.0,427.0,4.0,,,5603.0
4.0,France,5755496,,110724.0,,5555389.0,,89383.0,1703.0,87987.0,1693.0,90467735.0,1383023.0,65413043.0,Europe,11.0,591.0,1.0,,,1366.0
5.0,Turkey,5365208,,49122.0,,5228419.0,,87667.0,829.0,62962.0,576.0,58339486.0,684624.0,85213922.0,Asia,16.0,1735.0,1.0,,,1029.0
6.0,Russia,5299215,,128911.0,,4861343.0,,308961.0,2300.0,36297.0,883.0,144800000.0,991815.0,145994938.0,Europe,28.0,1133.0,1.0,,,2116.0
7.0,UK,4620968,,127970.0,,4299835.0,,193163.0,210.0,67726.0,1876.0,200024844.0,2931615.0,68230263.0,Europe,15.0,533.0,0.0,,,2831.0
8.0,Argentina,4258394,,88742.0,,3868105.0,,301547.0,7386.0,93395.0,1946.0,15791124.0,346329.0,45595737.0,South America,11.0,514.0,3.0,,,6613.0
9.0,Italy,4252095,,127253.0,,4035692.0,,89150.0,394.0,70427.0,2108.0,69765699.0,1155523.0,60375868.0,Europe,14.0,474.0,1.0,,,1477.0
10.0,Colombia,3917348,,99335.0,,3644287.0,,173726.0,8155.0,76205.0,1932.0,18772724.0,365187.0,51405720.0,South America,13.0,517.0,3.0,,,3380.0
11.0,Spain,3757442,,80652.0,,3544205.0,,132585.0,793.0,80335.0,1724.0,51240666.0,1095535.0,46772280.0,Europe,12.0,580.0,1.0,,,2835.0
12.0,Germany,3729557,,90953.0,,3603000.0,1800.0,35604.0,1210.0,44377.0,1082.0,63091197.0,750704.0,84042690.0,Europe,23.0,924.0,1.0,,,424.0
13.0,Iran,3086974,,82854.0,,2736013.0,,268107.0,3307.0,36305.0,974.0,22194745.0,261026.0,85028735.0,Asia,28.0,1026.0,4.0,,,3153.0
14.0,Poland,2878634,,74823.0,,2650194.0,,153617.0,237.0,76141.0,1979.0,16924814.0,447669.0,37806538.0,Europe,13.0,505.0,2.0,,,4063.0
15.0,Mexico,2475705,3964.0,231151.0,192.0,1969137.0,2435.0,275417.0,4798.0,19009.0,1775.0,7326525.0,56255.0,130238690.0,North America,53.0,563.0,18.0,30.0,1.0,2115.0
16.0,Ukraine,2229523,479.0,52016.0,24.0,2151463.0,755.0,26044.0,177.0,51278.0,1196.0,10656207.0,245086.0,43479490.0,Europe,20.0,836.0,4.0,11.0,0.6,599.0
17.0,Peru,2026729,,190202.0,,,,,2515.0,60655.0,5692.0,13730352.0,410913.0,33414233.0,South America,16.0,176.0,2.0,,,3467.0
18.0,Indonesia,1976172,,54291.0,,1786143.0,,135738.0,,7152.0,196.0,18581438.0,67248.0,276311954.0,Asia,140.0,5089.0,15.0,,,491.0
19.0,South Africa,1810164,,58590.0,,1640849.0,,110725.0,546.0,30155.0,976.0,12493891.0,208130.0,60029172.0,Africa,33.0,1025.0,5.0,,,1845.0
20.0,Netherlands,1678282,,17726.0,,1597774.0,,62782.0,208.0,97736.0,1032.0,14444249.0,841176.0,17171498.0,Europe,10.0,969.0,1.0,,,3656.0
21.0,Czechia,1666025,63.0,30280.0,,1632840.0,5.0,2905.0,14.0,155294.0,2822.0,27904159.0,2601016.0,10728175.0,Europe,6.0,354.0,0.0,6.0,,271.0
22.0,Chile,1511275,,31392.0,,1439182.0,,40701.0,3275.0,78408.0,1629.0,16361194.0,848853.0,19274476.0,South America,13.0,614.0,1.0,,,2112.0
23.0,Canada,1408123,,26054.0,,1369844.0,,12225.0,567.0,36996.0,685.0,36104847.0,948597.0,38061324.0,North America,27.0,1461.0,1.0,,,321.0
24.0,Philippines,1353220,,23538.0,,1270243.0,,59439.0,2029.0,12193.0,212.0,14339573.0,129202.0,110986082.0,Asia,82.0,4715.0,8.0,,,536.0
25.0,Iraq,1283305,,16860.0,,1196114.0,,70331.0,498.0,31232.0,410.0,11232559.0,273367.0,41089670.0,Asia,32.0,2437.0,4.0,,,1712.0
26.0,Sweden,1084636,,14537.0,,1043743.0,3165.0,26356.0,79.0,106755.0,1431.0,10423085.0,1025890.0,10160042.0,Europe,9.0,699.0,1.0,,,2594.0
27.0,Romania,1080203,,32308.0,,1044944.0,,2951.0,164.0,56515.0,1690.0,9555982.0,499960.0,19113480.0,Europe,18.0,592.0,2.0,,,154.0
28.0,Belgium,1079084,405.0,25132.0,7.0,1007785.0,,46167.0,212.0,92718.0,2159.0,14771698.0,1269229.0,11638325.0,Europe,11.0,463.0,1.0,35.0,0.6,3967.0
29.0,Pakistan,947218,,21940.0,,889787.0,,35491.0,2296.0,4210.0,98.0,14072605.0,62540.0,225016891.0,Asia,238.0,10256.0,16.0,,,158.0
30.0,Portugal,864109,,17062.0,,819324.0,,27723.0,99.0,84984.0,1678.0,12598069.0,1238997.0,10167955.0,Europe,12.0,596.0,1.0,,,2727.0
31.0,Bangladesh,848027,,13466.0,,780146.0,,54415.0,1192.0,5100.0,81.0,6305503.0,37923.0,166271404.0,Asia,196.0,12347.0,26.0,,,327.0
32.0,Israel,839830,,6428.0,,833061.0,,341.0,25.0,90053.0,689.0,14758111.0,1582470.0,9326000.0,Asia,11.0,1451.0,1.0,,,37.0
33.0,Hungary,807428,,29950.0,,734627.0,,42851.0,43.0,83787.0,3108.0,6033519.0,626103.0,9636629.0,Europe,12.0,322.0,2.0,,,4447.0
34.0,Japan,782491,,14365.0,,746431.0,,21695.0,740.0,6205.0,114.0,15769707.0,125055.0,126101993.0,Asia,161.0,8778.0,8.0,,,172.0
35.0,Jordan,745978,,9656.0,,729663.0,,6659.0,470.0,72419.0,937.0,7657848.0,743423.0,10300800.0,Asia,14.0,1067.0,1.0,,,646.0
36.0,Serbia,715693,,6997.0,,705482.0,,3214.0,15.0,82232.0,804.0,4329845.0,497493.0,8703326.0,Europe,12.0,1244.0,2.0,,,369.0
37.0,Switzerland,701627,,10869.0,,674103.0,,16655.0,65.0,80502.0,1247.0,8084820.0,927617.0,8715690.0,Europe,12.0,802.0,1.0,,,1911.0
38.0,Malaysia,691115,,4348.0,,622244.0,,64523.0,886.0,21093.0,133.0,13771611.0,420308.0,32765530.0,Asia,47.0,7536.0,2.0,,,1969.0
39.0,Austria,649445,,10679.0,,635886.0,,2880.0,83.0,71714.0,1179.0,50663929.0,5594515.0,9056001.0,Europe,14.0,848.0,0.0,,,318.0
40.0,Nepal,619635,,8675.0,,553342.0,,57618.0,,20905.0,293.0,3262589.0,110070.0,29640965.0,Asia,48.0,3417.0,9.0,,,1944.0
41.0,UAE,610179,,1752.0,,589235.0,,19192.0,,60984.0,175.0,54780525.0,5475011.0,10005556.0,Asia,16.0,5711.0,0.0,,,1918.0
42.0,Lebanon,543371,,7819.0,,529618.0,,5934.0,67.0,79956.0,1151.0,4599186.0,676762.0,6795874.0,Asia,13.0,869.0,1.0,,,873.0
43.0,Morocco,526363,,9237.0,,513382.0,,3744.0,108.0,14099.0,247.0,6704455.0,179589.0,37332178.0,Africa,71.0,4042.0,6.0,,,100.0
44.0,Saudi Arabia,473112,,7663.0,,454404.0,,11045.0,1496.0,13389.0,217.0,20877124.0,590820.0,35335826.0,Asia,75.0,4611.0,2.0,,,313.0
45.0,Ecuador,445586,,21284.0,,407512.0,,16790.0,467.0,24892.0,1189.0,1496340.0,83590.0,17900999.0,South America,40.0,841.0,12.0,,,938.0
46.0,Bulgaria,421005,,17989.0,,392809.0,,10207.0,207.0,61035.0,2608.0,3062465.0,443976.0,6897810.0,Europe,16.0,383.0,2.0,,,1480.0
47.0,Bolivia,420961,1648.0,16088.0,79.0,337136.0,1851.0,67737.0,200.0,35595.0,1360.0,1714208.0,144948.0,11826396.0,South America,28.0,735.0,7.0,139.0,7.0,5728.0
48.0,Greece,418095,,12528.0,,397658.0,,7909.0,301.0,40303.0,1208.0,10289041.0,991830.0,10373795.0,Europe,25.0,828.0,1.0,,,762.0
49.0,Belarus,410096,,3035.0,,402876.0,,4185.0,,43413.0,321.0,6627903.0,701639.0,9446319.0,Europe,23.0,3112.0,1.0,,,443.0
50.0,Kazakhstan,408650,1119.0,4234.0,8.0,384077.0,838.0,20339.0,221.0,21516.0,223.0,11575012.0,609431.0,18993146.0,Asia,46.0,4486.0,2.0,59.0,0.4,1071.0
51.0,Paraguay,405075,,11521.0,,341264.0,,52290.0,572.0,56128.0,1596.0,1458106.0,202039.0,7216962.0,South America,18.0,626.0,5.0,,,7245.0
52.0,Panama,393144,,6468.0,,376215.0,,10461.0,105.0,89756.0,1477.0,2870509.0,655344.0,4380153.0,North America,11.0,677.0,2.0,,,2388.0
53.0,Slovakia,391297,,12486.0,,377854.0,,957.0,36.0,71637.0,2286.0,2917407.0,534109.0,5462198.0,Europe,14.0,437.0,2.0,,,175.0
54.0,Tunisia,381175,,13960.0,,331910.0,,35305.0,424.0,31930.0,1169.0,1605326.0,134474.0,11937842.0,Africa,31.0,855.0,7.0,,,2957.0
55.0,Croatia,359115,,8169.0,,350280.0,,666.0,24.0,88002.0,2002.0,2106145.0,516115.0,4080766.0,Europe,11.0,500.0,2.0,,,163.0
56.0,Georgia,358881,521.0,5160.0,12.0,344748.0,911.0,8973.0,,90131.0,1296.0,5544625.0,1392505.0,3981763.0,Asia,11.0,772.0,1.0,131.0,3.0,2254.0
57.0,Uruguay,353377,,5241.0,,320347.0,,27789.0,397.0,101389.0,1504.0,2652635.0,761080.0,3485357.0,South America,10.0,665.0,1.0,,,7973.0
58.0,Costa Rica,350630,,4473.0,,272128.0,,74029.0,472.0,68229.0,870.0,1387706.0,270035.0,5138980.0,North America,15.0,1149.0,4.0,,,14405.0
59.0,Kuwait,337371,,1862.0,,318419.0,,17090.0,209.0,77890.0,430.0,2825482.0,652327.0,4331387.0,Asia,13.0,2326.0,2.0,,,3946.0
60.0,Azerbaijan,335437,,4961.0,,329462.0,,1014.0,,32798.0,485.0,3668281.0,358675.0,10227316.0,Asia,30.0,2062.0,3.0,,,99.0
61.0,Dominican Republic,315815,,3754.0,,257034.0,,55027.0,491.0,28834.0,343.0,1658225.0,151397.0,10952797.0,North America,35.0,2918.0,7.0,,,5024.0
62.0,Palestine,312605,,3550.0,,306240.0,,2815.0,9.0,59940.0,681.0,1873423.0,359215.0,5215322.0,Asia,17.0,1469.0,3.0,,,540.0
63.0,Denmark,291463,,2530.0,,283587.0,,5346.0,20.0,50149.0,435.0,65050733.0,11192677.0,5811901.0,Europe,20.0,2297.0,0.0,,,920.0
64.0,Guatemala,279947,,8645.0,,252995.0,,18307.0,5.0,15353.0,474.0,1531966.0,84015.0,18234344.0,North America,65.0,2109.0,12.0,,,1004.0
65.0,Lithuania,278328,,4364.0,,265507.0,,8457.0,68.0,103642.0,1625.0,3671198.0,1367058.0,2685473.0,Europe,10.0,615.0,1.0,,,3149.0
66.0,Egypt,276756,,15829.0,,205157.0,,55770.0,90.0,2656.0,152.0,2869589.0,27542.0,104190766.0,Africa,376.0,6582.0,36.0,,,535.0
