#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,29017605,22175.0,612909.0,1457.0,18042303.0,13988.0,10362393.0,35093.0,,,,,,North America,,,
,Asia,22435491,5566.0,362502.0,76.0,20856298.0,6786.0,1216691.0,24032.0,,,,,,Asia,,,
,South America,15125976,1864.0,398585.0,53.0,13306485.0,1006.0,1420906.0,19453.0,,,,,,South America,,,
,Europe,28727960,15795.0,657771.0,233.0,15872782.0,28882.0,12197407.0,29934.0,,,,,,Europe,,,
,Africa,3407171,,83859.0,,2851959.0,,471353.0,2668.0,,,,,,Africa,,,
,Oceania,49853,7.0,1073.0,,33902.0,14.0,14878.0,12.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,98764777,45407.0,2116714.0,1819.0,70964435.0,50676.0,25683628.0,111192.0,12671.0,271.6,,,,All,,,
1.0,USA,25390042,,424177.0,,15222719.0,,9743146.0,27322.0,76455.0,1277.0,295539578.0,889931.0,332092704.0,North America,13.0,783.0,1.0
2.0,India,10640544,,153221.0,,10300838.0,775.0,186485.0,8944.0,7668.0,110.0,190985119.0,137637.0,1387604808.0,Asia,130.0,9056.0,7.0
3.0,Brazil,8755133,,215299.0,,7594771.0,,945063.0,8318.0,41025.0,1009.0,28600000.0,134016.0,213407310.0,South America,24.0,991.0,7.0
4.0,Russia,3677352,,68412.0,,3081536.0,,527404.0,2300.0,25193.0,469.0,98500000.0,674797.0,145969720.0,Europe,40.0,2134.0,1.0
5.0,UK,3583907,,95981.0,,1600622.0,,1887304.0,3960.0,52638.0,1410.0,67231066.0,987438.0,68086356.0,Europe,19.0,709.0,1.0
6.0,France,3011257,,72647.0,,215822.0,,2722788.0,2912.0,46076.0,1112.0,41226104.0,630804.0,65354806.0,Europe,22.0,900.0,2.0
7.0,Spain,2603472,,55441.0,,,,,3908.0,55671.0,1186.0,30165217.0,645039.0,46764982.0,Europe,18.0,844.0,2.0
8.0,Italy,2441854,,84674.0,,1855127.0,,502053.0,2390.0,40420.0,1402.0,30431493.0,503735.0,60411677.0,Europe,25.0,713.0,2.0
9.0,Turkey,2418472,,24789.0,,2296050.0,,97633.0,2003.0,28504.0,292.0,28195901.0,332314.0,84847147.0,Asia,35.0,3423.0,3.0
