#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,35052646,6461.0,803154.0,620.0,26479028.0,4027.0,7770464.0,15236.0,,,,,,North America,,,
,South America,19942824,603.0,516462.0,10.0,17774230.0,720.0,1652132.0,19605.0,,,,,,South America,,,
,Asia,26855741,15056.0,415663.0,116.0,25006322.0,22201.0,1433756.0,24261.0,,,,,,Asia,,,
,Europe,37453454,36833.0,876738.0,813.0,26496075.0,21697.0,10080641.0,28432.0,,,,,,Europe,,,
,Africa,4129214,,109914.0,,3689361.0,,329939.0,2551.0,,,,,,Africa,,,
,Oceania,53830,20.0,1115.0,,34454.0,7.0,18261.0,9.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,123488430,58973.0,2723061.0,1559.0,99480176.0,48652.0,21285193.0,90094.0,15842.0,349.3,,,,All,,,
1.0,USA,30482127,,554871.0,,22683617.0,,7243639.0,8732.0,91705.0,1669.0,388699199.0,1169391.0,332394423.0,North America,11.0,599.0,1.0
2.0,Brazil,11950459,,292856.0,,10419393.0,,1238210.0,8318.0,55937.0,1371.0,28600000.0,133869.0,213642264.0,South America,18.0,730.0,7.0
3.0,India,11599130,420.0,159790.0,,11130288.0,2169.0,309052.0,8944.0,8346.0,115.0,233565119.0,168067.0,1389716105.0,Asia,120.0,8697.0,6.0
4.0,Russia,4456869,9299.0,95030.0,371.0,4069395.0,8743.0,292444.0,2300.0,30531.0,651.0,117400000.0,804223.0,145979432.0,Europe,33.0,1536.0,1.0
5.0,UK,4291271,,126122.0,,3650226.0,,514923.0,830.0,62976.0,1851.0,112493147.0,1650869.0,68141779.0,Europe,16.0,540.0,1.0
6.0,France,4252022,,92167.0,,279646.0,,3880209.0,4287.0,65038.0,1410.0,58498845.0,894789.0,65377235.0,Europe,15.0,709.0,1.0
7.0,Italy,3356331,,104642.0,,2686236.0,,565453.0,3387.0,55570.0,1733.0,46613817.0,771779.0,60397886.0,Europe,18.0,577.0,1.0
