#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,97056136,392.0,1448886.0,5.0,93194451.0,1049.0,2412799.0,7127.0,,,,,,North America,,,,,,
,Asia,143839843,163270.0,1411596.0,407.0,122885697.0,71064.0,19542550.0,15525.0,,,,,,Asia,,,,,,
,South America,56409286,,1290669.0,,52214671.0,,2903946.0,11155.0,,,,,,South America,,,,,,
,Europe,183937513,627.0,1789416.0,7.0,163933153.0,424378.0,18214944.0,10089.0,,,,,,Europe,,,,,,
,Oceania,6163186,50359.0,9658.0,17.0,5505507.0,10242.0,648021.0,161.0,,,,,,Australia/Oceania,,,,,,
,Africa,11793953,,253144.0,,11028750.0,,512059.0,1332.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,499200638,214648.0,6203384.0,436.0,448762935.0,506689.0,44234319.0,45389.0,64043.0,795.8,,,,All,,,,,,
1.0,USA,82062989,,1012151.0,,79908520.0,,1142318.0,1624.0,245376.0,3026.0,991173404.0,2963702.0,334437650.0,North America,4.0,330.0,0.0,,,3416.0
2.0,India,43036132,,521722.0,,42503383.0,,11027.0,698.0,30652.0,372.0,794118951.0,565606.0,1404013663.0,Asia,33.0,2691.0,2.0,,,8.0
3.0,Brazil,30152402,,661309.0,,29038896.0,,452197.0,8318.0,140092.0,3073.0,63776166.0,296312.0,215233355.0,South America,7.0,325.0,3.0,,,2101.0
4.0,France,26947375,,143288.0,,24018051.0,,2786036.0,1541.0,411227.0,2187.0,260504402.0,3975399.0,65529123.0,Europe,2.0,457.0,0.0,,,42516.0
5.0,Germany,22679247,,132311.0,,18618400.0,203800.0,3928536.0,2494.0,269164.0,1570.0,122332384.0,1451878.0,84258058.0,Europe,4.0,637.0,1.0,,,46625.0
6.0,UK,21549830,,169759.0,,19707160.0,99711.0,1672911.0,357.0,314518.0,2478.0,509604812.0,7437629.0,68517106.0,Europe,3.0,404.0,0.0,,,24416.0
7.0,Russia,17996060,,371716.0,,17213102.0,,411242.0,2300.0,123223.0,2545.0,273400000.0,1872023.0,146045203.0,Europe,8.0,393.0,1.0,,,2816.0
8.0,S. Korea,15424598,90928.0,19679.0,258.0,,,,1099.0,300398.0,383.0,15804065.0,307788.0,51347270.0,Asia,3.0,2609.0,3.0,1771.0,5.0,281133.0
9.0,Italy,15292048,,160748.0,,13884744.0,,1246556.0,465.0,253581.0,2666.0,206399929.0,3422629.0,60304492.0,Europe,4.0,375.0,0.0,,,20671.0
10.0,Turkey,14958974,,98409.0,,14650621.0,,209944.0,975.0,174053.0,1145.0,155956251.0,1814605.0,85944992.0,Asia,6.0,873.0,1.0,,,2443.0
11.0,Spain,11627487,,103104.0,,11033321.0,,491062.0,371.0,248521.0,2204.0,471036328.0,10067713.0,46786827.0,Europe,4.0,454.0,0.0,,,10496.0
12.0,Vietnam,10198236,,42813.0,,8532523.0,,1622900.0,1403.0,103129.0,433.0,85007902.0,859634.0,98888445.0,Asia,10.0,2310.0,1.0,,,16411.0
13.0,Argentina,9052536,,128198.0,,8885072.0,,39266.0,429.0,197096.0,2791.0,35611642.0,775351.0,45929685.0,South America,5.0,358.0,1.0,,,855.0
14.0,Netherlands,7971855,,22080.0,,7033734.0,69186.0,916041.0,122.0,463427.0,1284.0,21107399.0,1227034.0,17201968.0,Europe,2.0,779.0,1.0,,,53252.0
15.0,Iran,7191643,,140616.0,,6918860.0,,132167.0,1558.0,83726.0,1637.0,50020619.0,582345.0,85895228.0,Asia,12.0,611.0,2.0,,,1539.0
16.0,Japan,7039563,47876.0,28684.0,38.0,6509598.0,41498.0,501281.0,465.0,55962.0,228.0,44736404.0,355640.0,125791297.0,Asia,18.0,4385.0,3.0,381.0,0.3,3985.0
17.0,Colombia,6088034,,139719.0,,5921185.0,,27130.0,342.0,117433.0,2695.0,34135355.0,658442.0,51842598.0,South America,9.0,371.0,2.0,,,523.0
18.0,Indonesia,6032707,,155626.0,,5804402.0,,72679.0,2771.0,21650.0,559.0,93171527.0,334377.0,278641793.0,Asia,46.0,1790.0,3.0,,,261.0
19.0,Poland,5978215,,115635.0,,5333813.0,,528767.0,268.0,158266.0,3061.0,35844896.0,948949.0,37773256.0,Europe,6.0,327.0,1.0,,,13998.0
20.0,Mexico,5722933,392.0,323725.0,5.0,5022194.0,1049.0,377014.0,4798.0,43577.0,2465.0,15674047.0,119349.0,131329847.0,North America,23.0,406.0,8.0,3.0,0.04,2871.0
21.0,Australia,5107611,42726.0,6569.0,5.0,4572728.0,,528314.0,121.0,196270.0,252.0,67759572.0,2603792.0,26023424.0,Australia/Oceania,5.0,3962.0,0.0,1642.0,0.2,20301.0
22.0,Ukraine,4982249,,108118.0,,,,,177.0,115146.0,2499.0,19521252.0,451162.0,43268832.0,Europe,9.0,400.0,2.0,,,18861.0
23.0,Malaysia,4325818,,35292.0,,4144728.0,,145798.0,174.0,130690.0,1066.0,57465179.0,1736121.0,33099762.0,Asia,8.0,938.0,1.0,,,4405.0
24.0,Israel,3997863,,10584.0,,3941841.0,,45438.0,272.0,428679.0,1135.0,41373364.0,4436346.0,9326000.0,Asia,2.0,881.0,0.0,,,4872.0
25.0,Austria,3987385,,16226.0,,3779116.0,,192043.0,191.0,438302.0,1784.0,179365755.0,19716284.0,9097341.0,Europe,2.0,561.0,0.0,,,21110.0
26.0,Belgium,3915732,,30997.0,,3598674.0,9409.0,286061.0,176.0,335283.0,2654.0,33120016.0,2835888.0,11678886.0,Europe,3.0,377.0,0.0,,,24494.0
27.0,Thailand,3905872,22387.0,26191.0,105.0,3634109.0,27680.0,245572.0,1496.0,55711.0,374.0,17270775.0,246338.0,70109942.0,Asia,18.0,2677.0,4.0,319.0,1.0,3503.0
28.0,Czechia,3862322,,39880.0,,3778894.0,,43548.0,80.0,359482.0,3712.0,54905349.0,5110260.0,10744141.0,Europe,3.0,269.0,0.0,,,4053.0
29.0,South Africa,3732075,,100096.0,,3619311.0,,12668.0,546.0,61553.0,1651.0,24060151.0,396824.0,60631833.0,Africa,16.0,606.0,3.0,,,209.0
30.0,Philippines,3681374,,59769.0,,3593225.0,,28380.0,289.0,32822.0,533.0,29151556.0,259906.0,112161766.0,Asia,30.0,1877.0,4.0,,,253.0
31.0,Portugal,3667184,,21874.0,,,,,61.0,361509.0,2156.0,40464651.0,3988985.0,10144096.0,Europe,3.0,464.0,0.0,,,75821.0
32.0,Canada,3568118,,38003.0,,3333303.0,,196812.0,367.0,93095.0,992.0,59839826.0,1561266.0,38327757.0,North America,11.0,1009.0,1.0,,,5135.0
33.0,Peru,3551540,,212486.0,,,,,395.0,105123.0,6289.0,29204946.0,864447.0,33784532.0,South America,10.0,159.0,1.0,,,47903.0
34.0,Switzerland,3512093,,13752.0,,3057554.0,29661.0,440787.0,113.0,400621.0,1569.0,20400357.0,2327047.0,8766629.0,Europe,2.0,637.0,0.0,,,50280.0
35.0,Chile,3512020,,57041.0,,3212021.0,,242958.0,423.0,180971.0,2939.0,36115860.0,1861010.0,19406586.0,South America,6.0,340.0,1.0,,,12519.0
36.0,Greece,3173630,,28130.0,,2958806.0,,186694.0,357.0,307137.0,2722.0,76515099.0,7404954.0,10332961.0,Europe,3.0,367.0,0.0,,,18068.0
37.0,Denmark,2936789,,5908.0,,2890685.0,,40196.0,18.0,503884.0,1014.0,126974589.0,21785870.0,5828300.0,Europe,2.0,987.0,0.0,,,6897.0
38.0,Romania,2872849,,65207.0,,2606660.0,,200982.0,279.0,151118.0,3430.0,22327299.0,1174465.0,19010608.0,Europe,7.0,292.0,1.0,,,10572.0
39.0,Sweden,2491980,,18472.0,,2449763.0,1552.0,23745.0,22.0,244056.0,1809.0,18445431.0,1806479.0,10210710.0,Europe,4.0,553.0,1.0,,,2325.0
40.0,Iraq,2321874,,25185.0,,2288524.0,,8165.0,36.0,55522.0,602.0,18392880.0,439822.0,41818929.0,Asia,18.0,1660.0,2.0,,,195.0
41.0,Serbia,1989415,,15884.0,,1946136.0,,27395.0,28.0,229325.0,1831.0,9302535.0,1072327.0,8675092.0,Europe,4.0,546.0,1.0,,,3158.0
42.0,Bangladesh,1952065,,29123.0,,1888640.0,,34302.0,1283.0,11648.0,174.0,13888179.0,82869.0,167592858.0,Asia,86.0,5755.0,12.0,,,205.0
43.0,Hungary,1868007,,45721.0,,1725324.0,,96962.0,50.0,194241.0,4754.0,11191893.0,1163768.0,9616942.0,Europe,5.0,210.0,1.0,,,10082.0
44.0,Slovakia,1750541,,19573.0,,1667852.0,,63116.0,136.0,320358.0,3582.0,6974263.0,1276327.0,5464322.0,Europe,3.0,279.0,1.0,,,11551.0
