#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36893518,1627.0,838669.0,364.0,28615280.0,2773.0,7439569.0,16380.0,,,,,,North America,,,
,Asia,31532176,551.0,450892.0,5.0,28002912.0,539.0,3078372.0,28147.0,,,,,,Asia,,,
,South America,22591537,989.0,597374.0,18.0,20205818.0,876.0,1788345.0,22369.0,,,,,,South America,,,
,Europe,41778843,,954261.0,,29640230.0,,11184352.0,33349.0,,,,,,Europe,,,
,Africa,4395889,,116265.0,,3933517.0,,346107.0,3659.0,,,,,,Africa,,,
,Oceania,59937,11.0,1153.0,1.0,34700.0,2.0,24084.0,5.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,137252621,3178.0,2958629.0,388.0,110433163.0,4190.0,23860829.0,103909.0,17608.0,379.6,,,,All,,,
1.0,USA,31990143,,576298.0,,24560856.0,,6852989.0,9321.0,96206.0,1733.0,420822699.0,1265571.0,332516170.0,North America,10.0,577.0,1.0
2.0,India,13686073,,171089.0,,12250440.0,,1264544.0,8944.0,9842.0,123.0,257806986.0,185397.0,1390568032.0,Asia,102.0,8128.0,5.0
3.0,Brazil,13521409,,355031.0,,11957068.0,,1209310.0,8318.0,63262.0,1661.0,28600000.0,133809.0,213737070.0,South America,16.0,602.0,7.0
4.0,France,5067216,,99135.0,,310934.0,,4657147.0,5916.0,77497.0,1516.0,70140847.0,1072715.0,65386285.0,Europe,13.0,660.0,1.0
5.0,Russia,4649710,,103263.0,,4272165.0,,274282.0,2300.0,31851.0,707.0,123900000.0,848727.0,145983351.0,Europe,31.0,1414.0,1.0
6.0,UK,4373343,,127100.0,,3981812.0,,264431.0,406.0,64159.0,1865.0,136821861.0,2007241.0,68164143.0,Europe,16.0,536.0,0.0
7.0,Turkey,3903573,,34182.0,,3372629.0,,496762.0,2891.0,45900.0,402.0,41892922.0,492595.0,85045404.0,Asia,22.0,2488.0,2.0
