#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,102741198,5245.0,1478170.0,13.0,96640186.0,2045.0,4622842.0,8197.0,,,,,,North America,,,,,,
,Asia,157832982,157659.0,1434107.0,273.0,150951882.0,193722.0,5446993.0,10726.0,,,,,,Asia,,,,,,
,South America,58199461,356.0,1300317.0,1.0,55381684.0,397.0,1517460.0,10557.0,,,,,,South America,,,,,,
,Europe,198172953,407.0,1846097.0,1.0,188444638.0,45473.0,7882218.0,6095.0,,,,,,Europe,,,,,,
,Oceania,9080500,40951.0,12865.0,82.0,8706316.0,7991.0,361319.0,133.0,,,,,,Australia/Oceania,,,,,,
,Africa,12187480,,255225.0,,11393816.0,,538439.0,965.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,538215295,204618.0,6326796.0,370.0,511519228.0,249628.0,20369271.0,36673.0,69048.0,811.7,,,,All,,,,,,
1.0,USA,86988671,,1035031.0,,82825999.0,,3127641.0,2831.0,259862.0,3092.0,1037226748.0,3098512.0,334749957.0,North America,4.0,323.0,0.0,,,9343.0
2.0,India,43197522,,524723.0,,42640301.0,,32498.0,698.0,30719.0,373.0,853863238.0,607214.0,1406199041.0,Asia,33.0,2680.0,2.0,,,23.0
3.0,Brazil,31315777,,667701.0,,30155386.0,,492690.0,8318.0,145333.0,3099.0,63776166.0,295977.0,215476553.0,South America,7.0,323.0,3.0,,,2287.0
4.0,France,29713219,,148668.0,,29142478.0,,422073.0,1173.0,453275.0,2268.0,271490188.0,4141579.0,65552340.0,Europe,2.0,441.0,0.0,,,6439.0
5.0,Germany,26652380,,139948.0,,25803300.0,44300.0,709132.0,631.0,316157.0,1660.0,122332384.0,1451136.0,84301132.0,Europe,3.0,602.0,1.0,,,8412.0
6.0,UK,22363067,,179083.0,,22007044.0,,176940.0,188.0,326114.0,2612.0,522526476.0,7619839.0,68574475.0,Europe,3.0,383.0,0.0,,,2580.0
7.0,Russia,18362105,,379736.0,,17777625.0,,204744.0,2300.0,125720.0,2600.0,273400000.0,1871894.0,146055256.0,Europe,8.0,385.0,1.0,,,1402.0
8.0,S. Korea,18200346,12146.0,24323.0,18.0,17933392.0,19292.0,242631.0,106.0,354407.0,474.0,15804065.0,307745.0,51354359.0,Asia,3.0,2111.0,3.0,237.0,0.4,4725.0
