#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,126320710,,1630417.0,,122108694.0,1003.0,2581599.0,6395.0,,,,,,North America,,,,,,
,Asia,216764182,17.0,1545075.0,,200665103.0,16501.0,14554004.0,15666.0,,,,,,Asia,,,,,,
,Europe,249005931,,2054601.0,,244846350.0,4643.0,2104980.0,6365.0,,,,,,Europe,,,,,,
,South America,68601449,,1354641.0,,66451751.0,176.0,795057.0,10128.0,,,,,,South America,,,,,,
,Oceania,14213688,,27416.0,,14049969.0,,136303.0,89.0,,,,,,Australia/Oceania,,,,,,
,Africa,12820095,,258735.0,,12084466.0,,476894.0,548.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,687726776,17.0,6870900.0,0.0,660207039.0,22323.0,20648837.0,39191.0,88229.0,881.5,,,,All,,,,,,
1.0,USA,106767388,,1162427.0,,104710726.0,,894235.0,1229.0,318894.0,3472.0,1178783869.0,3520804.0,334805269.0,North America,3.0,288.0,0.0,,,2671.0
2.0,India,44969630,,531680.0,,44410738.0,,27212.0,,31970.0,378.0,927691306.0,659513.0,1406631776.0,Asia,31.0,2646.0,2.0,,,19.0
3.0,France,40017889,,166811.0,,39735197.0,,115881.0,869.0,610173.0,2543.0,271490188.0,4139547.0,65584518.0,Europe,2.0,393.0,0.0,,,1767.0
4.0,Germany,38411062,,173375.0,,38206500.0,400.0,31187.0,,457909.0,2067.0,122332384.0,1458359.0,83883596.0,Europe,2.0,484.0,1.0,,,372.0
5.0,Brazil,37487971,,701833.0,,36249161.0,,536977.0,,174076.0,3259.0,63776166.0,296146.0,215353593.0,South America,6.0,307.0,3.0,,,2493.0
6.0,Japan,33778993,,74645.0,,,,,74.0,268973.0,594.0,100368590.0,799209.0,125584838.0,Asia,4.0,1682.0,1.0,,,95386.0
