#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,126479362,1526.0,1632049.0,14.0,122304626.0,1027.0,2542687.0,6313.0,,,,,,North America,,,,,,
,Asia,217226372,19586.0,1546017.0,13.0,200908594.0,5744.0,14771761.0,15605.0,,,,,,Asia,,,,,,
,Europe,249196563,,2057308.0,,245148046.0,7186.0,1991209.0,5871.0,,,,,,Europe,,,,,,
,South America,68671353,,1355254.0,,66459064.0,,857035.0,10123.0,,,,,,South America,,,,,,
,Oceania,14270796,,27676.0,,14103873.0,,139247.0,89.0,,,,,,Australia/Oceania,,,,,,
,Africa,12823105,,258762.0,,12085070.0,,479273.0,548.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,688668272,21112.0,6877081.0,27.0,661009979.0,13957.0,20781212.0,38549.0,88350.0,882.3,,,,All,,,,,,
1.0,USA,106877363,,1163871.0,,104885269.0,,828223.0,1147.0,319222.0,3476.0,1180049455.0,3524584.0,334805269.0,North America,3.0,288.0,0.0,,,2474.0
2.0,India,44984058,,531814.0,,44442065.0,,10179.0,,31980.0,378.0,929045572.0,660475.0,1406631776.0,Asia,31.0,2645.0,2.0,,,7.0
3.0,France,40054863,,167052.0,,39813518.0,6144.0,74293.0,869.0,610737.0,2547.0,271490188.0,4139547.0,65584518.0,Europe,2.0,393.0,0.0,,,1133.0
4.0,Germany,38421224,,173941.0,,38225300.0,,21983.0,,458030.0,2074.0,122332384.0,1458359.0,83883596.0,Europe,2.0,482.0,1.0,,,262.0
5.0,Brazil,37553337,,702421.0,,36249161.0,,601755.0,,174380.0,3262.0,63776166.0,296146.0,215353593.0,South America,6.0,307.0,3.0,,,2794.0
6.0,Japan,33803572,,74694.0,,,,,83.0,269169.0,595.0,100414883.0,799578.0,125584838.0,Asia,4.0,1681.0,1.0,,,95582.0
7.0,S. Korea,31506490,19586.0,34665.0,13.0,31142008.0,5756.0,329817.0,144.0,613804.0,675.0,15804065.0,307892.0,51329899.0,Asia,2.0,1481.0,3.0,382.0,0.3,6425.0
8.0,Italy,25828252,,190080.0,,25511697.0,,126475.0,84.0,428594.0,3154.0,272079213.0,4514881.0,60262770.0,Europe,2.0,317.0,0.0,,,2099.0
9.0,UK,24569895,,223396.0,,24346499.0,,0.0,,358696.0,3261.0,522526476.0,7628357.0,68497907.0,Europe,3.0,307.0,0.0,,,
10.0,Russia,22900755,,398736.0,,22323212.0,,178807.0,,157063.0,2735.0,273400000.0,1875095.0,145805947.0,Europe,6.0,366.0,1.0,,,1226.0
11.0,Turkey,17232066,,102174.0,,,,,,201399.0,1194.0,162743369.0,1902052.0,85561976.0,Asia,5.0,837.0,1.0,,,4024.0
12.0,Spain,13845825,,120964.0,,13681014.0,,43847.0,231.0,296363.0,2589.0,471036328.0,10082298.0,46719142.0,Europe,3.0,386.0,0.0,,,939.0
13.0,Vietnam,11598589,,43201.0,,10634173.0,,921215.0,67.0,117212.0,437.0,85826548.0,867342.0,98953541.0,Asia,9.0,2291.0,1.0,,,9310.0
14.0,Australia,11505229,,20557.0,,11454943.0,,29729.0,61.0,441341.0,789.0,81901821.0,3141757.0,26068792.0,Australia/Oceania,2.0,1268.0,0.0,,,1140.0
15.0,Taiwan,10239998,,19005.0,,10220993.0,,0.0,,428656.0,796.0,30742304.0,1286903.0,23888595.0,Asia,2.0,1257.0,1.0,,,
16.0,Argentina,10044957,,130472.0,,9914485.0,,0.0,363.0,218320.0,2836.0,35716069.0,776264.0,46010234.0,South America,5.0,353.0,1.0,,,
17.0,Netherlands,8610372,,22992.0,,8587380.0,,0.0,53.0,500270.0,1336.0,25984435.0,1509718.0,17211447.0,Europe,2.0,749.0,1.0,,,
18.0,Iran,7610676,,146204.0,,7342490.0,,121982.0,407.0,88473.0,1700.0,55353767.0,643478.0,86022837.0,Asia,11.0,588.0,2.0,,,1418.0
19.0,Mexico,7608815,1526.0,334055.0,14.0,6855425.0,1027.0,419335.0,,57834.0,2539.0,19986420.0,151915.0,131562772.0,North America,17.0,394.0,7.0,12.0,0.1,3187.0
20.0,Indonesia,6800425,,161653.0,,6622467.0,,16305.0,,24363.0,579.0,114158919.0,408975.0,279134505.0,Asia,41.0,1727.0,2.0,,,58.0
21.0,Poland,6516030,,119595.0,,5335940.0,,1060495.0,267.0,172657.0,3169.0,38710009.0,1025708.0,37739785.0,Europe,6.0,316.0,1.0,,,28100.0
22.0,Colombia,6366777,,142741.0,,6188459.0,,35577.0,342.0,123596.0,2771.0,36951507.0,717327.0,51512762.0,South America,8.0,361.0,1.0,,,691.0
23.0,Austria,6073496,,22488.0,,6044358.0,,6650.0,14.0,669868.0,2480.0,211273524.0,23302116.0,9066710.0,Europe,1.0,403.0,0.0,,,733.0
24.0,Greece,6044517,,36863.0,,5985814.0,,21840.0,115.0,585900.0,3573.0,102228365.0,9909078.0,10316637.0,Europe,2.0,280.0,0.0,,,2117.0
25.0,Portugal,5584388,,26668.0,,5554124.0,,3596.0,61.0,550698.0,2630.0,46120142.0,4548082.0,10140570.0,Europe,2.0,380.0,0.0,,,355.0
26.0,Ukraine,5544969,,112271.0,,5417188.0,,15510.0,,128379.0,2599.0,32603805.0,754855.0,43192122.0,Europe,8.0,385.0,1.0,,,359.0
27.0,Chile,5286616,,64497.0,,5221828.0,,291.0,33.0,274627.0,3350.0,49573136.0,2575202.0,19250195.0,South America,4.0,298.0,0.0,,,15.0
28.0,Malaysia,5088009,,37046.0,,5029873.0,,21090.0,36.0,153341.0,1116.0,68352292.0,2059978.0,33181072.0,Asia,7.0,896.0,0.0,,,636.0
29.0,Israel,4824551,,12509.0,,4798473.0,,13569.0,21.0,517323.0,1341.0,41373364.0,4436346.0,9326000.0,Asia,2.0,746.0,0.0,,,1455.0
