#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,21729855,12101.0,488012.0,833.0,13262060.0,9306.0,7979783.0,34305.0,,,,,,North America,,,
,Asia,20044773,5622.0,326822.0,161.0,18385000.0,7498.0,1332951.0,26109.0,,,,,,Asia,,,
,South America,12680366,1005.0,352899.0,13.0,11214807.0,512.0,1112660.0,16841.0,,,,,,South America,,,
,Europe,21994832,28756.0,508352.0,398.0,10610217.0,16282.0,10876263.0,26606.0,,,,,,Europe,,,
,Africa,2585922,,60974.0,,2165927.0,,359021.0,2602.0,,,,,,Africa,,,
,Oceania,47729,24.0,1051.0,,33313.0,4.0,13365.0,23.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,79084198,47508.0,1738125.0,1405.0,55672030.0,33602.0,21674043.0,106486.0,10146.0,223.0,,,,All,,,
1.0,USA,18917152,,334218.0,,11101866.0,,7481068.0,28728.0,56991.0,1007.0,240135749.0,723444.0,331933904.0,North America,18.0,993.0,1.0
2.0,India,10123778,234.0,146778.0,,9693173.0,1112.0,283827.0,8944.0,7302.0,106.0,165308366.0,119228.0,1386493599.0,Asia,137.0,9446.0,8.0
3.0,Brazil,7366677,,189264.0,,6405356.0,,772057.0,8318.0,34539.0,887.0,28600000.0,134094.0,213283650.0,South America,29.0,1127.0,7.0
4.0,Russia,2933753,,52461.0,,2343967.0,,537325.0,2300.0,20099.0,359.0,87098058.0,596707.0,145964608.0,Europe,50.0,2782.0,2.0
5.0,France,2505875,,61978.0,,187272.0,,2256625.0,2710.0,38350.0,949.0,31689112.0,484966.0,65343001.0,Europe,26.0,1054.0,2.0
6.0,UK,2149551,,69051.0,,,,,1529.0,31584.0,1015.0,51747003.0,760346.0,68057185.0,Europe,32.0,986.0,1.0
7.0,Turkey,2082610,,18861.0,,1901307.0,,162442.0,4901.0,24567.0,222.0,23030162.0,271669.0,84772801.0,Asia,41.0,4495.0,4.0
8.0,Italy,1991278,,70395.0,,1322067.0,,598816.0,2624.0,32958.0,1165.0,25558583.0,423023.0,60418936.0,Europe,30.0,858.0,2.0
9.0,Spain,1847874,,49698.0,,,,,1932.0,39515.0,1063.0,25991493.0,555807.0,46763503.0,Europe,25.0,941.0,2.0
10.0,Germany,1587908,,29127.0,,1160100.0,,398681.0,5243.0,18923.0,347.0,33708381.0,401708.0,83912739.0,Europe,53.0,2881.0,2.0
11.0,Argentina,1563865,,42314.0,,1384277.0,,137274.0,3390.0,34451.0,932.0,4597960.0,101290.0,45394236.0,South America,29.0,1073.0,10.0
12.0,Colombia,1544826,,41174.0,,1404168.0,,99484.0,2578.0,30207.0,805.0,7681709.0,150203.0,51142113.0,South America,33.0,1242.0,7.0
13.0,Mexico,1350079,11653.0,120311.0,816.0,1005248.0,8946.0,224520.0,3913.0,10419.0,928.0,3452803.0,26646.0,129580298.0,North America,96.0,1077.0,38.0
14.0,Poland,1226883,,26255.0,,965178.0,,235450.0,1639.0,32434.0,694.0,6976460.0,184433.0,37826620.0,Europe,31.0,1441.0,5.0
15.0,Iran,1177004,,54156.0,,914194.0,,208654.0,5419.0,13928.0,641.0,7201567.0,85220.0,84505903.0,Asia,72.0,1560.0,12.0
16.0,Peru,1002263,,37273.0,,938341.0,,26649.0,1129.0,30197.0,1123.0,5416226.0,163185.0,33190799.0,South America,33.0,890.0,6.0
17.0,Ukraine,1001132,11490.0,17395.0,223.0,631435.0,15775.0,352302.0,177.0,22958.0,399.0,5348820.0,122661.0,43606599.0,Europe,44.0,2507.0,8.0
18.0,South Africa,954258,,25657.0,,811372.0,,117229.0,546.0,15993.0,430.0,6269776.0,105082.0,59665532.0,Africa,63.0,2326.0,10.0
19.0,Netherlands,721071,,10737.0,,,,,603.0,42037.0,626.0,5514008.0,321458.0,17153113.0,Europe,24.0,1598.0,3.0
20.0,Indonesia,685639,,20408.0,,558703.0,,106528.0,,2494.0,74.0,6926508.0,25196.0,274906153.0,Asia,401.0,13471.0,40.0
21.0,Czechia,660461,14054.0,10776.0,57.0,552444.0,280.0,97241.0,618.0,61619.0,1005.0,3600093.0,335875.0,10718542.0,Europe,16.0,995.0,3.0
