#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,97234007,749.0,1451249.0,43.0,93381984.0,471.0,2400774.0,7079.0,,,,,,North America,,,,,,
,Asia,144829622,235844.0,1413600.0,497.0,123500203.0,83226.0,19915819.0,14415.0,,,,,,Asia,,,,,,
,South America,56486386,93.0,1291354.0,2.0,52398800.0,599.0,2796232.0,11093.0,,,,,,South America,,,,,,
,Europe,185497310,52827.0,1795233.0,554.0,166402562.0,331868.0,17299515.0,9471.0,,,,,,Europe,,,,,,
,Oceania,6348694,63060.0,9869.0,62.0,5730650.0,11686.0,608175.0,161.0,,,,,,Australia/Oceania,,,,,,
,Africa,11816300,,253358.0,,11053054.0,,509888.0,957.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,502213040,352573.0,6214678.0,1158.0,452467959.0,427850.0,43530403.0,43176.0,64429.0,797.3,,,,All,,,,,,
1.0,USA,82192880,,1014114.0,,80052061.0,,1126705.0,1559.0,245753.0,3032.0,993285213.0,2969875.0,334453530.0,North America,4.0,330.0,0.0,,,3369.0
2.0,India,43039023,,521767.0,,42506228.0,,11028.0,698.0,30652.0,372.0,794525202.0,565851.0,1404124784.0,Asia,33.0,2691.0,2.0,,,8.0
3.0,Brazil,30210853,,661710.0,,29167518.0,,381625.0,8318.0,140355.0,3074.0,63776166.0,296295.0,215245721.0,South America,7.0,325.0,3.0,,,1773.0
4.0,France,27310055,,143777.0,,24492534.0,,2673744.0,1541.0,416755.0,2194.0,260504402.0,3975327.0,65530304.0,Europe,2.0,456.0,0.0,,,40802.0
5.0,Germany,23116402,,132906.0,,19444600.0,265300.0,3538896.0,1980.0,274345.0,1577.0,122332384.0,1451840.0,84260248.0,Europe,4.0,634.0,1.0,,,42000.0
6.0,UK,21715116,,171045.0,,19973929.0,,1570142.0,385.0,316916.0,2496.0,511698520.0,7467868.0,68520023.0,Europe,3.0,401.0,0.0,,,22915.0
7.0,Russia,18041927,11348.0,372766.0,254.0,17321116.0,21853.0,348045.0,2300.0,123536.0,2552.0,273400000.0,1872017.0,146045714.0,Europe,8.0,392.0,1.0,78.0,2.0,2383.0
8.0,S. Korea,15979061,148417.0,20352.0,318.0,,,,962.0,311194.0,396.0,15804065.0,307786.0,51347631.0,Asia,3.0,2523.0,3.0,2890.0,6.0,291916.0
9.0,Italy,15467395,,161187.0,,14078350.0,,1227858.0,449.0,256491.0,2673.0,207575724.0,3442169.0,60303766.0,Europe,4.0,374.0,0.0,,,20361.0
10.0,Turkey,14978031,,98493.0,,14688473.0,,191065.0,975.0,174260.0,1146.0,156514251.0,1820940.0,85952426.0,Asia,6.0,873.0,1.0,,,2223.0
11.0,Spain,11662214,,103266.0,,11120708.0,,438240.0,368.0,249262.0,2207.0,471036328.0,10067681.0,46786975.0,Europe,4.0,453.0,0.0,,,9367.0
12.0,Vietnam,10297587,,42878.0,,8770994.0,,1483715.0,1205.0,104126.0,434.0,85511551.0,864665.0,98895617.0,Asia,10.0,2306.0,1.0,,,15003.0
13.0,Argentina,9057923,,128285.0,,8889899.0,,39739.0,424.0,197198.0,2793.0,35681964.0,776825.0,45933081.0,South America,5.0,358.0,1.0,,,865.0
14.0,Netherlands,8006753,,22138.0,,7191937.0,,792678.0,106.0,465447.0,1287.0,21107399.0,1227012.0,17202278.0,Europe,2.0,777.0,1.0,,,46080.0
15.0,Iran,7199861,,140711.0,,6930509.0,,128641.0,1376.0,83813.0,1638.0,50079995.0,582976.0,85904040.0,Asia,12.0,610.0,2.0,,,1497.0
16.0,Japan,7180734,56704.0,28825.0,60.0,6642021.0,50912.0,509888.0,467.0,57086.0,229.0,45167148.0,359073.0,125788137.0,Asia,18.0,4364.0,3.0,451.0,0.5,4054.0
17.0,Colombia,6088912,,139734.0,,5921849.0,,27329.0,342.0,117440.0,2695.0,34204521.0,659720.0,51847041.0,South America,9.0,371.0,2.0,,,527.0
