#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,127253754,1372.0,1639604.0,4.0,123210814.0,2343.0,2403336.0,5876.0,,,,,,North America,,,,,,
,Asia,219278633,213.0,1548368.0,2.0,202672255.0,48439.0,15058010.0,15121.0,,,,,,Asia,,,,,,
,Europe,249748785,21.0,2068767.0,,245899187.0,483.0,1780831.0,5472.0,,,,,,Europe,,,,,,
,South America,68906303,49.0,1359165.0,,66505096.0,71.0,1042042.0,10100.0,,,,,,South America,,,,,,
,Oceania,14591881,,29844.0,,14449815.0,,112222.0,59.0,,,,,,Australia/Oceania,,,,,,
,Africa,12836378,,258823.0,,12088021.0,,489534.0,547.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,692616455,1655.0,6904586.0,6.0,664825894.0,51336.0,20885975.0,37175.0,88856.0,885.8,,,,All,,,,,,
1.0,USA,107548847,1370.0,1170023.0,4.0,105679821.0,2021.0,699003.0,710.0,321228.0,3495.0,1181184142.0,3527974.0,334805269.0,North America,3.0,286.0,0.0,4.0,0.01,2088.0
2.0,India,44995933,,531918.0,,44462462.0,,1553.0,,31988.0,378.0,930797975.0,661721.0,1406631776.0,Asia,31.0,2644.0,2.0,,,1.0
3.0,France,40138560,,167642.0,,39970918.0,,0.0,869.0,612013.0,2556.0,271490188.0,4139547.0,65584518.0,Europe,2.0,391.0,0.0,,,
4.0,Germany,38428685,,174352.0,,38240600.0,,13733.0,,458119.0,2078.0,122332384.0,1458359.0,83883596.0,Europe,2.0,481.0,1.0,,,164.0
5.0,Brazil,37728415,,704794.0,,36249161.0,,774460.0,,175193.0,3273.0,63776166.0,296146.0,215353593.0,South America,6.0,306.0,3.0,,,3596.0
6.0,Japan,33803572,,74694.0,,,,,83.0,269169.0,595.0,100414883.0,799578.0,125584838.0,Asia,4.0,1681.0,1.0,,,95582.0
7.0,S. Korea,33201796,,35313.0,,32665182.0,47029.0,501301.0,174.0,646832.0,688.0,15804065.0,307892.0,51329899.0,Asia,2.0,1454.0,3.0,,,9766.0
8.0,Italy,25918253,,191053.0,,25612716.0,,114484.0,28.0,430087.0,3170.0,274396076.0,4553327.0,60262770.0,Europe,2.0,315.0,0.0,,,1900.0
9.0,UK,24651375,,228429.0,,24415197.0,426.0,7749.0,,359885.0,3335.0,522526476.0,7628357.0,68497907.0,Europe,3.0,300.0,0.0,,,113.0
10.0,Russia,22977274,,399854.0,,22430122.0,,147298.0,,157588.0,2742.0,273400000.0,1875095.0,145805947.0,Europe,6.0,365.0,1.0,,,1010.0
11.0,Turkey,17232066,,102174.0,,,,,,201399.0,1194.0,162743369.0,1902052.0,85561976.0,Asia,5.0,837.0,1.0,,,4024.0
12.0,Spain,13914811,,121760.0,,13762417.0,,30634.0,231.0,297840.0,2606.0,471036328.0,10082298.0,46719142.0,Europe,3.0,384.0,0.0,,,656.0
13.0,Australia,11736523,,22362.0,,11703798.0,,10363.0,31.0,450214.0,858.0,81916639.0,3142326.0,26068792.0,Australia/Oceania,2.0,1166.0,0.0,,,398.0
14.0,Vietnam,11621978,,43206.0,,10640357.0,,938415.0,3.0,117449.0,437.0,85826548.0,867342.0,98953541.0,Asia,9.0,2290.0,1.0,,,9483.0
15.0,Taiwan,10241506,,19005.0,,10222499.0,,2.0,,428719.0,796.0,30742304.0,1286903.0,23888595.0,Asia,2.0,1257.0,1.0,,,0.08
16.0,Argentina,10057945,,130527.0,,9927418.0,,0.0,363.0,218602.0,2837.0,35716069.0,776264.0,46010234.0,South America,5.0,352.0,1.0,,,
17.0,Netherlands,8610372,,22992.0,,8587380.0,,0.0,53.0,500270.0,1336.0,25984435.0,1509718.0,17211447.0,Europe,2.0,749.0,1.0,,,
18.0,Mexico,7633355,,334336.0,,6885378.0,,413641.0,,58021.0,2541.0,20013810.0,152124.0,131562772.0,North America,17.0,394.0,7.0,,,3144.0
19.0,Iran,7613059,,146316.0,,7373036.0,,93707.0,9.0,88500.0,1701.0,56934517.0,661854.0,86022837.0,Asia,11.0,588.0,2.0,,,1089.0
20.0,Indonesia,6812966,,161914.0,,6646184.0,,4868.0,,24407.0,580.0,114158919.0,408975.0,279134505.0,Asia,41.0,1724.0,2.0,,,17.0
21.0,Poland,6518230,3.0,119635.0,,5335940.0,,1062655.0,53.0,172715.0,3170.0,38811430.0,1028396.0,37739785.0,Europe,6.0,315.0,1.0,0.08,,28157.0
22.0,Colombia,6377142,,142942.0,,6190683.0,,43517.0,342.0,123797.0,2775.0,36951507.0,717327.0,51512762.0,South America,8.0,360.0,1.0,,,845.0
23.0,Greece,6101379,,37089.0,,6064290.0,,0.0,115.0,591412.0,3595.0,102228365.0,9909078.0,10316637.0,Europe,2.0,278.0,0.0,,,
24.0,Austria,6081287,,22542.0,,6054934.0,,3811.0,14.0,670727.0,2486.0,211273524.0,23302116.0,9066710.0,Europe,1.0,402.0,0.0,,,420.0
25.0,Portugal,5596420,,26979.0,,5567127.0,,2314.0,61.0,551884.0,2661.0,46139518.0,4549993.0,10140570.0,Europe,2.0,376.0,0.0,,,228.0
26.0,Ukraine,5557995,,112418.0,,5445577.0,,0.0,,128681.0,2603.0,32603805.0,754855.0,43192122.0,Europe,8.0,384.0,1.0,,,
27.0,Chile,5289448,49.0,64497.0,,5224804.0,71.0,147.0,10.0,274774.0,3350.0,49914398.0,2592929.0,19250195.0,South America,4.0,298.0,0.0,3.0,,8.0
28.0,Malaysia,5120581,,37164.0,,5069820.0,,13597.0,2.0,154322.0,1120.0,68379667.0,2060803.0,33181072.0,Asia,6.0,893.0,0.0,,,410.0
29.0,Israel,4831302,,12592.0,,4798473.0,,20237.0,21.0,518047.0,1350.0,41373364.0,4436346.0,9326000.0,Asia,2.0,741.0,0.0,,,2170.0
30.0,Belgium,4802854,,34376.0,,4767511.0,,967.0,43.0,411616.0,2946.0,37018657.0,3172590.0,11668278.0,Europe,2.0,339.0,0.0,,,83.0
31.0,DPRK,4772813,,74.0,,4772739.0,,0.0,,183636.0,3.0,,,25990679.0,Asia,5.0,351225.0,,,,
32.0,Thailand,4755175,,34425.0,,4692636.0,,28114.0,,67855.0,491.0,17270775.0,246450.0,70078203.0,Asia,15.0,2036.0,4.0,,,401.0
33.0,Canada,4697504,,53147.0,,4638943.0,321.0,5414.0,99.0,122368.0,1384.0,66343123.0,1728207.0,38388419.0,North America,8.0,722.0,1.0,,,141.0
34.0,Czechia,4643144,4.0,42813.0,,4600151.0,19.0,180.0,1.0,432452.0,3988.0,57244800.0,5331652.0,10736784.0,Europe,2.0,251.0,0.0,0.4,,17.0
35.0,Peru,4517034,,221364.0,,4294246.0,,1424.0,26.0,134099.0,6572.0,38753114.0,1150483.0,33684208.0,South America,7.0,152.0,1.0,,,42.0
36.0,Switzerland,4407771,,14452.0,,4392653.0,,666.0,39.0,502388.0,1647.0,23833472.0,2716487.0,8773637.0,Europe,2.0,607.0,0.0,,,76.0
37.0,Philippines,4173631,,66626.0,,4103172.0,,3833.0,162.0,37096.0,592.0,35639738.0,316772.0,112508994.0,Asia,27.0,1689.0,3.0,,,34.0
38.0,South Africa,4076463,,102595.0,,3912506.0,,61362.0,192.0,67095.0,1689.0,26795090.0,441027.0,60756135.0,Africa,15.0,592.0,2.0,,,1010.0
39.0,Romania,3409997,,68253.0,,3340632.0,,1112.0,37.0,179178.0,3586.0,27765656.0,1458944.0,19031335.0,Europe,6.0,279.0,1.0,,,58.0
40.0,Denmark,3182566,10.0,8772.0,,3173635.0,2.0,159.0,4.0,545432.0,1503.0,129314107.0,22161991.0,5834950.0,Europe,2.0,665.0,0.0,2.0,,27.0
41.0,Hong Kong,2916103,,13819.0,,2898534.0,1212.0,3750.0,28.0,383481.0,1817.0,76127725.0,10011143.0,7604299.0,Asia,3.0,550.0,0.0,,,493.0
42.0,Sweden,2712743,,24536.0,,2688207.0,,0.0,8.0,265461.0,2401.0,19500873.0,1908301.0,10218971.0,Europe,4.0,416.0,1.0,,,
43.0,Serbia,2544952,,18057.0,,2526334.0,,561.0,,294112.0,2087.0,13045481.0,1507622.0,8653016.0,Europe,3.0,479.0,1.0,,,65.0
44.0,Singapore,2518281,,1841.0,,2149583.0,,366857.0,2.0,423700.0,310.0,24756666.0,4165302.0,5943546.0,Asia,2.0,3228.0,0.0,,,61724.0
45.0,Iraq,2465545,,25375.0,,2439497.0,,673.0,21.0,58474.0,602.0,19544451.0,463523.0,42164965.0,Asia,17.0,1662.0,2.0,,,16.0
46.0,New Zealand,2436894,,4626.0,,2430081.0,,2187.0,,497508.0,944.0,7768604.0,1586011.0,4898203.0,Australia/Oceania,2.0,1059.0,1.0,,,446.0
47.0,Hungary,2203289,,48881.0,,2152155.0,,2253.0,2.0,229360.0,5088.0,11394556.0,1186160.0,9606259.0,Europe,4.0,197.0,1.0,,,235.0
48.0,Bangladesh,2044532,,29473.0,,1998448.0,,16611.0,,12178.0,176.0,15254399.0,90862.0,167885689.0,Asia,82.0,5696.0,11.0,,,99.0
49.0,Slovakia,1866857,,21167.0,,1845690.0,,0.0,2.0,341903.0,3877.0,7432749.0,1361261.0,5460193.0,Europe,3.0,258.0,1.0,,,
50.0,Georgia,1845538,,17101.0,,1776548.0,,51889.0,,465019.0,4309.0,16920079.0,4263340.0,3968738.0,Asia,2.0,232.0,0.0,,,13074.0
51.0,Jordan,1746997,,14122.0,,1731007.0,,1868.0,59.0,169597.0,1371.0,17201885.0,1669945.0,10300869.0,Asia,6.0,729.0,1.0,,,181.0
52.0,Ireland,1715065,,9125.0,,1704786.0,,1154.0,19.0,341633.0,1818.0,13083449.0,2606161.0,5020199.0,Europe,3.0,550.0,0.0,,,230.0
53.0,Pakistan,1581304,,30661.0,,1538689.0,,11954.0,1.0,6891.0,134.0,30571377.0,133215.0,229488994.0,Asia,145.0,7485.0,8.0,,,52.0
54.0,Norway,1486301,,5613.0,,1480435.0,,253.0,20.0,269679.0,1018.0,11002430.0,1996315.0,5511370.0,Europe,4.0,982.0,1.0,,,46.0
55.0,Finland,1483389,,10113.0,,1472861.0,35.0,415.0,21.0,267039.0,1821.0,12101220.0,2178453.0,5554960.0,Europe,4.0,549.0,0.0,,,75.0
56.0,Kazakhstan,1411831,,13848.0,,1383020.0,,14963.0,24.0,73514.0,721.0,11575012.0,602707.0,19205043.0,Asia,14.0,1387.0,2.0,,,779.0
57.0,Slovenia,1344323,1.0,7100.0,,1337079.0,,144.0,8.0,646921.0,3417.0,2847701.0,1370382.0,2078034.0,Europe,2.0,293.0,1.0,0.5,,69.0
58.0,Lithuania,1322017,3.0,9694.0,,1311957.0,1.0,366.0,,496680.0,3642.0,10470578.0,3933782.0,2661708.0,Europe,2.0,275.0,0.0,1.0,,138.0
59.0,Bulgaria,1309811,,38442.0,,1269930.0,,1439.0,10.0,191364.0,5616.0,11310731.0,1652505.0,6844597.0,Europe,5.0,178.0,1.0,,,210.0
60.0,Morocco,1275273,,16297.0,,1256151.0,,2825.0,3.0,33762.0,431.0,13001033.0,344191.0,37772756.0,Africa,30.0,2318.0,3.0,,,75.0
61.0,Croatia,1274123,,18286.0,,1255683.0,,154.0,6.0,313879.0,4505.0,5621887.0,1384945.0,4059286.0,Europe,3.0,222.0,1.0,,,38.0
62.0,Guatemala,1272585,,20239.0,,1248120.0,,4226.0,5.0,68477.0,1089.0,7589860.0,408407.0,18584039.0,North America,15.0,918.0,2.0,,,227.0
63.0,Costa Rica,1238883,,9428.0,,860711.0,,368744.0,52.0,239058.0,1819.0,4659757.0,899158.0,5182354.0,North America,4.0,550.0,1.0,,,71154.0
64.0,Lebanon,1238552,,10936.0,,1087587.0,,140029.0,74.0,185277.0,1636.0,4795578.0,717380.0,6684849.0,Asia,5.0,611.0,1.0,,,20947.0
65.0,Bolivia,1206709,,22399.0,,1175216.0,,9094.0,220.0,100621.0,1868.0,2710261.0,225993.0,11992656.0,South America,10.0,535.0,4.0,,,758.0
66.0,Tunisia,1153361,,29423.0,,,,,44.0,95741.0,2442.0,5013383.0,416164.0,12046656.0,Africa,10.0,409.0,2.0,,,1157.0
67.0,Cuba,1115076,2.0,8530.0,,1106477.0,1.0,69.0,2.0,98630.0,754.0,14345940.0,1268918.0,11305652.0,North America,10.0,1325.0,1.0,0.2,,6.0
68.0,Ecuador,1069114,,36042.0,,1032800.0,,272.0,759.0,59024.0,1990.0,3082403.0,170173.0,18113361.0,South America,17.0,503.0,6.0,,,15.0
69.0,UAE,1067030,,2349.0,,1054525.0,,10156.0,,105837.0,233.0,200732262.0,19910389.0,10081785.0,Asia,9.0,4292.0,0.0,,,1007.0
70.0,Panama,1047321,,8652.0,,1038425.0,,244.0,16.0,235514.0,1946.0,7770470.0,1747365.0,4446964.0,North America,4.0,514.0,1.0,,,55.0
71.0,Uruguay,1038774,,7634.0,,1030944.0,,196.0,18.0,297131.0,2184.0,6114822.0,1749083.0,3496016.0,South America,3.0,458.0,1.0,,,56.0
72.0,Mongolia,1010954,,2179.0,,1008765.0,,10.0,192.0,299269.0,645.0,4030048.0,1193000.0,3378078.0,Asia,3.0,1550.0,1.0,,,3.0
73.0,Nepal,1003396,,12031.0,,991322.0,,43.0,,33197.0,398.0,6047766.0,200088.0,30225582.0,Asia,30.0,2512.0,5.0,,,1.0
74.0,Belarus,994037,,7118.0,,985592.0,,1327.0,,105381.0,755.0,13646641.0,1446722.0,9432800.0,Europe,9.0,1325.0,1.0,,,141.0
75.0,Latvia,978261,,6389.0,,971406.0,,466.0,13.0,529122.0,3456.0,7879428.0,4261829.0,1848837.0,Europe,2.0,289.0,0.0,,,252.0
76.0,Saudi Arabia,841469,,9646.0,,827923.0,,3900.0,66.0,23475.0,269.0,45481735.0,1268848.0,35844909.0,Asia,43.0,3716.0,1.0,,,109.0
77.0,Azerbaijan,832021,,10290.0,,821714.0,,17.0,,80777.0,999.0,7661376.0,743808.0,10300205.0,Asia,12.0,1001.0,1.0,,,2.0
78.0,Paraguay,813083,,19983.0,,,,,7.0,111292.0,2735.0,2657506.0,363751.0,7305843.0,South America,9.0,366.0,3.0,,,12974.0
79.0,Bahrain,724377,186.0,1567.0,,722165.0,188.0,645.0,2.0,406045.0,878.0,10892544.0,6105744.0,1783983.0,Asia,2.0,1138.0,0.0,104.0,,362.0
80.0,Sri Lanka,672569,,16882.0,2.0,655682.0,,5.0,,31172.0,782.0,6486117.0,300619.0,21575842.0,Asia,32.0,1278.0,3.0,,0.09,0.2
81.0,Dominican Republic,667048,,4384.0,,644785.0,,17879.0,4.0,60332.0,397.0,3740928.0,338350.0,11056370.0,North America,17.0,2522.0,3.0,,,1617.0
82.0,Kuwait,666011,,2570.0,,660237.0,,3204.0,,152046.0,587.0,8455743.0,1930391.0,4380326.0,Asia,7.0,1704.0,1.0,,,731.0
83.0,Cyprus,660854,,1364.0,,659490.0,,0.0,60.0,540184.0,1115.0,9640118.0,7879860.0,1223387.0,Asia,2.0,897.0,0.0,,,
84.0,Myanmar,641088,6.0,19494.0,,619878.0,6.0,1716.0,,11608.0,353.0,11049685.0,200077.0,55227143.0,Asia,86.0,2833.0,5.0,0.1,,31.0
85.0,Palestine,621008,,5404.0,,615445.0,,159.0,17.0,116173.0,1011.0,3078533.0,575907.0,5345541.0,Asia,9.0,989.0,2.0,,,30.0
86.0,Moldova,620823,,12126.0,,504142.0,,104555.0,49.0,154696.0,3022.0,3216305.0,801437.0,4013171.0,Europe,6.0,331.0,1.0,,,26053.0
87.0,Estonia,619419,,3001.0,,524990.0,,91428.0,,468579.0,2270.0,3728343.0,2820421.0,1321910.0,Europe,2.0,440.0,0.0,,,69164.0
88.0,Venezuela,552695,,5856.0,,546537.0,,302.0,31.0,18885.0,200.0,3359014.0,114771.0,29266991.0,South America,53.0,4998.0,9.0,,,10.0
89.0,Egypt,516023,,24613.0,,442182.0,,49228.0,122.0,4861.0,232.0,3693367.0,34792.0,106156692.0,Africa,206.0,4313.0,29.0,,,464.0
90.0,Qatar,514524,,690.0,,513687.0,,147.0,16.0,172664.0,232.0,4065369.0,1364257.0,2979915.0,Asia,6.0,4319.0,1.0,,,49.0
91.0,Libya,507266,,6437.0,,500829.0,,0.0,,72047.0,914.0,2483848.0,352782.0,7040745.0,Africa,14.0,1094.0,3.0,,,
92.0,Ethiopia,500991,,7574.0,,488165.0,,5252.0,,4147.0,63.0,5563762.0,46053.0,120812698.0,Africa,241.0,15951.0,22.0,,,43.0
93.0,Réunion,486588,,921.0,,418572.0,,67095.0,10.0,535854.0,1014.0,1603660.0,1766027.0,908061.0,Africa,2.0,986.0,1.0,,,73888.0
94.0,Honduras,472619,,11116.0,,,,,105.0,46239.0,1088.0,1660662.0,162472.0,10221247.0,North America,22.0,920.0,6.0,,,32184.0
95.0,Armenia,449273,,8751.0,,435162.0,,5360.0,,151170.0,2945.0,3242901.0,1091164.0,2971966.0,Asia,7.0,340.0,1.0,,,1804.0
96.0,Bosnia and Herzegovina,403053,,16352.0,,379084.0,,7617.0,,124042.0,5032.0,1884721.0,580036.0,3249317.0,Europe,8.0,199.0,2.0,,,2344.0
97.0,Oman,399449,,4628.0,,384669.0,,10152.0,2.0,75028.0,869.0,25000000.0,4695724.0,5323993.0,Asia,13.0,1150.0,0.0,,,1907.0
98.0,Zambia,349287,,4069.0,,341316.0,,3902.0,,17940.0,209.0,4112961.0,211244.0,19470234.0,Africa,56.0,4785.0,5.0,,,200.0
99.0,North Macedonia,348374,,9677.0,,337068.0,,1629.0,,167383.0,4649.0,2226216.0,1069626.0,2081304.0,Europe,6.0,215.0,1.0,,,783.0
100.0,Kenya,343918,,5689.0,,337309.0,,920.0,1.0,6118.0,101.0,3967062.0,70569.0,56215221.0,Africa,163.0,9881.0,14.0,,,16.0
