#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,104856267,16214.0,1485565.0,23.0,98414284.0,5723.0,4956418.0,8509.0,,,,,,North America,,,,,,
,Asia,160675280,73058.0,1438341.0,166.0,155023490.0,92704.0,4213449.0,10375.0,,,,,,Asia,,,,,,
,South America,59308404,858.0,1303908.0,1.0,56172412.0,7044.0,1832084.0,10349.0,,,,,,South America,,,,,,
,Europe,201994876,237.0,1853073.0,,193335953.0,71170.0,6805850.0,5866.0,,,,,,Europe,,,,,,
,Oceania,9633512,28886.0,13812.0,32.0,9274375.0,3341.0,345325.0,141.0,,,,,,Australia/Oceania,,,,,,
,Africa,12290745,,255775.0,,11473421.0,,561549.0,1040.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,548759805,119253.0,6350489.0,222.0,523694641.0,179982.0,18714675.0,36280.0,70401.0,814.7,,,,All,,,,,,
1.0,USA,88777558,,1040792.0,,84430789.0,,3305977.0,3148.0,265134.0,3108.0,1048488212.0,3131312.0,334839943.0,North America,4.0,322.0,0.0,,,9873.0
2.0,India,43391331,,524999.0,,42772398.0,,93934.0,698.0,30843.0,373.0,860258139.0,611487.0,1406828726.0,Asia,32.0,2680.0,2.0,,,67.0
3.0,Brazil,32061959,,670418.0,,30566088.0,,825453.0,8318.0,148747.0,3110.0,63776166.0,295881.0,215546627.0,South America,7.0,322.0,3.0,,,3830.0
4.0,France,30513713,,149317.0,,29492289.0,20542.0,872107.0,869.0,465439.0,2278.0,271490188.0,4141156.0,65559029.0,Europe,2.0,439.0,0.0,,,13303.0
5.0,Germany,27771111,,140734.0,,26420800.0,14700.0,1209577.0,780.0,329379.0,1669.0,122332384.0,1450922.0,84313543.0,Europe,3.0,599.0,1.0,,,14346.0
6.0,UK,22592827,,179927.0,,22114597.0,5608.0,298303.0,146.0,329385.0,2623.0,522526476.0,7618003.0,68591005.0,Europe,3.0,381.0,0.0,,,4349.0
7.0,Russia,18415877,,380837.0,,17842800.0,,192240.0,2300.0,126086.0,2607.0,273400000.0,1871857.0,146058153.0,Europe,8.0,384.0,1.0,,,1316.0
8.0,S. Korea,18326019,6246.0,24522.0,6.0,18163684.0,13302.0,137813.0,54.0,356840.0,477.0,15804065.0,307733.0,51356402.0,Asia,3.0,2094.0,3.0,122.0,0.1,2683.0
9.0,Italy,18184917,,168058.0,,17313380.0,,703479.0,225.0,301644.0,2788.0,225620715.0,3742500.0,60286103.0,Europe,3.0,359.0,0.0,,,11669.0
10.0,Turkey,15085742,,98996.0,,14986340.0,,406.0,975.0,175144.0,1149.0,162743369.0,1889435.0,86133335.0,Asia,6.0,870.0,1.0,,,5.0
11.0,Spain,12681820,,107799.0,,12161978.0,,412043.0,339.0,271034.0,2304.0,471036328.0,10066906.0,46790574.0,Europe,4.0,434.0,0.0,,,8806.0
