#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,108080712,31173.0,1496776.0,71.0,100999287.0,22540.0,5584649.0,9514.0,,,,,,North America,,,,,,
,Asia,164421152,193217.0,1443251.0,163.0,158190306.0,102065.0,4787595.0,11153.0,,,,,,Asia,,,,,,
,South America,61132255,2954.0,1310697.0,,58047232.0,12025.0,1774326.0,10446.0,,,,,,South America,,,,,,
,Europe,210682883,19904.0,1864932.0,62.0,199527505.0,77747.0,9290446.0,6755.0,,,,,,Europe,,,,,,
,Oceania,10609135,44381.0,15182.0,52.0,10086219.0,7751.0,507734.0,187.0,,,,,,Australia/Oceania,,,,,,
,Africa,12442527,,256414.0,,11585858.0,,600255.0,1004.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,567369385,291629.0,6387267.0,348.0,538437113.0,222128.0,22545005.0,39059.0,72788.0,819.4,,,,All,,,,,,
1.0,USA,91250392,,1048822.0,,86561774.0,,3639796.0,4193.0,,,1060250142.0,,,North America,,,,,,
2.0,India,43750599,,525709.0,,43081441.0,,143449.0,698.0,31082.0,373.0,869425632.0,617662.0,1407606572.0,Asia,32.0,2678.0,2.0,,,102.0
3.0,Brazil,33290266,,675353.0,,31530552.0,,1084361.0,8318.0,154384.0,3132.0,63776166.0,295762.0,215633189.0,South America,6.0,319.0,3.0,,,5029.0
4.0,France,32942910,,150576.0,,30510364.0,,2281970.0,869.0,502429.0,2297.0,271490188.0,4140634.0,65567292.0,Europe,2.0,435.0,0.0,,,34803.0
5.0,Germany,29692989,,142533.0,,27682600.0,20800.0,1867856.0,1238.0,352109.0,1690.0,122332384.0,1450658.0,84328874.0,Europe,3.0,592.0,1.0,,,22150.0
6.0,UK,23075360,,181580.0,,22355935.0,16983.0,537845.0,146.0,336320.0,2646.0,522526476.0,7615736.0,68611424.0,Europe,3.0,378.0,0.0,,,7839.0
7.0,Italy,20076863,,169846.0,,18458467.0,,1448550.0,405.0,333054.0,2818.0,232565974.0,3858030.0,60281022.0,Europe,3.0,355.0,0.0,,,24030.0
