#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,35581475,5600.0,814568.0,588.0,27217475.0,3682.0,7549432.0,15205.0,,,,,,North America,,,
,South America,20743910,591.0,538537.0,22.0,18457805.0,818.0,1747568.0,20108.0,,,,,,South America,,,
,Asia,27841421,9957.0,423221.0,97.0,25654910.0,8820.0,1763290.0,24951.0,,,,,,Asia,,,
,Europe,38879705,21631.0,900605.0,271.0,27454940.0,10806.0,10524160.0,30246.0,,,,,,Europe,,,
,Africa,4209272,20.0,111987.0,,3779717.0,37.0,317568.0,2702.0,,,,,,Africa,,,
,Oceania,56112,531.0,1127.0,6.0,34528.0,1.0,20457.0,6.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,127312616,38330.0,2790060.0,984.0,102600081.0,24164.0,21922475.0,93218.0,16333.0,357.9,,,,All,,,
1.0,USA,30917142,,562013.0,,23348510.0,,7006619.0,8595.0,93003.0,1691.0,398281716.0,1198087.0,332431477.0,North America,11.0,592.0,1.0
2.0,Brazil,12490362,,310694.0,,10879627.0,,1300041.0,8318.0,58456.0,1454.0,28600000.0,133851.0,213671118.0,South America,17.0,688.0,7.0
3.0,India,11971624,620.0,161586.0,,11323762.0,2184.0,486276.0,8944.0,8613.0,116.0,240950842.0,173349.0,1389975388.0,Asia,116.0,8602.0,6.0
4.0,Russia,4510744,,97404.0,,4130498.0,,282842.0,2300.0,30900.0,667.0,119100000.0,815862.0,145980625.0,Europe,32.0,1499.0,1.0
5.0,France,4508575,,94465.0,,289350.0,,4124760.0,4791.0,68960.0,1445.0,62480718.0,955655.0,65379990.0,Europe,15.0,692.0,1.0
6.0,UK,4329180,,126573.0,,3787312.0,,415295.0,615.0,63526.0,1857.0,121517399.0,1783124.0,68148586.0,Europe,16.0,538.0,1.0
7.0,Italy,3512453,,107636.0,,2832939.0,,571878.0,3635.0,58157.0,1782.0,48820663.0,808340.0,60396192.0,Europe,17.0,561.0,1.0
8.0,Spain,3255324,,75010.0,,3016247.0,,164067.0,1830.0,69606.0,1604.0,41884958.0,895587.0,46768138.0,Europe,14.0,623.0,1.0
9.0,Turkey,3179115,,30923.0,,2939929.0,,208263.0,1886.0,37399.0,364.0,37657127.0,442995.0,85005752.0,Asia,27.0,2749.0,2.0
10.0,Germany,2772694,,76404.0,,2484600.0,7100.0,211690.0,3209.0,33016.0,910.0,48979281.0,583216.0,83981364.0,Europe,30.0,1099.0,2.0
11.0,Colombia,2375591,,62790.0,,2261373.0,,51428.0,1982.0,46325.0,1224.0,12542392.0,244580.0,51281321.0,South America,22.0,817.0,4.0
12.0,Argentina,2301389,,55368.0,,2072228.0,,173793.0,3506.0,50579.0,1217.0,8650723.0,190123.0,45500647.0,South America,20.0,822.0,5.0
13.0,Mexico,2224767,4922.0,201429.0,567.0,1759123.0,3325.0,264215.0,4798.0,17123.0,1550.0,6027613.0,46392.0,129927988.0,North America,58.0,645.0,22.0
14.0,Poland,2221725,,51753.0,,1775068.0,,394904.0,2823.0,58751.0,1369.0,11711826.0,309705.0,37816014.0,Europe,17.0,731.0,3.0
15.0,Iran,1846923,,62308.0,,1585114.0,,199501.0,3921.0,21784.0,735.0,12550000.0,148027.0,84782005.0,Asia,46.0,1361.0,7.0
16.0,Ukraine,1644063,11932.0,31954.0,203.0,1300625.0,3343.0,311484.0,177.0,37760.0,734.0,7945044.0,182479.0,43539474.0,Europe,26.0,1363.0,5.0
17.0,South Africa,1544466,,52648.0,,1471164.0,,20654.0,546.0,25802.0,880.0,9779615.0,163381.0,59857566.0,Africa,39.0,1137.0,6.0
18.0,Peru,1520973,,51238.0,,1432450.0,,37285.0,2301.0,45663.0,1538.0,9089474.0,272885.0,33308792.0,South America,22.0,650.0,4.0
19.0,Czechia,1515029,3955.0,25874.0,38.0,1315571.0,73.0,173584.0,1800.0,141280.0,2413.0,11956620.0,1114979.0,10723629.0,Europe,7.0,414.0,1.0
20.0,Indonesia,1492002,,40364.0,,1327121.0,,124517.0,,5413.0,146.0,12490348.0,45313.0,275648542.0,Asia,185.0,6829.0,22.0
21.0,Netherlands,1245007,,16450.0,,,,,643.0,72541.0,958.0,9747836.0,567962.0,17162822.0,Europe,14.0,1043.0,2.0
22.0,Chile,969913,,22653.0,,905435.0,,41825.0,2514.0,50420.0,1178.0,10966769.0,570091.0,19236858.0,South America,20.0,849.0,2.0
23.0,Canada,961083,,22852.0,,896206.0,,42025.0,661.0,25301.0,602.0,27233666.0,716950.0,37985458.0,North America,40.0,1662.0,1.0
