#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,120829356,,1575284.0,,115681156.0,2219.0,3572916.0,9342.0,,,,,,North America,,,,,,
,Asia,204549911,285165.0,1507378.0,476.0,192592751.0,82425.0,10449782.0,10017.0,,,,,,Asia,,,,,,
,Europe,241952156,11630.0,1975236.0,69.0,235694412.0,49025.0,4282508.0,7820.0,,,,,,Europe,,,,,,
,South America,66363115,,1339679.0,,63919858.0,21488.0,1103578.0,10195.0,,,,,,South America,,,,,,
,Oceania,13452125,3599.0,23012.0,22.0,12866360.0,,562753.0,154.0,,,,,,Australia/Oceania,,,,,,
,Africa,12734134,,258321.0,,12032124.0,,443689.0,844.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,659881518,300394.0,6678925.0,567.0,632787367.0,155155.0,20415226.0,38372.0,84657.0,856.8,,,,All,,,,,,
1.0,USA,102048475,,1114931.0,,99042381.0,,1891163.0,4159.0,304799.0,3330.0,1149843409.0,3434365.0,334805269.0,North America,3.0,300.0,0.0,,,5649.0
2.0,India,44677594,,530681.0,,44142432.0,,4481.0,698.0,31762.0,377.0,909517715.0,646593.0,1406631776.0,Asia,31.0,2651.0,2.0,,,3.0
3.0,France,39025730,,160874.0,,37755178.0,,1109678.0,869.0,595045.0,2453.0,271490188.0,4139547.0,65584518.0,Europe,2.0,408.0,0.0,,,16920.0
4.0,Germany,37136414,,160424.0,,36375300.0,29200.0,600690.0,1406.0,442714.0,1912.0,122332384.0,1458359.0,83883596.0,Europe,2.0,523.0,1.0,,,7161.0
5.0,Brazil,36037035,,692407.0,,34690928.0,,653700.0,8318.0,167339.0,3215.0,63776166.0,296146.0,215353593.0,South America,6.0,311.0,3.0,,,3035.0
6.0,S. Korea,28466390,75744.0,31611.0,62.0,27276541.0,46505.0,1158238.0,547.0,554577.0,616.0,15804065.0,307892.0,51329899.0,Asia,2.0,1624.0,3.0,1476.0,1.0,22565.0
7.0,Japan,27765782,184375.0,54365.0,339.0,20966838.0,18164.0,6744579.0,545.0,221092.0,433.0,84927057.0,676252.0,125584838.0,Asia,5.0,2310.0,1.0,1468.0,3.0,53705.0
8.0,Italy,24884034,,183138.0,,24215242.0,,485654.0,321.0,412925.0,3039.0,260732261.0,4326589.0,60262770.0,Europe,2.0,329.0,0.0,,,8059.0
9.0,UK,24089042,,198271.0,,23809380.0,3309.0,81391.0,146.0,351676.0,2895.0,522526476.0,7628357.0,68497907.0,Europe,3.0,345.0,0.0,,,1188.0
