#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,118104949,,1555493.0,,113616794.0,3197.0,2932662.0,7789.0,,,,,,North America,,,,,,
,Asia,194727738,36018.0,1490737.0,57.0,187904884.0,70419.0,5332117.0,9389.0,,,,,,Asia,,,,,,
,Europe,235090304,85.0,1946487.0,3.0,228674919.0,165899.0,4468898.0,7690.0,,,,,,Europe,,,,,,
,South America,64501125,12.0,1333376.0,,62835272.0,1366.0,332477.0,10102.0,,,,,,South America,,,,,,
,Oceania,12682368,4838.0,21748.0,5.0,12512253.0,2928.0,148367.0,101.0,,,,,,Australia/Oceania,,,,,,
,Africa,12680067,,257935.0,,12007121.0,72.0,415011.0,899.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,637787272,40953.0,6605791.0,65.0,617551949.0,243881.0,13629532.0,35970.0,81822.0,847.5,,,,All,,,,,,
1.0,USA,99647812,,1098235.0,,97206960.0,,1342617.0,2605.0,297228.0,3276.0,1132266165.0,3377308.0,335257001.0,North America,3.0,305.0,0.0,,,4005.0
2.0,India,44661516,,530509.0,,44116492.0,,14515.0,698.0,31635.0,376.0,901728285.0,638712.0,1411792127.0,Asia,32.0,2661.0,2.0,,,10.0
3.0,France,36946904,,157277.0,,36110751.0,9421.0,678876.0,869.0,563114.0,2397.0,271490188.0,4137828.0,65611757.0,Europe,2.0,417.0,0.0,,,10347.0
4.0,Germany,35823771,,154535.0,,34509500.0,119900.0,1159736.0,1406.0,424395.0,1831.0,122332384.0,1449241.0,84411371.0,Europe,2.0,546.0,1.0,,,13739.0
5.0,Brazil,34892871,,688425.0,,34067695.0,,136751.0,8318.0,161467.0,3186.0,63776166.0,295125.0,216098975.0,South America,6.0,314.0,3.0,,,633.0
6.0,S. Korea,25856910,18671.0,29390.0,18.0,25190174.0,25351.0,637346.0,365.0,503322.0,572.0,15804065.0,307637.0,51372504.0,Asia,2.0,1748.0,3.0,363.0,0.4,12406.0
7.0,UK,23930041,,194704.0,,23593475.0,10486.0,141862.0,146.0,348219.0,2833.0,522526476.0,7603559.0,68721299.0,Europe,3.0,353.0,0.0,,,2064.0
8.0,Italy,23642011,,179436.0,,23037464.0,,425111.0,238.0,392375.0,2978.0,253427252.0,4206004.0,60253681.0,Europe,3.0,336.0,0.0,,,7055.0
9.0,Japan,22674944,,47027.0,,20520694.0,,2107223.0,170.0,180576.0,375.0,78307523.0,623616.0,125570123.0,Asia,6.0,2670.0,2.0,,,16781.0
10.0,Russia,21463850,,390588.0,,20855333.0,,217929.0,2300.0,146931.0,2674.0,273400000.0,1871565.0,146080985.0,Europe,7.0,374.0,1.0,,,1492.0
11.0,Turkey,16919638,,101203.0,,16818435.0,,0.0,,195681.0,1170.0,162743369.0,1882179.0,86465414.0,Asia,5.0,854.0,1.0,,,
12.0,Spain,13529643,,115239.0,,13313832.0,,100572.0,339.0,289112.0,2463.0,471036328.0,10065485.0,46797182.0,Europe,3.0,406.0,0.0,,,2149.0
13.0,Vietnam,11505849,,43166.0,,10604663.0,,858020.0,54.0,115764.0,434.0,85826548.0,863529.0,99390446.0,Asia,9.0,2303.0,1.0,,,8633.0
14.0,Australia,10420857,1871.0,15786.0,,10364130.0,,40941.0,46.0,397847.0,603.0,78835048.0,3009761.0,26193126.0,Australia/Oceania,3.0,1659.0,0.0,71.0,,1563.0
15.0,Argentina,9720232,,130003.0,,9585193.0,,5036.0,246.0,210543.0,2816.0,35716069.0,773621.0,46167411.0,South America,5.0,355.0,1.0,,,109.0
16.0,Netherlands,8521729,,22845.0,,8430109.0,3761.0,68775.0,49.0,494769.0,1326.0,21107399.0,1225489.0,17223659.0,Europe,2.0,754.0,1.0,,,3993.0
17.0,Taiwan,7904094,16561.0,13232.0,34.0,7244362.0,44805.0,646500.0,,330470.0,553.0,27950352.0,1168604.0,23917723.0,Asia,3.0,1808.0,1.0,692.0,1.0,27030.0
18.0,Iran,7558142,,144596.0,,7332962.0,,80584.0,95.0,87365.0,1671.0,54358591.0,628335.0,86512053.0,Asia,11.0,598.0,2.0,,,931.0
19.0,Mexico,7113132,,330415.0,,6385797.0,,396920.0,4798.0,53844.0,2501.0,18600671.0,140800.0,132106602.0,North America,19.0,400.0,7.0,,,3005.0
20.0,Indonesia,6521292,,158829.0,,6325415.0,,37048.0,2771.0,23265.0,567.0,110783338.0,395231.0,280300322.0,Asia,43.0,1765.0,3.0,,,132.0
21.0,Poland,6343775,,118170.0,,5335940.0,,889665.0,1530.0,168049.0,3130.0,37670550.0,997907.0,37749563.0,Europe,6.0,319.0,1.0,,,23568.0
