#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,22918893,14660.0,505257.0,1051.0,14128979.0,14077.0,8284657.0,34712.0,,,,,,North America,,,
,Asia,20548606,33775.0,335449.0,709.0,19015226.0,41813.0,1197931.0,25082.0,,,,,,Asia,,,
,South America,13025080,1293.0,359316.0,29.0,11610912.0,290.0,1054852.0,16927.0,,,,,,South America,,,
,Europe,23208926,92116.0,534662.0,2238.0,11414452.0,87174.0,11259812.0,26857.0,,,,,,Europe,,,
,Africa,2714271,1131.0,64189.0,23.0,2269464.0,1292.0,380618.0,2449.0,,,,,,Africa,,,
,Oceania,48222,34.0,1058.0,,33437.0,7.0,13727.0,22.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,82464719,143009.0,1799946.0,4050.0,58473176.0,144653.0,22191597.0,106049.0,10579.0,230.9,,,,All,,,
1.0,USA,19979169,1465.0,346603.0,24.0,11848281.0,3809.0,7784285.0,29131.0,60184.0,1044.0,250175946.0,753620.0,331965664.0,North America,17.0,958.0,1.0
2.0,India,10245326,,148475.0,,9834141.0,802.0,262710.0,8944.0,7388.0,107.0,170922030.0,123257.0,1386715841.0,Asia,135.0,9340.0,8.0
3.0,Brazil,7564117,,192716.0,,6647538.0,,723863.0,8318.0,35461.0,903.0,28600000.0,134078.0,213308382.0,South America,28.0,1107.0,7.0
4.0,Russia,3131550,26513.0,56426.0,599.0,2525418.0,29235.0,549706.0,2300.0,21454.0,387.0,90203874.0,617980.0,145965630.0,Europe,47.0,2587.0,2.0
5.0,France,2574041,,64078.0,,191806.0,,2318157.0,2675.0,39391.0,981.0,34540094.0,528578.0,65345362.0,Europe,25.0,1020.0,2.0
6.0,UK,2382865,,71567.0,,,,,1529.0,35010.0,1051.0,54118134.0,795118.0,68063019.0,Europe,29.0,951.0,1.0
7.0,Turkey,2178580,,20388.0,,2058437.0,,99755.0,4191.0,25695.0,240.0,24141935.0,284734.0,84787671.0,Asia,39.0,4159.0,4.0
8.0,Italy,2067487,,73029.0,,1425730.0,,568728.0,2549.0,34220.0,1209.0,26243558.0,434370.0,60417484.0,Europe,29.0,827.0,2.0
9.0,Spain,1906057,,50442.0,,,,,2005.0,40759.0,1079.0,27016086.0,577714.0,46763798.0,Europe,25.0,927.0,2.0
10.0,Germany,1691707,,32420.0,,1277900.0,,381387.0,5649.0,20159.0,386.0,33708381.0,401687.0,83917119.0,Europe,50.0,2588.0,2.0
11.0,Colombia,1614822,,42620.0,,1483017.0,,89185.0,2578.0,31570.0,833.0,7982544.0,156058.0,51150999.0,South America,32.0,1200.0,6.0
12.0,Argentina,1602163,,43018.0,,1420885.0,,138260.0,3345.0,35289.0,948.0,4757372.0,104786.0,45401028.0,South America,28.0,1055.0,10.0
13.0,Mexico,1401529,12099.0,123845.0,990.0,1058429.0,9890.0,219255.0,3913.0,10814.0,956.0,3562957.0,27491.0,129602491.0,North America,92.0,1046.0,36.0
14.0,Poland,1281414,12955.0,28019.0,565.0,1025889.0,11884.0,227506.0,1580.0,33877.0,741.0,7150261.0,189031.0,37825943.0,Europe,30.0,1350.0,5.0
15.0,Iran,1218753,6272.0,55095.0,149.0,978714.0,9306.0,184944.0,5087.0,14419.0,652.0,7566946.0,89525.0,84523526.0,Asia,69.0,1534.0,11.0
16.0,Ukraine,1045348,7986.0,18324.0,243.0,698190.0,16355.0,328834.0,177.0,23975.0,420.0,5546683.0,127211.0,43602314.0,Europe,42.0,2380.0,8.0
17.0,South Africa,1021451,,27568.0,,858456.0,,135427.0,546.0,17116.0,462.0,6500482.0,108926.0,59677790.0,Africa,58.0,2165.0,9.0
18.0,Peru,1010496,,37574.0,,949391.0,,23531.0,1190.0,30438.0,1132.0,5486007.0,165249.0,33198330.0,South America,33.0,884.0,6.0
19.0,Netherlands,777902,,11212.0,,,,,684.0,45349.0,654.0,5770408.0,336394.0,17153732.0,Europe,22.0,1530.0,3.0
20.0,Indonesia,735124,8002.0,21944.0,241.0,603741.0,6958.0,109439.0,,2674.0,80.0,7297374.0,26540.0,274953540.0,Asia,374.0,12530.0,38.0
21.0,Czechia,701622,16329.0,11429.0,59.0,584483.0,265.0,105710.0,826.0,65457.0,1066.0,3747573.0,349624.0,10718867.0,Europe,15.0,938.0,3.0
22.0,Belgium,641411,1677.0,19361.0,127.0,44136.0,201.0,577914.0,499.0,55224.0,1667.0,6860508.0,590676.0,11614676.0,Europe,18.0,600.0,2.0
23.0,Romania,627941,4875.0,15596.0,127.0,554056.0,4794.0,58289.0,1149.0,32751.0,813.0,4775921.0,249090.0,19173459.0,Europe,31.0,1229.0,4.0
24.0,Chile,603986,,16488.0,,573681.0,,13817.0,745.0,31462.0,859.0,6382766.0,332480.0,19197449.0,South America,32.0,1164.0,3.0
25.0,Iraq,594442,901.0,12808.0,8.0,536348.0,1547.0,45286.0,160.0,14618.0,315.0,4511833.0,110953.0,40664475.0,Asia,68.0,3175.0,9.0
26.0,Canada,565506,,15378.0,,478157.0,,71971.0,711.0,14919.0,406.0,13710053.0,361686.0,37905980.0,North America,67.0,2465.0,3.0
27.0,Bangladesh,512496,1235.0,7531.0,22.0,456070.0,1507.0,48895.0,,3097.0,46.0,3214344.0,19422.0,165500930.0,Asia,323.0,21976.0,51.0
28.0,Pakistan,477240,2155.0,10047.0,55.0,430113.0,4619.0,37080.0,2219.0,2140.0,45.0,6656373.0,29849.0,222997904.0,Asia,467.0,22195.0,34.0
29.0,Philippines,472532,1014.0,9230.0,68.0,439509.0,518.0,23793.0,708.0,4284.0,84.0,6730274.0,61018.0,110300598.0,Asia,233.0,11950.0,16.0
30.0,Switzerland,442481,,7493.0,,317600.0,,117388.0,429.0,50942.0,863.0,3559277.0,409772.0,8685990.0,Europe,20.0,1159.0,2.0
31.0,Sweden,437379,,8727.0,23.0,,,,339.0,43174.0,861.0,4272532.0,421749.0,10130500.0,Europe,23.0,1161.0,2.0
32.0,Morocco,435189,,7314.0,,401429.0,,26446.0,782.0,11722.0,197.0,4421874.0,119102.0,37126636.0,Africa,85.0,5076.0,8.0
33.0,Israel,414967,2569.0,3304.0,12.0,370425.0,1308.0,41238.0,633.0,45117.0,359.0,7900279.0,858951.0,9197590.0,Asia,22.0,2784.0,1.0
34.0,Portugal,400002,,6751.0,,327794.0,,65457.0,486.0,39286.0,663.0,5550198.0,545106.0,10181866.0,Europe,25.0,1508.0,2.0
35.0,Saudi Arabia,362601,113.0,6214.0,10.0,353682.0,170.0,2705.0,387.0,10336.0,177.0,10973855.0,312816.0,35080861.0,Asia,97.0,5645.0,3.0
36.0,Austria,357902,2550.0,6149.0,90.0,330990.0,2016.0,20763.0,395.0,39626.0,681.0,3812271.0,422090.0,9031897.0,Europe,25.0,1469.0,2.0
37.0,Serbia,331755,,3119.0,,31536.0,,297100.0,283.0,38046.0,358.0,2268962.0,260208.0,8719787.0,Europe,26.0,2796.0,4.0
38.0,Hungary,319543,1972.0,9429.0,137.0,144234.0,5869.0,165880.0,425.0,33120.0,977.0,2639729.0,273601.0,9648108.0,Europe,30.0,1023.0,4.0
39.0,Jordan,291393,,3801.0,,266622.0,,20970.0,252.0,28420.0,371.0,3126192.0,304898.0,10253235.0,Asia,35.0,2698.0,3.0
40.0,Nepal,260059,511.0,1847.0,7.0,251912.0,600.0,6300.0,,8847.0,63.0,1926477.0,65539.0,29394371.0,Asia,113.0,15915.0,15.0
41.0,Panama,238279,,3933.0,,189764.0,,44582.0,180.0,54799.0,905.0,1275819.0,293412.0,4348210.0,North America,18.0,1106.0,3.0
42.0,Georgia,225893,1738.0,2481.0,38.0,210445.0,1494.0,12967.0,,56681.0,623.0,1876048.0,470736.0,3985347.0,Asia,18.0,1606.0,2.0
43.0,Japan,223120,,3306.0,,186946.0,,32868.0,675.0,1767.0,26.0,4802239.0,38028.0,126283144.0,Asia,566.0,38198.0,26.0
44.0,Azerbaijan,217636,1052.0,2609.0,34.0,180295.0,4067.0,34732.0,,21370.0,256.0,2185247.0,214568.0,10184412.0,Asia,47.0,3904.0,5.0
45.0,Ecuador,210326,,14001.0,,184507.0,,11818.0,362.0,11833.0,788.0,741132.0,41695.0,17775024.0,South America,85.0,1270.0,24.0
46.0,Croatia,206596,,3795.0,,195128.0,,7673.0,254.0,50480.0,927.0,1004346.0,245405.0,4092600.0,Europe,20.0,1078.0,4.0
47.0,UAE,206092,1723.0,665.0,3.0,183007.0,1607.0,22420.0,,20714.0,67.0,20743620.0,2084909.0,9949411.0,Asia,48.0,14962.0,0.0
48.0,Bulgaria,199491,,7405.0,,115402.0,,76684.0,474.0,28819.0,1070.0,1141072.0,164841.0,6922250.0,Europe,35.0,935.0,6.0
49.0,Belarus,192361,1957.0,1414.0,10.0,171901.0,2644.0,19046.0,,20360.0,150.0,3962318.0,419392.0,9447774.0,Europe,49.0,6682.0,2.0
50.0,Lebanon,175118,,1430.0,,125473.0,,48215.0,426.0,25714.0,210.0,1943220.0,285341.0,6810169.0,Asia,39.0,4762.0,4.0
51.0,Slovakia,173228,3041.0,2065.0,82.0,124427.0,2667.0,46736.0,403.0,31721.0,378.0,1407029.0,257652.0,5460959.0,Europe,32.0,2645.0,4.0
52.0,Dominican Republic,168265,,2405.0,,129965.0,,35895.0,246.0,15435.0,221.0,860206.0,78906.0,10901713.0,North America,65.0,4533.0,13.0
53.0,Costa Rica,166799,,2156.0,,130989.0,,33654.0,245.0,32596.0,421.0,483612.0,94508.0,5117141.0,North America,31.0,2373.0,11.0
54.0,Denmark,161230,2783.0,1256.0,30.0,122954.0,4227.0,37020.0,136.0,27787.0,216.0,10451869.0,1801320.0,5802339.0,Europe,36.0,4620.0,1.0
55.0,Armenia,158878,582.0,2807.0,10.0,141844.0,902.0,14227.0,,53566.0,946.0,591048.0,199275.0,2965999.0,Asia,19.0,1057.0,5.0
56.0,Bolivia,156887,1293.0,9135.0,29.0,130910.0,290.0,16842.0,71.0,13350.0,777.0,408102.0,34727.0,11751553.0,South America,75.0,1286.0,29.0
57.0,Kazakhstan,153925,726.0,2262.0,,141731.0,1047.0,9932.0,221.0,8150.0,120.0,5250104.0,277965.0,18887624.0,Asia,123.0,8350.0,4.0
58.0,Kuwait,150093,,932.0,,146056.0,,3105.0,43.0,34892.0,217.0,1249114.0,290377.0,4301692.0,Asia,29.0,4616.0,3.0
59.0,Qatar,143621,193.0,245.0,,141300.0,153.0,2076.0,30.0,51151.0,87.0,1236193.0,440270.0,2807805.0,Asia,20.0,11460.0,2.0
60.0,Moldova,142851,,2934.0,,128501.0,,11416.0,193.0,35453.0,728.0,551384.0,136844.0,4029284.0,Europe,28.0,1373.0,7.0
61.0,Lithuania,138219,3934.0,1422.0,75.0,66485.0,,70312.0,210.0,51132.0,526.0,1598754.0,591433.0,2703187.0,Europe,20.0,1901.0,2.0
62.0,Greece,136976,,4730.0,,9989.0,,122257.0,458.0,13174.0,455.0,3315550.0,318876.0,10397602.0,Europe,76.0,2198.0,3.0
63.0,Palestine,136736,1277.0,1371.0,20.0,115127.0,2045.0,20238.0,127.0,26502.0,266.0,878495.0,170269.0,5159446.0,Asia,38.0,3763.0,6.0
64.0,Guatemala,136287,,4781.0,,125161.0,,6345.0,5.0,7539.0,264.0,630182.0,34858.0,18078380.0,North America,133.0,3781.0,29.0
