#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,2332898,5178.0,138570.0,631.0,966666.0,3258.0,1227662.0,19520.0,,,,,,North America,,,
,South America,1219723,695.0,52857.0,12.0,563854.0,31.0,603012.0,11932.0,,,,,,South America,,,
,Europe,2124695,,180184.0,,1105422.0,,839089.0,7011.0,,,,,,Europe,,,
,Asia,1431357,5721.0,36415.0,87.0,866147.0,1410.0,528795.0,15055.0,,,,,,Asia,,,
,Africa,205520,,5568.0,,92914.0,,107038.0,499.0,,,,,,Africa,,,
,Oceania,8885,7.0,124.0,,8328.0,20.0,433.0,3.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,World,7323799,11601.0,413733.0,730.0,3603982.0,4719.0,3306084.0,54024.0,940.0,53.1,,,,All,,,
1.0,USA,2045549,,114148.0,,788862.0,,1142539.0,16952.0,6182.0,345.0,22140676.0,66912.0,330891117.0,North America,162.0,2899.0,15.0
2.0,Brazil,742084,,38497.0,,325602.0,,377985.0,8318.0,3493.0,181.0,999836.0,4706.0,212471616.0,South America,286.0,5519.0,213.0
3.0,Russia,485253,,6142.0,,242397.0,,236714.0,2300.0,3325.0,42.0,13254678.0,90828.0,145931041.0,Europe,301.0,23760.0,11.0
4.0,UK,289140,,40883.0,,,,,516.0,4260.0,602.0,5870506.0,86502.0,67865632.0,Europe,235.0,1660.0,12.0
5.0,Spain,289046,,27136.0,,,,,617.0,6182.0,580.0,4465338.0,95508.0,46753788.0,Europe,162.0,1723.0,10.0
6.0,India,276146,,7750.0,,134670.0,,133726.0,8944.0,200.0,6.0,5061332.0,3670.0,1379196659.0,Asia,4994.0,177961.0,272.0
7.0,Italy,235561,,34043.0,,168646.0,,32872.0,263.0,3896.0,563.0,4318650.0,71422.0,60466601.0,Europe,257.0,1776.0,14.0
