#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,125794819,,1623679.0,,121392735.0,1238.0,2778405.0,7038.0,,,,,,North America,,,,,,
,Asia,215427891,12206.0,1541039.0,14.0,199964258.0,17857.0,13922594.0,15523.0,,,,,,Asia,,,,,,
,Europe,248012104,,2031906.0,,243688502.0,30780.0,2291696.0,6422.0,,,,,,Europe,,,,,,
,South America,68399454,,1352957.0,,66415331.0,,631166.0,10185.0,,,,,,South America,,,,,,
,Oceania,14018372,1.0,26715.0,,13838932.0,,152725.0,61.0,,,,,,Australia/Oceania,,,,,,
,Africa,12813098,,258670.0,,12080934.0,,473494.0,548.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,684466459,12207.0,6834981.0,14.0,657381398.0,49863.0,20250080.0,39777.0,87811.0,876.9,,,,All,,,,,,
1.0,USA,106305779,,1156300.0,,104088992.0,,1060487.0,1872.0,317515.0,3454.0,1175014579.0,3509546.0,334805269.0,North America,3.0,290.0,0.0,,,3167.0
2.0,India,44739054,,530929.0,,44182538.0,,25587.0,,31806.0,377.0,922164863.0,655584.0,1406631776.0,Asia,31.0,2649.0,2.0,,,18.0
3.0,France,39817657,,165794.0,,39517588.0,,134275.0,869.0,607120.0,2528.0,271490188.0,4139547.0,65584518.0,Europe,2.0,396.0,0.0,,,2047.0
4.0,Germany,38363343,,171169.0,,38104500.0,,87674.0,,457340.0,2041.0,122332384.0,1458359.0,83883596.0,Europe,2.0,490.0,1.0,,,1045.0
5.0,Brazil,37319254,,700556.0,,36249161.0,,369537.0,,173293.0,3253.0,63776166.0,296146.0,215353593.0,South America,6.0,307.0,3.0,,,1716.0
6.0,Japan,33491480,,74002.0,,21722070.0,,11695408.0,56.0,266684.0,589.0,98452116.0,783949.0,125584838.0,Asia,4.0,1697.0,1.0,,,93128.0
7.0,S. Korea,30883824,12084.0,34309.0,13.0,30664734.0,8800.0,184781.0,136.0,601673.0,668.0,15804065.0,307892.0,51329899.0,Asia,2.0,1496.0,3.0,235.0,0.3,3600.0
8.0,Italy,25695311,,189089.0,,25372554.0,,133668.0,84.0,426388.0,3138.0,270012027.0,4480578.0,60262770.0,Europe,2.0,319.0,0.0,,,2218.0
9.0,UK,24448729,,209396.0,,24221314.0,3876.0,18019.0,,356927.0,3057.0,522526476.0,7628357.0,68497907.0,Europe,3.0,327.0,0.0,,,263.0
10.0,Russia,22679739,,397420.0,,22049429.0,,232890.0,,155547.0,2726.0,273400000.0,1875095.0,145805947.0,Europe,6.0,367.0,1.0,,,1597.0
11.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,1902052.0,85561976.0,Asia,5.0,843.0,1.0,,,1819.0
12.0,Spain,13798747,,120426.0,,13645949.0,,32372.0,231.0,295355.0,2578.0,471036328.0,10082298.0,46719142.0,Europe,3.0,388.0,0.0,,,693.0
13.0,Vietnam,11527454,,43186.0,,10615014.0,,869254.0,7.0,116494.0,436.0,85826548.0,867342.0,98953541.0,Asia,9.0,2291.0,1.0,,,8784.0
14.0,Australia,11327773,,19856.0,,11264265.0,,43652.0,33.0,434534.0,762.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,2.0,1313.0,0.0,,,1674.0
15.0,Taiwan,10239998,,19005.0,,10187477.0,9062.0,33516.0,,428656.0,796.0,30742304.0,1286903.0,23888595.0,Asia,2.0,1257.0,1.0,,,1403.0
16.0,Argentina,10044957,,130472.0,,9914485.0,,0.0,363.0,218320.0,2836.0,35716069.0,776264.0,46010234.0,South America,5.0,353.0,1.0,,,
17.0,Netherlands,8610372,,22992.0,,8575974.0,784.0,11406.0,53.0,500270.0,1336.0,25984435.0,1509718.0,17211447.0,Europe,2.0,749.0,1.0,,,663.0
18.0,Iran,7585422,,145220.0,,7342490.0,,97712.0,407.0,88179.0,1688.0,55353767.0,643478.0,86022837.0,Asia,11.0,592.0,2.0,,,1136.0
19.0,Mexico,7547892,,333555.0,,6788390.0,,425947.0,,57371.0,2535.0,19810846.0,150581.0,131562772.0,North America,17.0,394.0,7.0,,,3238.0
20.0,Indonesia,6748973,,161039.0,,6581989.0,,5945.0,,24178.0,577.0,114158919.0,408975.0,279134505.0,Asia,41.0,1733.0,2.0,,,21.0
21.0,Poland,6500971,,119391.0,,5335940.0,,1045640.0,696.0,172258.0,3164.0,38555058.0,1021602.0,37739785.0,Europe,6.0,316.0,1.0,,,27707.0
22.0,Colombia,6363058,,142690.0,,6186006.0,,34362.0,342.0,123524.0,2770.0,36951507.0,717327.0,51512762.0,South America,8.0,361.0,1.0,,,667.0
23.0,Austria,6041470,,22157.0,,5998735.0,,20578.0,55.0,666335.0,2444.0,211273524.0,23302116.0,9066710.0,Europe,2.0,409.0,0.0,,,2270.0
24.0,Greece,5965643,,36582.0,,5901890.0,8989.0,27171.0,115.0,578255.0,3546.0,102228365.0,9909078.0,10316637.0,Europe,2.0,282.0,0.0,,,2634.0
25.0,Portugal,5576583,,26450.0,,5544023.0,,6110.0,61.0,549928.0,2608.0,46052812.0,4541442.0,10140570.0,Europe,2.0,383.0,0.0,,,603.0
26.0,Ukraine,5465954,,111676.0,,5315802.0,15372.0,38476.0,,126550.0,2586.0,32603805.0,754855.0,43192122.0,Europe,8.0,387.0,1.0,,,891.0
27.0,Chile,5269112,,64497.0,,5201598.0,,3017.0,84.0,273717.0,3350.0,49096959.0,2550466.0,19250195.0,South America,4.0,298.0,0.0,,,157.0
28.0,Malaysia,5052337,,36982.0,,5004043.0,,11312.0,13.0,152266.0,1115.0,68335643.0,2059477.0,33181072.0,Asia,7.0,897.0,0.0,,,341.0
29.0,Israel,4815744,,12415.0,,4798473.0,,4856.0,21.0,516378.0,1331.0,41373364.0,4436346.0,9326000.0,Asia,2.0,751.0,0.0,,,521.0
30.0,Belgium,4776837,,34059.0,,4700347.0,1652.0,42431.0,43.0,409387.0,2919.0,36921180.0,3164236.0,11668278.0,Europe,2.0,343.0,0.0,,,3636.0
31.0,DPRK,4772813,,74.0,,4772739.0,,0.0,,183636.0,3.0,,,25990679.0,Asia,5.0,351225.0,,,,
32.0,Thailand,4728799,,33938.0,,4692636.0,,2225.0,,67479.0,484.0,17270775.0,246450.0,70078203.0,Asia,15.0,2065.0,4.0,,,32.0
33.0,Czechia,4635346,,42683.0,,4586718.0,,5945.0,43.0,431726.0,3975.0,57127316.0,5320710.0,10736784.0,Europe,2.0,252.0,0.0,,,554.0
34.0,Canada,4634277,,52121.0,,4550969.0,1238.0,31187.0,99.0,120721.0,1358.0,66343123.0,1728207.0,38388419.0,North America,8.0,737.0,1.0,,,812.0
35.0,Peru,4494371,,219849.0,,4270642.0,,3880.0,37.0,133427.0,6527.0,38364887.0,1138958.0,33684208.0,South America,7.0,153.0,1.0,,,115.0
36.0,Switzerland,4397632,,14452.0,,4376555.0,,6625.0,39.0,501232.0,1647.0,23833472.0,2716487.0,8773637.0,Europe,2.0,607.0,0.0,,,755.0
37.0,Philippines,4082580,,66396.0,,4007064.0,,9120.0,162.0,36287.0,590.0,34855638.0,309803.0,112508994.0,Asia,28.0,1695.0,3.0,,,81.0
38.0,South Africa,4074814,,102595.0,,3912506.0,,59713.0,192.0,67068.0,1689.0,26795090.0,441027.0,60756135.0,Africa,15.0,592.0,2.0,,,983.0
39.0,Romania,3374825,,67917.0,,3291922.0,,14986.0,134.0,177330.0,3569.0,27060823.0,1421909.0,19031335.0,Europe,6.0,280.0,1.0,,,787.0
40.0,Denmark,3178740,,8407.0,,3168736.0,,1597.0,19.0,544776.0,1441.0,129244268.0,22150022.0,5834950.0,Europe,2.0,694.0,0.0,,,274.0
41.0,Hong Kong,2885246,,13482.0,,2869864.0,,1900.0,28.0,379423.0,1773.0,76127725.0,10011143.0,7604299.0,Asia,3.0,564.0,0.0,,,250.0
42.0,Sweden,2701192,,23823.0,,2675213.0,141.0,2156.0,8.0,264331.0,2331.0,19500873.0,1908301.0,10218971.0,Europe,4.0,429.0,1.0,,,211.0
43.0,Serbia,2521699,,17982.0,,2489581.0,,14136.0,12.0,291424.0,2078.0,12656024.0,1462614.0,8653016.0,Europe,3.0,481.0,1.0,,,1634.0
44.0,Iraq,2465545,,25375.0,,2439497.0,,673.0,21.0,58474.0,602.0,19544451.0,463523.0,42164965.0,Asia,17.0,1662.0,2.0,,,16.0
45.0,Singapore,2298689,,1727.0,,2149583.0,,147379.0,2.0,386754.0,291.0,24756666.0,4165302.0,5943546.0,Asia,3.0,3442.0,0.0,,,24796.0
46.0,New Zealand,2274370,,4015.0,,2259509.0,,10846.0,,464327.0,820.0,7768604.0,1586011.0,4898203.0,Australia/Oceania,2.0,1220.0,1.0,,,2214.0
47.0,Hungary,2199764,,48811.0,,2146693.0,,4260.0,3.0,228993.0,5081.0,11394556.0,1186160.0,9606259.0,Europe,4.0,197.0,1.0,,,443.0
48.0,Bangladesh,2038053,,29446.0,,1998448.0,,10159.0,,12140.0,175.0,15254399.0,90862.0,167885689.0,Asia,82.0,5701.0,11.0,,,61.0
49.0,Slovakia,1865664,,21115.0,,1843712.0,,837.0,17.0,341685.0,3867.0,7419720.0,1358875.0,5460193.0,Europe,3.0,259.0,1.0,,,153.0
50.0,Georgia,1833502,,17019.0,,1776548.0,,39935.0,,461986.0,4288.0,16920079.0,4263340.0,3968738.0,Asia,2.0,233.0,0.0,,,10062.0
51.0,Jordan,1746997,,14122.0,,1731007.0,,1868.0,59.0,169597.0,1371.0,17201885.0,1669945.0,10300869.0,Asia,6.0,729.0,1.0,,,181.0
52.0,Ireland,1707466,,8763.0,,1695087.0,,3616.0,12.0,340119.0,1746.0,13076646.0,2604806.0,5020199.0,Europe,3.0,573.0,0.0,,,720.0
53.0,Pakistan,1579969,58.0,30651.0,1.0,1538689.0,,10629.0,15.0,6885.0,134.0,30570862.0,133213.0,229488994.0,Asia,145.0,7487.0,8.0,0.3,,46.0
54.0,Norway,1481506,,5213.0,,1474923.0,,1370.0,20.0,268809.0,946.0,11002430.0,1996315.0,5511370.0,Europe,4.0,1057.0,1.0,,,249.0
55.0,Finland,1466778,,9054.0,,1455082.0,72.0,2642.0,21.0,264048.0,1630.0,12069254.0,2172699.0,5554960.0,Europe,4.0,614.0,0.0,,,476.0
56.0,Kazakhstan,1410222,64.0,13848.0,,1383020.0,,13354.0,24.0,73430.0,721.0,11575012.0,602707.0,19205043.0,Asia,14.0,1387.0,2.0,3.0,,695.0
57.0,Slovenia,1341726,,7100.0,,1328006.0,,6620.0,8.0,645671.0,3417.0,2847701.0,1370382.0,2078034.0,Europe,2.0,293.0,1.0,,,3186.0
58.0,Lithuania,1315338,,9642.0,,1300462.0,,5234.0,5.0,494171.0,3622.0,10419935.0,3914755.0,2661708.0,Europe,2.0,276.0,0.0,,,1966.0
