#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,31060694,13741.0,667310.0,1740.0,20031344.0,14329.0,10362040.0,31266.0,,,,,,North America,,,
,Asia,23320577,18099.0,376182.0,358.0,21784084.0,18302.0,1160311.0,23165.0,,,,,,Asia,,,
,South America,16127398,2021.0,421491.0,58.0,14400772.0,1574.0,1305135.0,19851.0,,,,,,South America,,,
,Europe,30772129,39625.0,720659.0,980.0,17484083.0,61014.0,12567387.0,29657.0,,,,,,Europe,,,
,Africa,3630190,40.0,93186.0,3.0,3126221.0,35.0,410783.0,2645.0,,,,,,Africa,,,
,Oceania,50296,14.0,1078.0,,34099.0,14.0,15119.0,13.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,104962005,73540.0,2279921.0,3139.0,76861309.0,95268.0,25820775.0,106597.0,13466.0,292.5,,,,All,,,
1.0,USA,27150457,,461930.0,,16906778.0,,9781749.0,23449.0,81740.0,1391.0,317086758.0,954631.0,332156223.0,North America,12.0,719.0,1.0
2.0,India,10791123,,154742.0,,10480455.0,947.0,155926.0,8944.0,7774.0,111.0,199216019.0,143522.0,1388049292.0,Asia,129.0,8970.0,7.0
3.0,Brazil,9339921,,227592.0,,8236864.0,,875465.0,8318.0,43756.0,1066.0,28600000.0,133985.0,213456774.0,South America,23.0,938.0,7.0
4.0,Russia,3917918,16714.0,75205.0,521.0,3389913.0,24546.0,452800.0,2300.0,26840.0,515.0,103200000.0,706986.0,145971764.0,Europe,37.0,1941.0,1.0
5.0,UK,3871825,,109335.0,,1804913.0,,1957577.0,3638.0,56857.0,1606.0,73448821.0,1078575.0,68098024.0,Europe,18.0,623.0,1.0
6.0,France,3251160,,77595.0,,228472.0,,2945093.0,3277.0,49743.0,1187.0,44710507.0,684070.0,65359528.0,Europe,20.0,842.0,1.0
