#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,61124439,2999.0,1218503.0,204.0,48961443.0,2474.0,10944493.0,21385.0,,,,,,North America,,,,,,
,Asia,83353217,16297.0,1236179.0,172.0,80598154.0,21133.0,1518884.0,30355.0,,,,,,Asia,,,,,,
,South America,39251856,34.0,1187566.0,,37304684.0,,759606.0,12763.0,,,,,,South America,,,,,,
,Europe,79250099,33066.0,1473843.0,444.0,69382397.0,84450.0,8393859.0,23178.0,,,,,,Europe,,,,,,
,Africa,9134308,13.0,225863.0,,8302059.0,1.0,606386.0,1370.0,,,,,,Africa,,,,,,
,Oceania,400030,3502.0,4382.0,10.0,358674.0,26.0,36974.0,176.0,,,,,,Australia/Oceania,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,272514670,55911.0,5346351.0,830.0,244908117.0,108081.0,22260202.0,89227.0,34961.0,685.9,,,,All,,,,,,
1.0,USA,51290979,,823390.0,,40343561.0,,10124028.0,15556.0,153647.0,2467.0,781366086.0,2340655.0,333823623.0,North America,7.0,405.0,0.0,,,30327.0
2.0,India,34718669,,476478.0,,34154879.0,7948.0,87312.0,8944.0,24804.0,340.0,660247762.0,471701.0,1399716988.0,Asia,40.0,2938.0,2.0,,,62.0
3.0,Brazil,22201221,,617348.0,,21414318.0,,169555.0,8318.0,103379.0,2875.0,63776166.0,296971.0,214755203.0,South America,10.0,348.0,3.0,,,790.0
4.0,UK,11010286,,146791.0,,9617941.0,,1245554.0,896.0,160959.0,2146.0,380861666.0,5567802.0,68404314.0,Europe,6.0,466.0,0.0,,,18209.0
5.0,Russia,10103160,,292891.0,,8839633.0,,970636.0,2300.0,69188.0,2006.0,232800000.0,1594243.0,146025438.0,Europe,14.0,499.0,1.0,,,6647.0
6.0,Turkey,9100324,,79696.0,,8687265.0,,333363.0,1128.0,106241.0,930.0,112975302.0,1318919.0,85657520.0,Asia,9.0,1075.0,1.0,,,3892.0
7.0,France,8399846,,120983.0,,7395763.0,,883100.0,2843.0,128274.0,1848.0,175073861.0,2673558.0,65483478.0,Europe,8.0,541.0,0.0,,,13486.0
8.0,Germany,6656161,,107675.0,,5618600.0,58900.0,929886.0,4636.0,79077.0,1279.0,87852398.0,1043708.0,84173371.0,Europe,13.0,782.0,1.0,,,11047.0
9.0,Iran,6162954,,130883.0,,5985735.0,,46336.0,3004.0,72035.0,1530.0,40362269.0,471773.0,85554505.0,Asia,14.0,654.0,2.0,,,542.0
10.0,Spain,5393268,,88619.0,,4961880.0,,342769.0,1245.0,115287.0,1894.0,66213858.0,1415397.0,46781107.0,Europe,9.0,528.0,1.0,,,7327.0
11.0,Argentina,5371341,,116857.0,,5222213.0,,32271.0,742.0,117282.0,2552.0,26836671.0,585974.0,45798370.0,South America,9.0,392.0,2.0,,,705.0
12.0,Italy,5282076,,135178.0,,4841245.0,,305653.0,870.0,87549.0,2241.0,127717255.0,2116888.0,60332558.0,Europe,11.0,446.0,0.0,,,5066.0
13.0,Colombia,5099746,,129256.0,,4940312.0,,30178.0,342.0,98697.0,2502.0,28778306.0,556955.0,51670809.0,South America,10.0,400.0,2.0,,,584.0
14.0,Indonesia,4259644,,143969.0,,4110811.0,,4864.0,,15338.0,518.0,59039281.0,212581.0,277725653.0,Asia,65.0,1929.0,5.0,,,18.0
15.0,Mexico,3924638,2956.0,297187.0,204.0,3279903.0,2283.0,347548.0,4798.0,29982.0,2270.0,12114652.0,92548.0,130900782.0,North America,33.0,440.0,11.0,23.0,2.0,2655.0
16.0,Poland,3881349,,89714.0,,3344222.0,,447413.0,2114.0,102718.0,2374.0,25659484.0,679068.0,37786343.0,Europe,10.0,421.0,1.0,,,11841.0
17.0,Ukraine,3588147,9590.0,92313.0,355.0,3284815.0,25499.0,211019.0,177.0,82768.0,2129.0,16405911.0,378438.0,43351667.0,Europe,12.0,470.0,3.0,221.0,8.0,4868.0
18.0,South Africa,3231031,,90226.0,,2949209.0,,191596.0,546.0,53498.0,1494.0,20436207.0,338377.0,60394854.0,Africa,19.0,669.0,3.0,,,3172.0
19.0,Netherlands,2920438,,20255.0,,2294049.0,,606134.0,625.0,169892.0,1178.0,19205114.0,1117227.0,17189987.0,Europe,6.0,849.0,1.0,,,35261.0
20.0,Philippines,2836915,,50449.0,,2776273.0,,10193.0,899.0,25398.0,452.0,24734754.0,221440.0,111699463.0,Asia,39.0,2214.0,5.0,,,91.0
21.0,Malaysia,2703140,,30989.0,,2615162.0,,56989.0,384.0,81992.0,940.0,39369907.0,1194173.0,32968335.0,Asia,12.0,1064.0,1.0,,,1729.0
22.0,Czechia,2378728,11625.0,34923.0,45.0,2100324.0,404.0,243481.0,942.0,221527.0,3252.0,45849736.0,4269913.0,10737863.0,Europe,5.0,307.0,0.0,1083.0,4.0,22675.0
23.0,Peru,2258456,,201992.0,,,,,941.0,67138.0,6005.0,20969226.0,623362.0,33638923.0,South America,15.0,167.0,2.0,,,9982.0
24.0,Thailand,2181960,3684.0,21284.0,26.0,2115232.0,4531.0,45444.0,1061.0,31147.0,304.0,14913135.0,212879.0,70054586.0,Asia,32.0,3291.0,5.0,53.0,0.4,649.0
25.0,Iraq,2089259,,24017.0,,2057506.0,,7736.0,91.0,50305.0,578.0,16608469.0,399894.0,41532169.0,Asia,20.0,1729.0,3.0,,,186.0
26.0,Belgium,1980120,11851.0,27729.0,44.0,1466281.0,,486110.0,815.0,169779.0,2378.0,26170803.0,2243929.0,11662937.0,Europe,6.0,421.0,0.0,1016.0,4.0,41680.0
27.0,Canada,1851057,,29994.0,,1780679.0,,40384.0,455.0,48428.0,785.0,50364181.0,1317641.0,38222990.0,North America,21.0,1274.0,1.0,,,1057.0
28.0,Romania,1795418,,57935.0,,1720505.0,,16978.0,639.0,94242.0,3041.0,16526044.0,867461.0,19051059.0,Europe,11.0,329.0,1.0,,,891.0
29.0,Chile,1786184,,38727.0,,1690040.0,,57417.0,668.0,92287.0,2001.0,26489558.0,1368641.0,19354637.0,South America,11.0,500.0,1.0,,,2967.0
30.0,Japan,1729208,173.0,18376.0,1.0,1709839.0,115.0,993.0,27.0,13733.0,146.0,28655863.0,227584.0,125913469.0,Asia,73.0,6852.0,4.0,1.0,0.01,8.0
31.0,Bangladesh,1580302,,28038.0,,1544933.0,,7331.0,1352.0,9459.0,168.0,11193258.0,66996.0,167073236.0,Asia,106.0,5959.0,15.0,,,44.0
32.0,Vietnam,1459175,,28616.0,,1063428.0,,367131.0,7822.0,14797.0,290.0,71771988.0,727828.0,98611149.0,Asia,68.0,3446.0,1.0,,,3723.0
33.0,Israel,1352403,,8227.0,,1337834.0,,6342.0,81.0,145014.0,882.0,36081323.0,3868896.0,9326000.0,Asia,7.0,1134.0,0.0,,,680.0
