#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,122617042,,1588133.0,,117315062.0,,3713847.0,9637.0,,,,,,North America,,,,,,
,Asia,211074868,187224.0,1521878.0,417.0,195619577.0,106769.0,13933413.0,17336.0,,,,,,Asia,,,,,,
,Europe,244035151,5059.0,1995216.0,51.0,239234049.0,64523.0,2805886.0,7235.0,,,,,,Europe,,,,,,
,South America,67456767,751.0,1344710.0,2.0,65307187.0,3587.0,804870.0,10313.0,,,,,,South America,,,,,,
,Oceania,13814970,67.0,24223.0,,13589496.0,182.0,201251.0,131.0,,,,,,Australia/Oceania,,,,,,
,Africa,12755841,,258406.0,,12047936.0,,449499.0,840.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,671755360,193101.0,6732581.0,470.0,643114013.0,174753.0,21908766.0,45492.0,86180.0,863.7,,,,All,,,,,,
1.0,USA,103583983,,1125558.0,,100449206.0,,2009219.0,4454.0,309386.0,3362.0,1157800576.0,3458131.0,334805269.0,North America,3.0,297.0,0.0,,,6001.0
2.0,India,44681884,,530726.0,,44148472.0,,2686.0,698.0,31765.0,377.0,913255016.0,649250.0,1406631776.0,Asia,31.0,2650.0,2.0,,,2.0
3.0,France,39453006,,163463.0,,39056393.0,,233150.0,869.0,601560.0,2492.0,271490188.0,4139547.0,65584518.0,Europe,2.0,401.0,0.0,,,3555.0
4.0,Germany,37622357,,163965.0,,37104300.0,40500.0,354092.0,1281.0,448507.0,1955.0,122332384.0,1458359.0,83883596.0,Europe,2.0,512.0,1.0,,,4221.0
5.0,Brazil,36661526,,695461.0,,35580516.0,,385549.0,8318.0,170239.0,3229.0,63776166.0,296146.0,215353593.0,South America,6.0,310.0,3.0,,,1790.0
6.0,Japan,31597810,126989.0,63320.0,357.0,21383923.0,13528.0,10150567.0,690.0,251605.0,504.0,88389228.0,703821.0,125584838.0,Asia,4.0,1983.0,1.0,1011.0,3.0,80826.0
7.0,S. Korea,29861234,40199.0,33014.0,30.0,28963363.0,65172.0,864857.0,503.0,581751.0,643.0,15804065.0,307892.0,51329899.0,Asia,2.0,1555.0,3.0,783.0,0.6,16849.0
8.0,Italy,25363742,,185993.0,,24824106.0,,353643.0,310.0,420886.0,3086.0,264182282.0,4383839.0,60262770.0,Europe,2.0,324.0,0.0,,,5868.0
9.0,UK,24243393,,202157.0,,23935279.0,8569.0,105957.0,146.0,353929.0,2951.0,522526476.0,7628357.0,68497907.0,Europe,3.0,339.0,0.0,,,1547.0
10.0,Russia,21864944,4042.0,394483.0,45.0,21283039.0,4933.0,187422.0,2300.0,149959.0,2706.0,273400000.0,1875095.0,145805947.0,Europe,7.0,370.0,1.0,28.0,0.3,1285.0
11.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,1902052.0,85561976.0,Asia,5.0,843.0,1.0,,,1819.0
12.0,Spain,13711251,,117759.0,,13522850.0,,70642.0,231.0,293483.0,2521.0,471036328.0,10082298.0,46719142.0,Europe,3.0,397.0,0.0,,,1512.0
13.0,Vietnam,11526167,,43186.0,,10612117.0,,870864.0,3.0,116481.0,436.0,85826548.0,867342.0,98953541.0,Asia,9.0,2291.0,1.0,,,8801.0
14.0,Australia,11247412,,17712.0,,11146950.0,,82750.0,102.0,431451.0,679.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,2.0,1472.0,0.0,,,3174.0
15.0,Argentina,10024095,,130338.0,,9760801.0,,132956.0,402.0,217867.0,2833.0,35716069.0,776264.0,46010234.0,South America,5.0,353.0,1.0,,,2890.0
16.0,Taiwan,9245066,19970.0,15903.0,30.0,8750384.0,28113.0,478779.0,,387008.0,666.0,29778185.0,1246544.0,23888595.0,Asia,3.0,1502.0,1.0,836.0,1.0,20042.0
17.0,Netherlands,8577856,,22989.0,,8533720.0,578.0,21147.0,55.0,498381.0,1336.0,25984435.0,1509718.0,17211447.0,Europe,2.0,749.0,1.0,,,1229.0
18.0,Iran,7562755,,144727.0,,7336791.0,,81237.0,188.0,87916.0,1682.0,54420785.0,632632.0,86022837.0,Asia,11.0,594.0,2.0,,,944.0
19.0,Mexico,7314891,,331595.0,,6544815.0,,438481.0,4798.0,55600.0,2520.0,19198152.0,145924.0,131562772.0,North America,18.0,397.0,7.0,,,3333.0
