"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
World,2632532,76772.0,183866.0,6407.0,716877.0,1731789,56678.0,338.0,23.6,,
USA,846294,27550.0,47524.0,2206.0,83917.0,714853,14014.0,2557.0,144.0,4319358.0,13049.0
Spain,208389,4211.0,21717.0,435.0,85915.0,100757,7705.0,4457.0,464.0,930230.0,19896.0
Italy,187327,3370.0,25085.0,437.0,54543.0,107699,2384.0,3098.0,415.0,1513251.0,25028.0
France,159877,1827.0,21340.0,544.0,40657.0,97880,5218.0,2449.0,327.0,463662.0,7103.0
Germany,150648,2195.0,5279.0,193.0,99400.0,45969,2908.0,1798.0,63.0,2072669.0,24738.0
UK,133495,4451.0,18100.0,763.0,,115051,1559.0,1966.0,267.0,559935.0,8248.0
Turkey,98674,3083.0,2376.0,117.0,16477.0,79821,1814.0,1170.0,28.0,750944.0,8904.0
Iran,85996,1194.0,5391.0,94.0,63113.0,17492,3311.0,1024.0,64.0,377396.0,4493.0
Russia,57999,5236.0,513.0,57.0,4420.0,53066,700.0,397.0,4.0,2250000.0,15418.0
Brazil,45757,2678.0,2906.0,165.0,25318.0,17533,8318.0,215.0,14.0,291922.0,1373.0
Belgium,41889,933.0,6262.0,264.0,9433.0,26194,1020.0,3614.0,540.0,171400.0,14789.0
Canada,40119,1697.0,1971.0,137.0,13647.0,24501,557.0,1063.0,52.0,569878.0,15099.0
Netherlands,34842,708.0,4054.0,138.0,,30538,1050.0,2033.0,237.0,171415.0,10004.0
Switzerland,28268,205.0,1509.0,31.0,19900.0,6859,386.0,3266.0,174.0,227554.0,26293.0
Portugal,21982,603.0,785.0,23.0,1143.0,20054,207.0,2156.0,77.0,284741.0,27925.0
India,21370,1290.0,681.0,36.0,4370.0,16319,,15.0,0.5,462621.0,335.0
Peru,19250,1413.0,530.0,46.0,7027.0,11693,396.0,584.0,16.0,170400.0,5168.0
Ireland,16671,631.0,769.0,39.0,9233.0,6669,147.0,3376.0,156.0,111584.0,22598.0
Sweden,16004,682.0,1937.0,172.0,550.0,13517,515.0,1585.0,192.0,94500.0,9357.0
Austria,14925,52.0,510.0,19.0,11328.0,3087,176.0,1657.0,57.0,201794.0,22406.0
Israel,14498,556.0,189.0,5.0,5215.0,9094,141.0,1675.0,22.0,240303.0,27763.0
Saudi Arabia,12772,1141.0,114.0,5.0,1812.0,10846,82.0,367.0,3.0,200000.0,5745.0
Japan,11512,,281.0,,1356.0,9875,232.0,91.0,2.0,124550.0,985.0
Chile,11296,464.0,160.0,13.0,5386.0,5750,399.0,591.0,8.0,128722.0,6734.0
Ecuador,10850,452.0,537.0,17.0,1262.0,9051,141.0,615.0,30.0,33389.0,1892.0
S. Korea,10694,11.0,238.0,1.0,8277.0,2179,55.0,209.0,5.0,577959.0,11273.0
Poland,10169,313.0,426.0,25.0,1513.0,8230,160.0,269.0,11.0,238799.0,6310.0
Singapore,10141,1016.0,12.0,1.0,896.0,9233,27.0,1733.0,2.0,94796.0,16203.0
Pakistan,10076,511.0,212.0,11.0,2156.0,7708,58.0,46.0,1.0,118020.0,534.0
Romania,9710,468.0,524.0,26.0,2406.0,6780,288.0,505.0,27.0,106357.0,5529.0
Mexico,9501,729.0,857.0,145.0,2627.0,6017,378.0,74.0,7.0,49570.0,384.0
UAE,8238,483.0,52.0,6.0,1546.0,6640,1.0,833.0,5.0,790000.0,79875.0
Denmark,7912,217.0,384.0,14.0,5087.0,2441,80.0,1366.0,66.0,108465.0,18726.0
Indonesia,7418,283.0,635.0,19.0,913.0,5870,,27.0,2.0,55732.0,204.0
Belarus,7281,558.0,58.0,3.0,769.0,6454,92.0,771.0,6.0,114955.0,12165.0
Norway,7275,34.0,187.0,5.0,32.0,7056,54.0,1342.0,34.0,148656.0,27421.0
Qatar,7141,608.0,10.0,1.0,689.0,6442,37.0,2479.0,3.0,70012.0,24301.0
Czechia,7132,99.0,208.0,7.0,1989.0,4935,80.0,666.0,19.0,186918.0,17454.0
Serbia,7114,224.0,134.0,4.0,1025.0,5955,101.0,814.0,15.0,48636.0,5566.0
Philippines,6710,111.0,446.0,9.0,693.0,5571,1.0,61.0,4.0,68532.0,625.0
Australia,6649,4.0,74.0,3.0,4920.0,1655,47.0,261.0,3.0,452441.0,17743.0
Ukraine,6592,467.0,174.0,13.0,424.0,5994,45.0,151.0,4.0,67520.0,1544.0
Malaysia,5532,50.0,93.0,1.0,3452.0,1987,43.0,171.0,3.0,113755.0,3515.0
Dominican Republic,5300,256.0,260.0,15.0,581.0,4459,135.0,489.0,24.0,18261.0,1683.0
Panama,4821,163.0,141.0,5.0,231.0,4449,94.0,1117.0,33.0,21902.0,5076.0
Colombia,4356,207.0,206.0,10.0,870.0,3280,98.0,86.0,4.0,71500.0,1405.0
Finland,4129,115.0,149.0,8.0,2000.0,1980,63.0,745.0,27.0,68552.0,12372.0
Bangladesh,3772,390.0,120.0,10.0,92.0,3560,1.0,23.0,0.7,32630.0,198.0
Egypt,3659,169.0,276.0,12.0,935.0,2448,,36.0,3.0,55000.0,537.0
Luxembourg,3654,36.0,80.0,2.0,711.0,2863,32.0,5837.0,128.0,36087.0,57649.0
South Africa,3635,170.0,65.0,7.0,1055.0,2515,36.0,61.0,1.0,133774.0,2256.0
Morocco,3446,237.0,149.0,4.0,417.0,2880,1.0,93.0,4.0,19885.0,539.0
Argentina,3144,,152.0,1.0,872.0,2120,123.0,70.0,3.0,39228.0,868.0
Algeria,2910,99.0,402.0,10.0,1204.0,1304,40.0,66.0,9.0,6500.0,148.0
Thailand,2826,15.0,49.0,1.0,2352.0,425,61.0,40.0,0.7,142589.0,2043.0
Moldova,2778,164.0,75.0,3.0,560.0,2143,212.0,689.0,19.0,11763.0,2916.0
Greece,2408,7.0,121.0,,577.0,1710,55.0,231.0,12.0,56944.0,5463.0
Kuwait,2248,168.0,13.0,2.0,443.0,1792,50.0,526.0,3.0,,
Hungary,2168,70.0,225.0,12.0,295.0,1648,82.0,224.0,23.0,52702.0,5455.0
Kazakhstan,2135,140.0,19.0,,515.0,1601,32.0,114.0,1.0,139207.0,7414.0
Bahrain,2027,54.0,7.0,,1026.0,994,2.0,1191.0,4.0,97796.0,57474.0
Croatia,1950,42.0,48.0,,869.0,1033,19.0,475.0,12.0,27614.0,6726.0
