#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,118342872,,1557451.0,,113793317.0,3197.0,2992104.0,7867.0,,,,,,North America,,,,,,
,Asia,195561471,150230.0,1491991.0,183.0,188253669.0,57029.0,5815811.0,9207.0,,,,,,Asia,,,,,,
,Europe,235595913,943.0,1949048.0,5.0,229543409.0,108085.0,4103456.0,7676.0,,,,,,Europe,,,,,,
,South America,64570003,33.0,1333810.0,2.0,62906853.0,1445.0,329340.0,10115.0,,,,,,South America,,,,,,
,Oceania,12736628,8387.0,21820.0,10.0,12512313.0,,202495.0,119.0,,,,,,Australia/Oceania,,,,,,
,Africa,12685305,,257959.0,,12008703.0,,418643.0,842.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,639492913,159593.0,6612094.0,200.0,619018970.0,169754.0,13861849.0,35826.0,82041.0,848.3,,,,All,,,,,,
1.0,USA,99859908,,1099856.0,,97366559.0,,1393493.0,2683.0,298263.0,3285.0,1133924923.0,3386819.0,334805269.0,North America,3.0,304.0,0.0,,,4162.0
2.0,India,44664810,,530520.0,,44121538.0,,12752.0,698.0,31753.0,377.0,902386407.0,641523.0,1406631776.0,Asia,31.0,2651.0,2.0,,,9.0
3.0,France,37068088,,157671.0,,36366934.0,,543483.0,869.0,565196.0,2404.0,271490188.0,4139547.0,65584518.0,Europe,2.0,416.0,0.0,,,8287.0
4.0,Germany,36005025,,155403.0,,34893300.0,74800.0,956322.0,1406.0,429226.0,1853.0,122332384.0,1458359.0,83883596.0,Europe,2.0,540.0,1.0,,,11401.0
5.0,Brazil,34928504,,688659.0,,34105670.0,,134175.0,8318.0,162191.0,3198.0,63776166.0,296146.0,215353593.0,South America,6.0,313.0,3.0,,,623.0
6.0,S. Korea,26091539,54519.0,29571.0,40.0,25282105.0,14250.0,779863.0,345.0,508311.0,576.0,15804065.0,307892.0,51329899.0,Asia,2.0,1736.0,3.0,1062.0,0.8,15193.0
7.0,UK,23930041,,194704.0,,23627743.0,7951.0,107594.0,146.0,349354.0,2842.0,522526476.0,7628357.0,68497907.0,Europe,3.0,352.0,0.0,,,1571.0
8.0,Italy,23642011,,179436.0,,23037464.0,,425111.0,238.0,392315.0,2978.0,253427252.0,4205370.0,60262770.0,Europe,3.0,336.0,0.0,,,7054.0
9.0,Japan,23030330,74093.0,47417.0,81.0,20544753.0,6677.0,2438160.0,210.0,183385.0,378.0,79118302.0,629999.0,125584838.0,Asia,5.0,2649.0,2.0,590.0,0.6,19414.0
10.0,Russia,21483520,,390835.0,,20884515.0,,208170.0,2300.0,147343.0,2681.0,273400000.0,1875095.0,145805947.0,Europe,7.0,373.0,1.0,,,1428.0
11.0,Turkey,16976729,,101327.0,,16818435.0,,56967.0,,198414.0,1184.0,162743369.0,1902052.0,85561976.0,Asia,5.0,844.0,1.0,,,666.0
12.0,Spain,13529643,,115239.0,,13313832.0,,100572.0,339.0,289595.0,2467.0,471036328.0,10082298.0,46719142.0,Europe,3.0,405.0,0.0,,,2153.0
13.0,Vietnam,11507540,,43166.0,,10605468.0,,858906.0,57.0,116292.0,436.0,85826548.0,867342.0,98953541.0,Asia,9.0,2292.0,1.0,,,8680.0
14.0,Australia,10474096,8387.0,15858.0,10.0,10364130.0,,94108.0,64.0,401787.0,608.0,78835048.0,3024116.0,26068792.0,Australia/Oceania,2.0,1644.0,0.0,322.0,0.4,3610.0
