#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,3315719,8998.0,172786.0,768.0,1454400.0,4656.0,1688533.0,19027.0,,,,,,North America,,,
,South America,2363722,1301.0,89038.0,70.0,1460697.0,595.0,813987.0,12969.0,,,,,,South America,,,
,Europe,2448653,8028.0,192788.0,224.0,1409227.0,10651.0,846638.0,5665.0,,,,,,Europe,,,
,Asia,2436259,16411.0,59120.0,231.0,1624905.0,15939.0,752234.0,19303.0,,,,,,Asia,,,
,Africa,435766,1324.0,10686.0,24.0,210329.0,713.0,214751.0,916.0,,,,,,Africa,,,
,Oceania,9708,65.0,126.0,,8729.0,42.0,853.0,8.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,World,11010548,36127.0,524559.0,1317.0,6168938.0,32596.0,4317051.0,57892.0,1413.0,67.3,,,,All,,,
1.0,USA,2837189,,131485.0,,1191091.0,,1514613.0,15907.0,8571.0,397.0,35538123.0,107362.0,331012864.0,North America,117.0,2517.0,9.0
2.0,Brazil,1501353,,61990.0,,916147.0,,523216.0,8318.0,7063.0,292.0,3290316.0,15479.0,212566422.0,South America,142.0,3429.0,65.0
3.0,Russia,667883,6718.0,9859.0,176.0,437893.0,8915.0,220131.0,2300.0,4577.0,68.0,20451110.0,140139.0,145934960.0,Europe,219.0,14802.0,7.0
4.0,India,628205,1037.0,18241.0,16.0,380374.0,472.0,229590.0,8944.0,455.0,13.0,9297749.0,6737.0,1380048586.0,Asia,2197.0,75656.0,148.0
5.0,Spain,297183,,28368.0,,,,,617.0,6356.0,607.0,5448984.0,116544.0,46754922.0,Europe,157.0,1648.0,9.0
6.0,Peru,292004,,10045.0,,182097.0,,99862.0,1220.0,8856.0,305.0,1720261.0,52173.0,32972385.0,South America,113.0,3282.0,19.0
7.0,Chile,284541,,5920.0,,249247.0,,29374.0,2099.0,14884.0,310.0,1131008.0,59163.0,19116840.0,South America,67.0,3229.0,17.0
8.0,UK,283757,,43995.0,,,,,279.0,4180.0,648.0,9914663.0,146044.0,67887996.0,Europe,239.0,1543.0,7.0
