#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,124972586,,1615028.0,,120354939.0,+1441,3002619.0,7531.0,,,,,,North America,,,,,,
,Asia,214739851,4407.0,1538556.0,18.0,199352954.0,,13848341.0,15557.0,,,,,,Asia,,,,,,
,Europe,246922980,,2022349.0,,242528375.0,+30676,2372256.0,6451.0,,,,,,Europe,,,,,,
,South America,68084986,,1351148.0,,66326526.0,,407312.0,10185.0,,,,,,South America,,,,,,
,Oceania,14039057,1644.0,26243.0,3.0,13873166.0,+1631,139648.0,55.0,,,,,,Australia/Oceania,,,,,,
,Africa,12800272,,258610.0,,12077412.0,+9,464250.0,548.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,681560453,6051.0,6811949.0,21.0,654514078.0,+33708,20234426.0,40327.0,87438.0,873.9,,,,All,,,,,,
1.0,USA,105602997,,1148785.0,,103160419.0,,1293793.0,2365.0,315416.0,3431.0,1168689987.0,3490656.0,334805269.0,North America,3.0,291.0,0.0,,,3864.0
2.0,India,44690936,,530782.0,,44156345.0,,3809.0,,31772.0,377.0,919671930.0,653811.0,1406631776.0,Asia,31.0,2650.0,2.0,,,3.0
3.0,France,39655930,,165163.0,,39425027.0,,65740.0,869.0,604654.0,2518.0,271490188.0,4139547.0,65584518.0,Europe,2.0,397.0,0.0,,,1002.0
4.0,Germany,38256003,,169057.0,,37868100.0,+21400,218846.0,,456061.0,2015.0,122332384.0,1458359.0,83883596.0,Europe,2.0,496.0,1.0,,,2609.0
5.0,Brazil,37085520,,699310.0,,36249161.0,,137049.0,,172208.0,3247.0,63776166.0,296146.0,215353593.0,South America,6.0,308.0,3.0,,,636.0
6.0,Japan,33323522,,73199.0,,21702526.0,,11547797.0,107.0,265347.0,583.0,96226546.0,766227.0,125584838.0,Asia,4.0,1716.0,1.0,,,91952.0
7.0,S. Korea,30638929,4198.0,34115.0,12.0,30435599.0,,169215.0,142.0,596902.0,665.0,15804065.0,307892.0,51329899.0,Asia,2.0,1505.0,3.0,82.0,0.2,3297.0
8.0,Italy,25627473,,188538.0,,25294864.0,,144071.0,104.0,425262.0,3129.0,268674307.0,4458380.0,60262770.0,Europe,2.0,320.0,0.0,,,2391.0
