#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,15865611,10447.0,406434.0,599.0,9732499.0,9751.0,5726678.0,29256.0,,,,,,North America,,,
,Asia,16522106,10708.0,288597.0,115.0,14696633.0,9012.0,1536876.0,27068.0,,,,,,Asia,,,
,South America,11058317,98.0,323915.0,6.0,9880555.0,230.0,853847.0,17082.0,,,,,,South America,,,
,Europe,16964057,43280.0,387395.0,701.0,7056751.0,26230.0,9519911.0,29232.0,,,,,,Europe,,,
,Africa,2163810,,51589.0,,1825367.0,,286854.0,2590.0,,,,,,Africa,,,
,Oceania,44777,4.0,1014.0,,33043.0,,10720.0,21.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,659.0,,47.0,4.0,,,,,,,,,
,World,62619399,64537.0,1458959.0,1421.0,43225507.0,45223.0,17934933.0,105253.0,8033.0,187.2,,,,All,,,
1.0,USA,13610357,,272254.0,,8041239.0,,5296864.0,24647.0,41020.0,821.0,191033224.0,575745.0,331801570.0,North America,24.0,1219.0,2.0
2.0,India,9393039,,136733.0,,8802267.0,1106.0,454039.0,8944.0,6779.0,99.0,139503803.0,100684.0,1385567591.0,Asia,148.0,10133.0,10.0
3.0,Brazil,6290272,,172637.0,,5562539.0,,555096.0,8318.0,29507.0,810.0,21900000.0,102730.0,213180600.0,South America,34.0,1235.0,10.0
4.0,Russia,2269316,26683.0,39527.0,459.0,1761457.0,21987.0,468332.0,2300.0,15547.0,271.0,75900000.0,520004.0,145960348.0,Europe,64.0,3693.0,2.0
5.0,France,2208699,,52127.0,,161137.0,,1995435.0,3777.0,33807.0,798.0,20418493.0,312529.0,65333164.0,Europe,30.0,1253.0,3.0
6.0,Spain,1646192,,44668.0,,,,,2777.0,35203.0,955.0,21917246.0,468695.0,46762270.0,Europe,28.0,1047.0,2.0
7.0,UK,1605172,,58030.0,,,,,1417.0,23594.0,853.0,42605903.0,626255.0,68032876.0,Europe,42.0,1172.0,2.0
8.0,Italy,1564532,,54363.0,,720861.0,,789308.0,3762.0,25892.0,900.0,21637641.0,358091.0,60424985.0,Europe,39.0,1112.0,3.0
9.0,Argentina,1413375,,38322.0,,1242877.0,,132176.0,4021.0,31155.0,845.0,3855893.0,84995.0,45365935.0,South America,32.0,1184.0,12.0
10.0,Colombia,1299613,,36401.0,,1197204.0,,66008.0,2376.0,25430.0,712.0,6352377.0,124300.0,51105089.0,South America,39.0,1404.0,8.0
11.0,Mexico,1100683,10008.0,105459.0,586.0,813254.0,9673.0,181970.0,3335.0,8500.0,814.0,2849307.0,22004.0,129487827.0,North America,118.0,1228.0,45.0
12.0,Germany,1041970,,16377.0,,711000.0,,314593.0,3854.0,12420.0,195.0,27859242.0,332075.0,83894487.0,Europe,81.0,5123.0,3.0
13.0,Poland,973593,,16746.0,,538273.0,,418574.0,2100.0,25736.0,443.0,6187205.0,163555.0,37829440.0,Europe,39.0,2259.0,6.0
14.0,Peru,960368,,35879.0,,891004.0,,33485.0,967.0,28962.0,1082.0,5039956.0,151992.0,33159417.0,South America,35.0,924.0,7.0
15.0,Iran,935799,,47486.0,,648831.0,,239482.0,5865.0,11083.0,562.0,6038556.0,71519.0,84432471.0,Asia,90.0,1778.0,14.0
16.0,South Africa,785139,,21439.0,,723347.0,,40353.0,546.0,13170.0,360.0,5383078.0,90298.0,59614459.0,Africa,76.0,2781.0,11.0
17.0,Ukraine,722679,12978.0,12213.0,120.0,339378.0,4243.0,371088.0,177.0,16566.0,280.0,4463249.0,102311.0,43624451.0,Europe,60.0,3572.0,10.0
18.0,Turkey,578347,,13373.0,,396227.0,,168747.0,4903.0,6827.0,158.0,18247424.0,215408.0,84710846.0,Asia,146.0,6334.0,5.0
19.0,Belgium,574448,3619.0,16461.0,122.0,37238.0,,520749.0,998.0,49477.0,1418.0,5871418.0,505703.0,11610413.0,Europe,20.0,705.0,2.0
20.0,Chile,548941,,15322.0,,523792.0,,9827.0,703.0,28615.0,799.0,5253183.0,273838.0,19183566.0,South America,35.0,1252.0,4.0
21.0,Iraq,548821,,12200.0,,478537.0,,58084.0,329.0,13522.0,301.0,3431953.0,84556.0,40587841.0,Asia,74.0,3327.0,12.0
22.0,Indonesia,527999,,16646.0,,441983.0,,69370.0,,1922.0,61.0,5612789.0,20432.0,274708709.0,Asia,520.0,16503.0,49.0
23.0,Czechia,518649,,8054.0,,442327.0,,68268.0,839.0,48394.0,752.0,3044925.0,284116.0,10717189.0,Europe,21.0,1331.0,4.0
24.0,Netherlands,513325,,9326.0,,,,,526.0,29931.0,544.0,3893908.0,227043.0,17150530.0,Europe,33.0,1839.0,4.0
25.0,Romania,465982,,11045.0,,335764.0,,119173.0,1249.0,24290.0,576.0,4081557.0,212755.0,19184270.0,Europe,41.0,1737.0,5.0
26.0,Bangladesh,460619,,6580.0,,375885.0,,78154.0,,2786.0,40.0,2743592.0,16591.0,165362065.0,Asia,359.0,25131.0,60.0
27.0,Philippines,427797,,8333.0,,388062.0,,31402.0,1449.0,3883.0,76.0,5700288.0,51738.0,110177052.0,Asia,258.0,13222.0,19.0
28.0,Pakistan,395185,2829.0,7985.0,43.0,339810.0,2257.0,47390.0,2186.0,1775.0,36.0,5475508.0,24594.0,222634017.0,Asia,563.0,27882.0,41.0
29.0,Canada,364810,,11976.0,,290700.0,,62134.0,450.0,9631.0,316.0,11344925.0,299512.0,37877982.0,North America,104.0,3163.0,3.0
30.0,Saudi Arabia,356911,,5870.0,,346023.0,,5018.0,675.0,10187.0,168.0,9542102.0,272360.0,35034907.0,Asia,98.0,5968.0,4.0
31.0,Morocco,349688,,5739.0,,298574.0,,45375.0,1032.0,9428.0,155.0,3920170.0,105695.0,37089590.0,Africa,106.0,6463.0,9.0
32.0,Israel,334988,199.0,2854.0,,322211.0,199.0,9923.0,273.0,36421.0,310.0,5605071.0,609406.0,9197590.0,Asia,27.0,3223.0,2.0
33.0,Switzerland,318290,,4621.0,,222100.0,,91569.0,502.0,36667.0,532.0,2679348.0,308658.0,8680637.0,Europe,27.0,1879.0,3.0
34.0,Portugal,290706,,4363.0,,206275.0,,80068.0,529.0,28544.0,428.0,4351221.0,427245.0,10184373.0,Europe,35.0,2334.0,2.0
35.0,Austria,275661,,3018.0,,210697.0,,61946.0,688.0,30536.0,334.0,3061067.0,339080.0,9027553.0,Europe,33.0,2991.0,3.0
36.0,Sweden,243129,,6681.0,,,,,221.0,24012.0,660.0,3174798.0,313555.0,10125176.0,Europe,42.0,1516.0,3.0
37.0,Nepal,230723,,1454.0,,211186.0,,18083.0,,7861.0,50.0,1719828.0,58597.0,29349927.0,Asia,127.0,20186.0,17.0
38.0,Jordan,210709,,2626.0,,142710.0,,65373.0,464.0,20568.0,256.0,2505316.0,244548.0,10244663.0,Asia,49.0,3901.0,4.0
39.0,Hungary,204708,,4516.0,,54021.0,,146171.0,644.0,21213.0,468.0,1622765.0,168159.0,9650177.0,Europe,47.0,2137.0,6.0
40.0,Ecuador,190909,,13371.0,,164009.0,,13529.0,356.0,10754.0,753.0,645593.0,36367.0,17752319.0,South America,93.0,1328.0,27.0
41.0,UAE,166502,,569.0,,153449.0,,12484.0,,16752.0,57.0,16503024.0,1660382.0,9939291.0,Asia,60.0,17468.0,1.0
42.0,Panama,163453,,3039.0,,142872.0,,17542.0,145.0,37641.0,700.0,891526.0,205305.0,4342453.0,North America,27.0,1429.0,5.0
43.0,Serbia,163035,,1484.0,,31536.0,,130015.0,254.0,18691.0,170.0,1744981.0,200049.0,8722754.0,Europe,54.0,5878.0,5.0
44.0,Bolivia,144592,98.0,8949.0,6.0,121280.0,230.0,14363.0,71.0,12318.0,762.0,359755.0,30649.0,11738064.0,South America,81.0,1312.0,33.0
45.0,Dominican Republic,142653,,2328.0,,114317.0,,26008.0,191.0,13096.0,214.0,711049.0,65279.0,10892506.0,North America,76.0,4679.0,15.0
46.0,Kuwait,142195,,875.0,,135889.0,,5431.0,77.0,33097.0,204.0,1086669.0,252929.0,4296340.0,Asia,30.0,4910.0,4.0
47.0,Japan,142068,,2074.0,,120259.0,,19735.0,440.0,1125.0,16.0,3463672.0,27421.0,126315793.0,Asia,889.0,60904.0,36.0
