#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,35988570,18589.0,821998.0,613.0,27681312.0,7591.0,7485260.0,15423.0,,,,,,North America,,,
,South America,21323617,8995.0,557230.0,116.0,19006835.0,6654.0,1759552.0,21068.0,,,,,,South America,,,
,Asia,28780346,90919.0,430231.0,683.0,26264383.0,47230.0,2085732.0,26349.0,,,,,,Asia,,,
,Europe,39989163,130268.0,919541.0,2404.0,28230097.0,103279.0,10839525.0,31315.0,,,,,,Europe,,,
,Africa,4278412,4236.0,113490.0,44.0,3839293.0,1567.0,325629.0,3045.0,,,,,,Africa,,,
,Oceania,57570,378.0,1142.0,,34578.0,2.0,21850.0,6.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,130418399,253385.0,2843647.0,3860.0,105057204.0,166323.0,22517548.0,97206.0,16731.0,364.8,,,,All,,,
1.0,USA,31254320,9681.0,566736.0,125.0,23755003.0,612.0,6932581.0,8740.0,94010.0,1705.0,405125125.0,1218576.0,332457943.0,North America,11.0,587.0,1.0
2.0,Brazil,12842717,,325559.0,,11239099.0,,1278059.0,8318.0,60099.0,1523.0,28600000.0,133838.0,213691728.0,South America,17.0,656.0,7.0
3.0,India,12319836,17726.0,163485.0,57.0,11532137.0,9253.0,624214.0,8944.0,8862.0,118.0,245912587.0,176895.0,1390160589.0,Asia,113.0,8503.0,6.0
4.0,France,4695082,,95976.0,,296166.0,,4302940.0,5109.0,71810.0,1468.0,64823784.0,991463.0,65381957.0,Europe,14.0,681.0,1.0
5.0,Russia,4563056,8792.0,99633.0,400.0,4186251.0,9832.0,277172.0,2300.0,31258.0,683.0,120900000.0,828187.0,145981477.0,Europe,32.0,1465.0,1.0
6.0,UK,4353668,3402.0,126816.0,52.0,3873487.0,13313.0,353365.0,517.0,63880.0,1861.0,127546869.0,1871466.0,68153448.0,Europe,16.0,537.0,1.0
7.0,Italy,3607083,,109847.0,,2933757.0,,563479.0,3681.0,59725.0,1819.0,50258742.0,832167.0,60394983.0,Europe,17.0,550.0,1.0
8.0,Turkey,3357988,,31713.0,,3035043.0,,291232.0,2135.0,39497.0,373.0,38821795.0,456630.0,85018143.0,Asia,25.0,2681.0,2.0
9.0,Spain,3291394,,75541.0,,3054725.0,,161128.0,1843.0,70376.0,1615.0,42707830.0,913177.0,46768384.0,Europe,14.0,619.0,1.0
10.0,Germany,2860178,6041.0,77300.0,56.0,2548200.0,13200.0,234678.0,3680.0,34056.0,920.0,50399177.0,600097.0,83985015.0,Europe,29.0,1086.0,2.0
11.0,Colombia,2417826,,63614.0,,2292803.0,,61409.0,2603.0,47141.0,1240.0,12790489.0,249382.0,51288726.0,South America,21.0,806.0,4.0
12.0,Poland,2387511,30546.0,54165.0,497.0,1911249.0,29070.0,422097.0,3157.0,63136.0,1432.0,12246907.0,323860.0,37815450.0,Europe,16.0,698.0,3.0
13.0,Argentina,2363251,,55941.0,,2112266.0,,195044.0,3639.0,51932.0,1229.0,8932772.0,196297.0,45506307.0,South America,19.0,813.0,5.0
14.0,Mexico,2244268,5381.0,203664.0,454.0,1777697.0,4461.0,262907.0,4798.0,17271.0,1567.0,6110815.0,47026.0,129946482.0,North America,58.0,638.0,21.0
15.0,Iran,1908974,11660.0,62876.0,117.0,1633949.0,7805.0,212149.0,4500.0,22512.0,741.0,12963778.0,152881.0,84796692.0,Asia,44.0,1349.0,7.0
16.0,Ukraine,1711630,19893.0,33679.0,433.0,1333370.0,10287.0,344581.0,177.0,39315.0,774.0,8238849.0,189243.0,43535903.0,Europe,25.0,1293.0,5.0
17.0,Peru,1561723,,52161.0,,1476782.0,,32780.0,2065.0,46877.0,1566.0,9394499.0,281989.0,33315068.0,South America,21.0,639.0,4.0
18.0,South Africa,1549451,,52897.0,,1474826.0,,21728.0,546.0,25881.0,884.0,9912073.0,165566.0,59867781.0,Africa,39.0,1132.0,6.0
19.0,Czechia,1545865,6207.0,26765.0,83.0,1374823.0,343.0,144277.0,1563.0,144151.0,2496.0,12937735.0,1206439.0,10723900.0,Europe,7.0,401.0,1.0
20.0,Indonesia,1523179,5325.0,41151.0,97.0,1361017.0,5439.0,121011.0,,5525.0,149.0,12853599.0,46624.0,275688031.0,Asia,181.0,6699.0,21.0
21.0,Netherlands,1287696,7253.0,16575.0,17.0,,,,707.0,75026.0,966.0,10298103.0,600006.0,17163338.0,Europe,13.0,1035.0,2.0
22.0,Chile,1011485,8079.0,23421.0,93.0,942413.0,5692.0,45651.0,2804.0,52574.0,1217.0,11352049.0,590051.0,19239097.0,South America,19.0,821.0,2.0
23.0,Canada,989232,1314.0,23007.0,5.0,916267.0,919.0,49958.0,704.0,26039.0,606.0,27770015.0,730983.0,37989974.0,North America,38.0,1651.0,1.0
24.0,Romania,964726,5808.0,23819.0,145.0,862137.0,5732.0,78770.0,1454.0,50401.0,1244.0,7400084.0,386608.0,19141028.0,Europe,20.0,804.0,3.0
25.0,Belgium,887920,5467.0,23045.0,29.0,57391.0,281.0,807484.0,755.0,76364.0,1982.0,11238361.0,966536.0,11627463.0,Europe,13.0,505.0,1.0
26.0,Iraq,862821,5882.0,14390.0,30.0,768215.0,4119.0,80216.0,478.0,21099.0,352.0,8122169.0,198613.0,40894377.0,Asia,47.0,2842.0,5.0
27.0,Israel,833707,251.0,6220.0,,820906.0,203.0,6581.0,368.0,90644.0,676.0,13576884.0,1476135.0,9197590.0,Asia,11.0,1479.0,1.0
28.0,Portugal,822862,548.0,16868.0,9.0,779655.0,743.0,26339.0,131.0,80876.0,1658.0,9101428.0,894547.0,10174344.0,Europe,12.0,603.0,1.0
29.0,Sweden,813191,,13498.0,,,,,319.0,80145.0,1330.0,7201692.0,709773.0,10146474.0,Europe,12.0,752.0,1.0
30.0,Philippines,771497,15310.0,13320.0,17.0,604368.0,434.0,153809.0,785.0,6971.0,120.0,10296914.0,93041.0,110671238.0,Asia,143.0,8309.0,11.0
31.0,Pakistan,678165,5234.0,14613.0,83.0,607205.0,1931.0,56347.0,3384.0,3026.0,65.0,10297544.0,45953.0,224089566.0,Asia,330.0,15335.0,22.0
32.0,Hungary,670776,9055.0,21262.0,267.0,413370.0,2805.0,236144.0,1467.0,69569.0,2205.0,4689589.0,486376.0,9641901.0,Europe,14.0,453.0,2.0
33.0,Bangladesh,624594,6830.0,9155.0,50.0,547411.0,2473.0,68028.0,,3764.0,55.0,4728113.0,28497.0,165917524.0,Asia,266.0,18123.0,35.0
34.0,Jordan,622833,4774.0,7039.0,99.0,525703.0,5205.0,90091.0,729.0,60593.0,685.0,6001445.0,583858.0,10278953.0,Asia,17.0,1460.0,2.0
35.0,Serbia,610232,4826.0,5384.0,39.0,510932.0,4189.0,93916.0,299.0,70054.0,618.0,3458046.0,396980.0,8710886.0,Europe,14.0,1618.0,3.0
36.0,Switzerland,605342,2250.0,10350.0,,548375.0,,46617.0,158.0,69563.0,1189.0,6126488.0,704028.0,8702049.0,Europe,14.0,841.0,1.0
37.0,Austria,552729,3137.0,9397.0,29.0,506675.0,2946.0,36657.0,535.0,61109.0,1039.0,24086423.0,2662975.0,9044930.0,Europe,16.0,963.0,0.0
38.0,Morocco,496676,,8825.0,,483711.0,,4140.0,235.0,13338.0,237.0,5982757.0,160664.0,37237772.0,Africa,75.0,4220.0,6.0
39.0,Japan,477458,2685.0,9185.0,23.0,447715.0,1299.0,20558.0,394.0,3784.0,73.0,9941638.0,78786.0,126185196.0,Asia,264.0,13738.0,13.0
40.0,Lebanon,471962,,6286.0,,373833.0,,91843.0,952.0,69381.0,924.0,3581760.0,526540.0,6802440.0,Asia,14.0,1082.0,2.0
41.0,UAE,465939,2180.0,1502.0,3.0,450111.0,2321.0,14326.0,,46688.0,151.0,38080645.0,3815785.0,9979768.0,Asia,21.0,6644.0,0.0
42.0,Saudi Arabia,391325,728.0,6684.0,8.0,378873.0,404.0,5768.0,735.0,11111.0,190.0,15245394.0,432878.0,35218720.0,Asia,90.0,5269.0,2.0
