#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
88.0,Nepal,2099,,8.0,,266.0,,1825.0,,72.0,0.3,191688.0,6589.0,29093297.0,Asia,13861.0,3636662.0,152.0
89.0,Kenya,2093,,71.0,,499.0,,1523.0,7.0,39.0,1.0,80054.0,1492.0,53670324.0,Africa,25643.0,755920.0,670.0
90.0,Cuba,2092,,83.0,,1827.0,,182.0,4.0,185.0,7.0,108389.0,9569.0,11327122.0,North America,5414.0,136471.0,105.0
91.0,Somalia,2089,,79.0,,361.0,,1649.0,2.0,132.0,5.0,,,15853963.0,Africa,7589.0,200683.0,
92.0,Mayotte,1986,,24.0,,1473.0,,489.0,9.0,7295.0,88.0,7600.0,27916.0,272246.0,Africa,137.0,11344.0,36.0
93.0,Estonia,1870,,68.0,,1632.0,,170.0,,1410.0,51.0,85175.0,64212.0,1326469.0,Europe,709.0,19507.0,16.0
94.0,Kyrgyzstan,1845,,17.0,,1219.0,,609.0,4.0,283.0,3.0,114353.0,17551.0,6515345.0,Asia,3531.0,383256.0,57.0
95.0,Maldives,1841,,7.0,,608.0,,1226.0,9.0,3411.0,13.0,11775.0,21815.0,539755.0,Asia,293.0,77108.0,46.0
96.0,Venezuela,1819,,18.0,,334.0,,1467.0,,64.0,0.6,987902.0,34734.0,28441746.0,South America,15636.0,1580097.0,29.0
97.0,Iceland,1806,,10.0,,1794.0,,2.0,,5295.0,29.0,61156.0,179305.0,341073.0,Europe,189.0,34107.0,6.0
98.0,Sri Lanka,1683,,11.0,,823.0,,849.0,1.0,79.0,0.5,66421.0,3103.0,21406454.0,Asia,12719.0,1946041.0,322.0
99.0,Lithuania,1682,,71.0,,1249.0,,362.0,17.0,617.0,26.0,309725.0,113668.0,2724816.0,Europe,1620.0,38378.0,9.0
100.0,Slovakia,1522,,28.0,,1372.0,,122.0,,279.0,5.0,179293.0,32841.0,5459447.0,Europe,3587.0,194980.0,30.0
101.0,New Zealand,1504,,22.0,,1481.0,,1.0,,301.0,4.0,283525.0,56681.0,5002100.0,Australia/Oceania,3326.0,227368.0,18.0
102.0,Slovenia,1475,,109.0,,1358.0,,8.0,1.0,710.0,52.0,81066.0,38994.0,2078917.0,Europe,1409.0,19073.0,26.0
103.0,Mali,1351,,78.0,,769.0,,504.0,,67.0,4.0,3483.0,172.0,20198890.0,Africa,14951.0,258960.0,5799.0
104.0,Ethiopia,1344,,14.0,,231.0,,1099.0,8.0,12.0,0.1,116309.0,1014.0,114716477.0,Africa,85355.0,8194034.0,986.0
105.0,Guinea-Bissau,1339,,8.0,,53.0,,1278.0,,682.0,4.0,1500.0,764.0,1963994.0,Africa,1467.0,245499.0,1309.0
106.0,Equatorial Guinea,1306,,12.0,,200.0,,1094.0,,934.0,9.0,8268.0,5911.0,1398773.0,Africa,1071.0,116564.0,169.0
107.0,Lebanon,1242,,27.0,,719.0,,496.0,5.0,182.0,4.0,86244.0,12632.0,6827622.0,Asia,5497.0,252875.0,79.0
108.0,Albania,1164,,33.0,,891.0,,240.0,3.0,404.0,11.0,15068.0,5236.0,2878026.0,Europe,2473.0,87213.0,191.0
109.0,Nicaragua,1118,,46.0,,370.0,,702.0,,169.0,7.0,,,6618269.0,North America,5920.0,143875.0,
110.0,Costa Rica,1105,,10.0,,682.0,,413.0,5.0,217.0,2.0,27318.0,5366.0,5090477.0,North America,4607.0,509048.0,186.0
111.0,Hong Kong,1094,,4.0,,1038.0,,52.0,2.0,146.0,0.5,202930.0,27085.0,7492253.0,Asia,6848.0,1873063.0,37.0
112.0,Zambia,1089,,7.0,,912.0,,170.0,1.0,59.0,0.4,28236.0,1540.0,18338338.0,Africa,16840.0,2619763.0,649.0
113.0,Tunisia,1086,,48.0,,965.0,,73.0,1.0,92.0,4.0,52874.0,4477.0,11808852.0,Africa,10874.0,246018.0,223.0
114.0,Latvia,1071,,24.0,,760.0,,287.0,3.0,567.0,13.0,111404.0,59018.0,1887615.0,Europe,1762.0,78651.0,17.0
115.0,CAR,1069,,4.0,,23.0,,1042.0,,222.0,0.8,15021.0,3115.0,4822822.0,Africa,4512.0,1205706.0,321.0
116.0,Paraguay,1013,,11.0,,498.0,,504.0,2.0,142.0,2.0,32106.0,4506.0,7125533.0,South America,7034.0,647776.0,222.0
117.0,South Sudan,994,,10.0,,6.0,,978.0,,89.0,0.9,3356.0,300.0,11183272.0,Africa,11251.0,1118327.0,3332.0
118.0,Niger,960,,65.0,,848.0,,47.0,,40.0,3.0,6068.0,252.0,24124865.0,Africa,25130.0,371152.0,3976.0
119.0,Cyprus,952,,17.0,,790.0,,145.0,4.0,789.0,14.0,117411.0,97301.0,1206680.0,Asia,1268.0,70981.0,10.0
120.0,Sierra Leone,896,,46.0,,480.0,,370.0,,113.0,6.0,,,7963305.0,Africa,8888.0,173115.0,
121.0,Burkina Faso,881,,53.0,,720.0,,108.0,,42.0,3.0,,,20852679.0,Africa,23669.0,393447.0,
122.0,Madagascar,845,,6.0,,185.0,,654.0,9.0,31.0,0.2,11954.0,433.0,27628869.0,Africa,32697.0,4604812.0,2311.0
123.0,Andorra,844,,51.0,,733.0,,60.0,7.0,10925.0,660.0,3750.0,48540.0,77256.0,Europe,92.0,1515.0,21.0
124.0,Uruguay,826,,23.0,,691.0,,112.0,4.0,238.0,7.0,45226.0,13023.0,3472823.0,South America,4204.0,150992.0,77.0
125.0,Chad,803,,66.0,,562.0,,175.0,,49.0,4.0,,,16383919.0,Africa,20403.0,248241.0,
126.0,Georgia,796,,13.0,,634.0,,149.0,6.0,200.0,3.0,58976.0,14782.0,3989722.0,Asia,5012.0,306902.0,68.0
127.0,Jordan,755,,9.0,,549.0,,197.0,5.0,74.0,0.9,198879.0,19507.0,10195163.0,Asia,13504.0,1132796.0,51.0
128.0,Diamond Princess,712,,13.0,,651.0,,48.0,4.0,,,,,,,,,
129.0,San Marino,672,,42.0,,384.0,,246.0,1.0,19808.0,1238.0,4573.0,134793.0,33926.0,Europe,50.0,808.0,7.0
130.0,Mauritania,668,,31.0,,55.0,,582.0,,144.0,7.0,7654.0,1650.0,4638948.0,Africa,6945.0,149643.0,606.0
131.0,Malta,620,,9.0,,554.0,,57.0,1.0,1404.0,20.0,70693.0,160136.0,441455.0,Europe,712.0,49051.0,6.0
132.0,Congo,611,,20.0,,179.0,,412.0,,111.0,4.0,,,5506313.0,Africa,9012.0,275316.0,
133.0,Jamaica,590,2.0,9.0,,356.0,34.0,225.0,2.0,199.0,3.0,13407.0,4529.0,2960188.0,North America,5017.0,328910.0,221.0
134.0,Channel Islands,560,,46.0,,528.0,,-14.0,,3223.0,265.0,10255.0,59026.0,173737.0,Europe,310.0,3777.0,17.0
135.0,French Guiana,517,,1.0,,207.0,,309.0,3.0,1735.0,3.0,,,298005.0,South America,576.0,298005.0,
136.0,Tanzania,509,,21.0,,183.0,,305.0,7.0,9.0,0.4,,,59583009.0,Africa,117059.0,2837286.0,
137.0,Uganda,489,,,,82.0,,407.0,,11.0,,96825.0,2123.0,45610068.0,Africa,93272.0,,471.0
138.0,Sao Tome and Principe,484,,12.0,,68.0,,404.0,,2212.0,55.0,175.0,800.0,218820.0,Africa,452.0,18235.0,1250.0
139.0,Réunion,477,,1.0,,411.0,,65.0,1.0,533.0,1.0,17200.0,19222.0,894819.0,Africa,1876.0,894819.0,52.0
140.0,Cabo Verde,466,,5.0,,237.0,,224.0,,839.0,9.0,1307.0,2353.0,555509.0,Africa,1192.0,111102.0,425.0
141.0,Palestine,451,,3.0,,372.0,,76.0,,89.0,0.6,44876.0,8814.0,5091224.0,Asia,11289.0,1697075.0,113.0
142.0,Togo,445,,13.0,,230.0,,202.0,,54.0,2.0,20948.0,2535.0,8262031.0,Africa,18566.0,635541.0,394.0
143.0,Taiwan,443,,7.0,,427.0,,9.0,,19.0,0.3,72683.0,3052.0,23813566.0,Asia,53755.0,3401938.0,328.0
144.0,Yemen,399,,87.0,,15.0,,297.0,,13.0,3.0,120.0,4.0,29769965.0,Asia,74611.0,342184.0,248083.0
145.0,Rwanda,384,,2.0,,269.0,,113.0,,30.0,0.2,70108.0,5424.0,12924353.0,Africa,33657.0,6462177.0,184.0
146.0,Malawi,358,,4.0,,42.0,,312.0,1.0,19.0,0.2,5049.0,265.0,19086759.0,Africa,53315.0,4771690.0,3780.0
147.0,Isle of Man,336,,24.0,,311.0,,1.0,,3953.0,282.0,5003.0,58860.0,84999.0,Europe,253.0,3542.0,17.0
148.0,Mauritius,335,,10.0,,322.0,,3.0,,263.0,8.0,122008.0,95948.0,1271611.0,Africa,3796.0,127161.0,10.0
149.0,Vietnam,328,,,,298.0,,30.0,1.0,3.0,,275000.0,2827.0,97270089.0,Asia,296555.0,,354.0
150.0,Montenegro,324,,9.0,,315.0,,0.0,,516.0,14.0,10167.0,16188.0,628060.0,Europe,1938.0,69784.0,62.0
151.0,Liberia,311,,28.0,,167.0,,116.0,,62.0,6.0,,,5047450.0,Africa,16230.0,180266.0,
152.0,Mozambique,307,,2.0,,98.0,,207.0,,10.0,0.06,11239.0,360.0,31177845.0,Africa,101556.0,15588923.0,2774.0
153.0,Eswatini,294,,3.0,,198.0,,93.0,,254.0,3.0,4994.0,4308.0,1159216.0,Africa,3943.0,386405.0,232.0
154.0,Benin,244,,3.0,,148.0,,93.0,,20.0,0.2,34682.0,2867.0,12095391.0,Africa,49571.0,4031797.0,349.0
155.0,Myanmar,232,,6.0,,143.0,,83.0,,4.0,0.1,28304.0,520.0,54381717.0,Asia,234404.0,9063620.0,1921.0
156.0,Zimbabwe,206,,4.0,,29.0,,173.0,,14.0,0.3,46613.0,3140.0,14845362.0,Africa,72065.0,3711341.0,318.0
157.0,Martinique,200,,14.0,,98.0,,88.0,,533.0,37.0,,,375286.0,North America,1876.0,26806.0,
158.0,Faeroe Islands,187,,,,187.0,,0.0,,3828.0,,9677.0,198100.0,48849.0,Europe,261.0,,5.0
159.0,Mongolia,185,,,,44.0,,141.0,19.0,57.0,,14249.0,4352.0,3273961.0,Asia,17697.0,,230.0
160.0,Libya,182,,5.0,,52.0,,125.0,,27.0,0.7,6206.0,904.0,6863756.0,Africa,37713.0,1372751.0,1106.0
161.0,Gibraltar,172,,,,151.0,,21.0,,5105.0,,7879.0,233854.0,33692.0,Europe,196.0,,4.0
162.0,Guadeloupe,162,,14.0,,138.0,,10.0,1.0,405.0,35.0,4137.0,10339.0,400119.0,North America,2470.0,28580.0,97.0
163.0,Guyana,153,,12.0,,70.0,,71.0,2.0,195.0,15.0,1658.0,2109.0,786264.0,South America,5139.0,65522.0,474.0
164.0,Cayman Islands,151,,1.0,,77.0,,73.0,,2300.0,15.0,12003.0,182803.0,65661.0,North America,435.0,65661.0,5.0
165.0,Bermuda,141,,9.0,,113.0,,19.0,2.0,2263.0,144.0,7649.0,122789.0,62294.0,North America,442.0,6922.0,8.0
166.0,Brunei,141,,2.0,,138.0,,1.0,1.0,323.0,5.0,19624.0,44891.0,437150.0,Asia,3100.0,218575.0,22.0
167.0,Comoros,132,,2.0,,27.0,,103.0,,152.0,2.0,,,868029.0,Africa,6576.0,434015.0,
168.0,Cambodia,125,,,,123.0,,2.0,1.0,7.0,,21517.0,1288.0,16700273.0,Asia,133602.0,,776.0
169.0,Syria,123,,6.0,,50.0,,67.0,,7.0,0.3,,,17463880.0,Asia,141983.0,2910647.0,
170.0,Trinidad and Tobago,117,,8.0,,108.0,,1.0,,84.0,6.0,3195.0,2284.0,1399147.0,North America,11959.0,174893.0,438.0
171.0,Bahamas,102,,11.0,,49.0,,42.0,1.0,260.0,28.0,2101.0,5347.0,392949.0,North America,3852.0,35723.0,187.0
172.0,Aruba,101,,3.0,,98.0,,0.0,,946.0,28.0,2134.0,19994.0,106732.0,North America,1057.0,35577.0,50.0
173.0,Monaco,99,,4.0,,90.0,,5.0,1.0,2524.0,102.0,16200.0,413044.0,39221.0,Europe,396.0,9805.0,2.0
174.0,Barbados,92,,7.0,,76.0,,9.0,1.0,320.0,24.0,5499.0,19137.0,287349.0,North America,3123.0,41050.0,52.0
175.0,Angola,86,,4.0,,18.0,,64.0,1.0,3.0,0.1,10000.0,305.0,32773880.0,Africa,381092.0,8193470.0,3277.0
176.0,Liechtenstein,82,,1.0,,55.0,,26.0,,2151.0,26.0,900.0,23610.0,38120.0,Europe,465.0,38120.0,42.0
177.0,Sint Maarten,77,,15.0,,60.0,,2.0,1.0,1798.0,350.0,450.0,10505.0,42837.0,North America,556.0,2856.0,95.0
178.0,Burundi,63,,1.0,,33.0,,29.0,,5.0,0.08,284.0,24.0,11859049.0,Africa,188239.0,11859049.0,41757.0
179.0,French Polynesia,60,,,,60.0,,0.0,,214.0,,4040.0,14388.0,280784.0,Australia/Oceania,4680.0,,70.0
180.0,Suriname,54,,1.0,,9.0,,44.0,,92.0,2.0,782.0,1334.0,586221.0,South America,10856.0,586221.0,750.0
181.0,Bhutan,47,,,,9.0,,38.0,,61.0,,17620.0,22855.0,770934.0,Asia,16403.0,,44.0
182.0,Macao,45,,,,45.0,,0.0,,69.0,,,,648621.0,Asia,14414.0,,
183.0,Saint Martin,41,,3.0,,33.0,,5.0,1.0,1062.0,78.0,614.0,15902.0,38612.0,North America,942.0,12871.0,63.0
184.0,Botswana,40,,1.0,,23.0,,16.0,,17.0,0.4,21716.0,9250.0,2347627.0,Africa,58691.0,2347627.0,108.0
185.0,Eritrea,39,,,,39.0,,0.0,,11.0,,,,3542456.0,Africa,90832.0,,
186.0,Antigua and Barbuda,26,,3.0,,20.0,1.0,3.0,1.0,266.0,31.0,246.0,2514.0,97866.0,North America,3764.0,32622.0,398.0
