#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,37363904,4734.0,846456.0,555.0,29029360,2915.0,7488088,17091.0,,,,,,North America,,,
,Asia,33416224,31109.0,464631.0,372.0,29221954,85819.0,3729639,29218.0,,,,,,Asia,,,
,South America,23307750,1185.0,620648.0,9.0,20874825,858.0,1812277,24511.0,,,,,,South America,,,
,Europe,42743207,28651.0,974361.0,978.0,37040827,64846.0,4728019,32448.0,,,,,,Europe,,,
,Africa,4459276,,117950.0,,3979830,,361496,3802.0,,,,,,Africa,,,
,Oceania,61206,246.0,1173.0,5.0,34783,15.0,25250,4.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706,,0,0.0,,,,,,,,,
,World,141352288,65925.0,3025234.0,1919.0,120182285,154453.0,18144769,107074.0,18134.0,388.1,,,,All,,,
1.0,USA,32361280,,580756.0,,24909770,,6870754,9824.0,97315.0,1746.0,428132055.0,1287450.0,332542637.0,North America,10.0,573.0,1.0
2.0,India,14788109,5648.0,177168.0,,12809643,4549.0,1801298,8944.0,10633.0,127.0,266538416.0,191650.0,1390753234.0,Asia,94.0,7850.0,5.0
3.0,Brazil,13900134,,371889.0,,12344861,,1183384,8318.0,65028.0,1740.0,28600000.0,133796.0,213757680.0,South America,15.0,575.0,7.0
4.0,France,5260182,,100593.0,,4081014,,1078575,5877.0,80445.0,1538.0,71808202.0,1098182.0,65388253.0,Europe,12.0,650.0,1.0
5.0,Russia,4702101,8632.0,105582.0,389.0,4326780,7391.0,269739,2300.0,32210.0,723.0,125400000.0,858997.0,145984203.0,Europe,31.0,1383.0,1.0
6.0,UK,4385938,,127260.0,,4145810,,112868,332.0,64339.0,1867.0,140944028.0,2067568.0,68169005.0,Europe,16.0,536.0,0.0
7.0,Turkey,4212645,,35608.0,,3643734,,533303,3240.0,49527.0,419.0,43467516.0,511035.0,85057795.0,Asia,20.0,2389.0,2.0
8.0,Italy,3857443,,116676.0,,3235459,,505308,3340.0,63874.0,1932.0,54864328.0,908484.0,60391111.0,Europe,16.0,518.0,1.0
9.0,Spain,3407283,,76981.0,,3129234,,201068,2180.0,72853.0,1646.0,44285495.0,946895.0,46769173.0,Europe,14.0,608.0,1.0
10.0,Germany,3137907,,80526.0,,2775200,10100.0,282181,4740.0,37358.0,959.0,52737238.0,627849.0,83996696.0,Europe,27.0,1043.0,2.0
11.0,Argentina,2677747,,59164.0,,2343808,,274775,3977.0,58820.0,1300.0,10090767.0,221656.0,45524419.0,South America,17.0,769.0,5.0
12.0,Poland,2675874,,61825.0,,2311145,25924.0,302904,3359.0,70765.0,1635.0,13503602.0,357109.0,37813645.0,Europe,14.0,612.0,3.0
