#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,6314235,6300.0,241050.0,767.0,3440719.0,4007.0,2632466.0,24497.0,,,,,,North America,,,
,South America,4980682,1743.0,165530.0,66.0,3578914.0,1077.0,1236238.0,14743.0,,,,,,South America,,,
,Asia,5312590,11570.0,114224.0,88.0,4044524.0,10257.0,1153842.0,18905.0,,,,,,Asia,,,
,Europe,3113466,7407.0,201975.0,163.0,1869291.0,7663.0,1042200.0,5191.0,,,,,,Europe,,,
,Africa,1078301,,24322.0,,772365.0,,281614.0,1211.0,,,,,,Africa,,,
,Oceania,24424,242.0,387.0,9.0,14716.0,224.0,9321.0,46.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,World,20824419,27262.0,747503.0,1093.0,13721180.0,23228.0,6355736.0,64597.0,2672.0,95.9,,,,All,,,
1.0,USA,5360302,,169131.0,,2812603.0,,2378568.0,17320.0,16183.0,511.0,67551161.0,203940.0,331229890.0,North America,62.0,1958.0,5.0
2.0,Brazil,3170474,,104263.0,,2309477.0,,756734.0,8318.0,14903.0,490.0,13231548.0,62197.0,212735424.0,South America,67.0,2040.0,16.0
3.0,India,2399992,4521.0,47169.0,31.0,1697811.0,1951.0,655012.0,8944.0,1737.0,34.0,26845688.0,19431.0,1381567238.0,Asia,576.0,29290.0,51.0
4.0,Russia,907758,5057.0,15384.0,124.0,716396.0,6098.0,175978.0,2300.0,6220.0,105.0,31500000.0,215839.0,145941946.0,Europe,161.0,9487.0,5.0
5.0,South Africa,568919,,11010.0,,432029.0,,125880.0,539.0,9579.0,185.0,3295434.0,55484.0,59393824.0,Africa,104.0,5395.0,18.0
6.0,Peru,498555,,21713.0,,341938.0,,134904.0,1501.0,15097.0,657.0,2643464.0,80047.0,33023850.0,South America,66.0,1521.0,12.0
7.0,Mexico,498380,5858.0,54666.0,737.0,336635.0,3835.0,107079.0,3775.0,3861.0,423.0,1127115.0,8731.0,129088353.0,North America,259.0,2361.0,115.0
8.0,Colombia,422519,,13837.0,,239785.0,,168897.0,1493.0,8294.0,272.0,2023256.0,39714.0,50945148.0,South America,121.0,3682.0,25.0
9.0,Chile,378168,,10205.0,,351419.0,,16544.0,1268.0,19763.0,533.0,1908964.0,99762.0,19135201.0,South America,51.0,1875.0,10.0
10.0,Spain,376864,,28579.0,,,,,617.0,8060.0,611.0,7472031.0,159806.0,46756944.0,Europe,124.0,1636.0,6.0
11.0,Iran,333699,,18988.0,,290244.0,,24467.0,3940.0,3967.0,226.0,2763225.0,32850.0,84115247.0,Asia,252.0,4430.0,30.0
12.0,UK,313798,,41329.0,,,,,70.0,4620.0,608.0,18868566.0,277774.0,67927863.0,Europe,216.0,1644.0,4.0
13.0,Saudi Arabia,293037,,3269.0,,257269.0,,32499.0,1826.0,8403.0,94.0,3933427.0,112787.0,34874813.0,Asia,119.0,10668.0,9.0
14.0,Pakistan,286674,753.0,6139.0,10.0,264060.0,867.0,16475.0,783.0,1295.0,28.0,2205664.0,9964.0,221366281.0,Asia,772.0,36059.0,100.0
15.0,Argentina,268574,,5213.0,,187283.0,,76078.0,1585.0,5936.0,115.0,891817.0,19711.0,45243676.0,South America,168.0,8679.0,51.0
16.0,Bangladesh,266498,,3513.0,,153089.0,,109896.0,,1616.0,21.0,1302739.0,7901.0,164878278.0,Asia,619.0,46934.0,127.0
17.0,Italy,251713,,35225.0,,202697.0,,13791.0,53.0,4164.0,583.0,7369576.0,121910.0,60451116.0,Europe,240.0,1716.0,8.0
18.0,Turkey,244392,,5891.0,,227089.0,,11412.0,632.0,2894.0,70.0,5454988.0,64599.0,84443200.0,Asia,346.0,14334.0,15.0
19.0,Germany,220850,,9276.0,,200800.0,900.0,10774.0,224.0,2635.0,111.0,8586648.0,102447.0,83815640.0,Europe,380.0,9036.0,10.0
20.0,France,206696,,30371.0,,83472.0,,92853.0,379.0,3166.0,465.0,5500000.0,84239.0,65290667.0,Europe,316.0,2150.0,12.0
21.0,Iraq,160436,,5588.0,,114541.0,,40307.0,592.0,3979.0,139.0,1203883.0,29858.0,40320858.0,Asia,251.0,7216.0,33.0
22.0,Philippines,147526,4002.0,2426.0,23.0,70387.0,1403.0,74713.0,389.0,1344.0,22.0,1853618.0,16890.0,109746632.0,Asia,744.0,45238.0,59.0
23.0,Indonesia,130718,,5903.0,,85798.0,,39017.0,,477.0,22.0,1783673.0,6513.0,273855751.0,Asia,2095.0,46393.0,154.0
24.0,Canada,120844,,9006.0,,107148.0,,4690.0,2292.0,3199.0,238.0,4581083.0,121255.0,37780440.0,North America,313.0,4195.0,8.0
