#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,24671109,245456.0,529662.0,4276.0,15266906.0,141388.0,8874541.0,35433.0,,,,,,North America,,,
,Asia,21056488,81294.0,342994.0,1221.0,19570126.0,71871.0,1143368.0,24356.0,,,,,,Asia,,,
,South America,13475442,94426.0,367910.0,1672.0,12095938.0,107580.0,1011594.0,18160.0,,,,,,South America,,,
,Europe,24660295,222566.0,563829.0,5036.0,12167216.0,123745.0,11929250.0,27473.0,,,,,,Europe,,,
,Africa,2893901,26751.0,68843.0,813.0,2386552.0,18233.0,438506.0,2430.0,,,,,,Africa,,,
,Oceania,48713,124.0,1066.0,,33587.0,28.0,14060.0,20.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,86806669,670617.0,1874319.0,13018.0,61521031.0,462845.0,23411319.0,107872.0,11136.0,240.5,,,,All,,,
1.0,USA,21578225,225177.0,365595.0,3474.0,12861742.0,125230.0,8350888.0,29733.0,64994.0,1101.0,261853913.0,788710.0,332002717.0,North America,15.0,908.0,1.0
2.0,India,10375477,17908.0,150151.0,265.0,9996493.0,21153.0,228833.0,8944.0,7481.0,108.0,176531997.0,127278.0,1386975123.0,Asia,134.0,9237.0,8.0
3.0,Brazil,7812007,57447.0,197777.0,1186.0,6963407.0,88177.0,650823.0,8318.0,36618.0,927.0,28600000.0,134060.0,213337236.0,South America,27.0,1079.0,7.0
4.0,Russia,3284384,24246.0,59506.0,518.0,2662668.0,22632.0,562210.0,2300.0,22501.0,408.0,92000000.0,630280.0,145966823.0,Europe,44.0,2453.0,2.0
5.0,UK,2774479,60916.0,76305.0,830.0,,,,1847.0,40759.0,1121.0,57144355.0,839496.0,68069826.0,Europe,25.0,892.0,1.0
6.0,France,2680239,20489.0,66282.0,420.0,197503.0,1466.0,2416454.0,2625.0,41015.0,1014.0,36400946.0,557031.0,65348117.0,Europe,24.0,986.0,2.0
7.0,Turkey,2270101,14494.0,21879.0,194.0,2155338.0,8908.0,92884.0,3410.0,26768.0,258.0,25315565.0,298515.0,84805018.0,Asia,37.0,3876.0,3.0
8.0,Italy,2181619,15378.0,76329.0,649.0,1536129.0,16023.0,569161.0,2569.0,36110.0,1263.0,27139378.0,449210.0,60415791.0,Europe,28.0,792.0,2.0
9.0,Spain,1982544,16343.0,51430.0,120.0,,,,2220.0,42395.0,1100.0,27839319.0,595313.0,46764144.0,Europe,24.0,909.0,2.0
10.0,Germany,1804286,8070.0,36510.0,528.0,1424700.0,23500.0,343076.0,5726.0,21500.0,435.0,34801593.0,414689.0,83922229.0,Europe,47.0,2299.0,2.0
11.0,Colombia,1702966,16835.0,44426.0,239.0,1559010.0,6833.0,99530.0,3482.0,33286.0,868.0,8353073.0,163269.0,51161365.0,South America,30.0,1152.0,6.0
12.0,Argentina,1662730,13790.0,43785.0,151.0,1466616.0,8533.0,152329.0,3460.0,36617.0,964.0,5001234.0,110138.0,45408952.0,South America,27.0,1037.0,9.0
13.0,Mexico,1455219,6464.0,127757.0,544.0,1105834.0,7403.0,221628.0,3913.0,11226.0,986.0,3680371.0,28392.0,129628383.0,North America,89.0,1015.0,35.0
14.0,Poland,1330543,7624.0,29502.0,341.0,1078892.0,9338.0,222149.0,1629.0,35176.0,780.0,7381821.0,195156.0,37825153.0,Europe,28.0,1282.0,5.0
15.0,Iran,1255620,6113.0,55748.0,98.0,1029028.0,8291.0,170844.0,4829.0,14852.0,659.0,7885416.0,93270.0,84544087.0,Asia,67.0,1517.0,11.0
16.0,South Africa,1127759,14410.0,30524.0,513.0,920879.0,9306.0,176356.0,546.0,18893.0,511.0,6828147.0,114389.0,59692090.0,Africa,53.0,1956.0,9.0
17.0,Ukraine,1083585,5334.0,19129.0,202.0,747408.0,13850.0,317048.0,177.0,24854.0,439.0,5645178.0,129485.0,43597316.0,Europe,40.0,2279.0,8.0
18.0,Peru,1021058,,37873.0,,960703.0,,22482.0,1293.0,30748.0,1141.0,5567797.0,167669.0,33207117.0,South America,33.0,877.0,6.0
19.0,Netherlands,834064,6338.0,11826.0,151.0,,,,724.0,48621.0,689.0,6001738.0,349865.0,17154455.0,Europe,21.0,1451.0,3.0
20.0,Indonesia,779548,7445.0,23109.0,198.0,645746.0,6643.0,110693.0,,2835.0,84.0,7577380.0,27553.0,275008824.0,Asia,353.0,11901.0,36.0
21.0,Czechia,759635,12860.0,12257.0,71.0,625890.0,528.0,121488.0,954.0,70866.0,1143.0,3880950.0,362054.0,10719246.0,Europe,14.0,875.0,3.0
22.0,Belgium,650887,876.0,19750.0,49.0,44894.0,,586243.0,467.0,56035.0,1700.0,7010987.0,603582.0,11615638.0,Europe,18.0,588.0,2.0
