#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
186.0,Antigua and Barbuda,26,,3.0,,20.0,,3.0,1.0,266.0,31.0,246.0,2514.0,97870.0,North America,3764.0,32623.0,398.0
187.0,Gambia,26,,1.0,,20.0,,5.0,,11.0,0.4,1873.0,777.0,2411022.0,Africa,92732.0,2411022.0,1287.0
188.0,St. Vincent Grenadines,26,,,,15.0,,11.0,,234.0,,595.0,5364.0,110915.0,North America,4266.0,,186.0
189.0,Namibia,25,,,,16.0,,9.0,,10.0,,4005.0,1578.0,2537333.0,Africa,101493.0,,634.0
190.0,Timor-Leste,24,,,,24.0,,0.0,,18.0,,1568.0,1191.0,1316483.0,Asia,54853.0,,840.0
191.0,Grenada,23,,,,18.0,,5.0,2.0,204.0,,3516.0,31257.0,112486.0,North America,4891.0,,32.0
192.0,Curaçao,21,,1.0,,15.0,,5.0,,128.0,6.0,985.0,6004.0,164046.0,North America,7812.0,164046.0,167.0
193.0,New Caledonia,20,,,,18.0,,2.0,,70.0,,6867.0,24070.0,285297.0,Australia/Oceania,14265.0,,42.0
194.0,Laos,19,,,,18.0,,1.0,,3.0,,7563.0,1041.0,7267570.0,Asia,382504.0,,961.0
195.0,Saint Lucia,19,,,,18.0,,1.0,,104.0,,1204.0,6559.0,183568.0,North America,9661.0,,152.0
196.0,Belize,18,,2.0,,16.0,,0.0,,45.0,5.0,1671.0,4208.0,397068.0,North America,22059.0,198534.0,238.0
197.0,Dominica,18,,,,16.0,,2.0,,250.0,,534.0,7419.0,71974.0,North America,3999.0,,135.0
198.0,Fiji,18,,,,18.0,,0.0,,20.0,,2431.0,2713.0,895978.0,Australia/Oceania,49777.0,,369.0
199.0,Saint Kitts and Nevis,15,,,,15.0,,0.0,,282.0,,403.0,7579.0,53172.0,North America,3545.0,,132.0
200.0,Falkland Islands,13,,,,13.0,,0.0,,3744.0,,535.0,154090.0,3472.0,South America,267.0,,6.0
201.0,Greenland,13,,,,13.0,,0.0,,229.0,,2241.0,39480.0,56763.0,North America,4366.0,,25.0
202.0,Turks and Caicos,12,,1.0,,11.0,,0.0,,310.0,26.0,153.0,3956.0,38678.0,North America,3223.0,38678.0,253.0
203.0,Vatican City,12,,,,2.0,,10.0,,14981.0,,,,801.0,Europe,67.0,,
204.0,Montserrat,11,,1.0,,10.0,,0.0,,2204.0,200.0,61.0,12220.0,4992.0,North America,454.0,4992.0,82.0
205.0,Seychelles,11,,,,11.0,,0.0,,112.0,,,,98304.0,Africa,8937.0,,
206.0,MS Zaandam,9,,2.0,,,,7.0,,,,,,,,,,
207.0,Western Sahara,9,,1.0,,6.0,,2.0,,15.0,2.0,,,596147.0,Africa,66239.0,596147.0,
208.0,British Virgin Islands,8,,1.0,,7.0,,0.0,,265.0,33.0,167.0,5527.0,30217.0,North America,3777.0,30217.0,181.0
209.0,Papua New Guinea,8,,,,8.0,,0.0,,0.9,,4646.0,520.0,8933791.0,Australia/Oceania,1116724.0,,1923.0
210.0,Caribbean Netherlands,7,,,,7.0,,0.0,,267.0,,424.0,16180.0,26205.0,North America,3744.0,,62.0
211.0,St. Barth,6,,,,6.0,,0.0,,608.0,,137.0,13873.0,9875.0,North America,1646.0,,72.0
212.0,Lesotho,4,,,,2.0,,2.0,,2.0,,1515.0,708.0,2141023.0,Africa,535256.0,,1413.0
213.0,Anguilla,3,,,,3.0,,0.0,,200.0,,41.0,2735.0,14993.0,North America,4998.0,,366.0
214.0,Saint Pierre Miquelon,1,,,,1.0,,0.0,,173.0,,,,5796.0,North America,5796.0,,
215.0,China,83027,5.0,4634.0,,78327.0,8.0,66.0,2.0,58.0,3.0,,,1439323776.0,Asia,17336.0,310601.0,
,Total:,2180717,5026.0,131984.0,841.0,867721.0,2264.0,1181012.0,19471.0,,,,,,North America,,,
,Total:,1030697,607.0,46090.0,15.0,489396.0,5034.0,495211.0,11695.0,,,,,,South America,,,
,Total:,2045150,,177088.0,,1042090.0,,825972.0,9306.0,,,,,,Europe,,,
,Total:,1264337,4336.0,33126.0,68.0,767590.0,2102.0,463621.0,14527.0,,,,,,Asia,,,
,Total:,172183,,4783.0,,75830.0,,91570.0,449.0,,,,,,Africa,,,
,Total:,8857,7.0,124.0,,8266.0,,467.0,4.0,,,,,,Australia/Oceania,,,
,Total:,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,Total:,6702662,9976.0,393210.0,924.0,3251544.0,9433.0,3057908.0,55456.0,859.9,50.4,,,,All,,,
