#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,109720025,30497.0,1502099.0,152.0,102569293.0,30642.0,5648633.0,9889.0,,,,,,North America,,,,,,
,Asia,167845933,312435.0,1446269.0,199.0,160225646.0,188777.0,6174018.0,12080.0,,,,,,Asia,,,,,,
,South America,61889100,6333.0,1314136.0,7.0,58924176.0,20593.0,1650788.0,10548.0,,,,,,South America,,,,,,
,Europe,214286961,18930.0,1872439.0,61.0,203227137.0,154969.0,9187385.0,7990.0,,,,,,Europe,,,,,,
,Oceania,11164615,58201.0,16059.0,82.0,10596442.0,10653.0,552114.0,185.0,,,,,,Australia/Oceania,,,,,,
,Africa,12511813,,256810.0,,11692321.0,,562682.0,985.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,577419168,426396.0,6407827.0,501.0,547235721.0,405634.0,23775620.0,41677.0,74077.0,822.1,,,,All,,,,,,
1.0,USA,92494018,,1052935.0,,87648838.0,,3792245.0,4575.0,,,1066125697.0,,,North America,,,,,,
2.0,India,43938764,,526167.0,,43267571.0,20742.0,145026.0,698.0,31207.0,374.0,873185917.0,620171.0,1407976975.0,Asia,32.0,2676.0,2.0,,,103.0
3.0,Brazil,33660608,,677563.0,,32121537.0,,861508.0,8318.0,156071.0,3142.0,63776166.0,295706.0,215674409.0,South America,6.0,318.0,3.0,,,3994.0
4.0,France,33631019,,151679.0,,31661663.0,,1817677.0,869.0,512893.0,2313.0,271490188.0,4140386.0,65571227.0,Europe,2.0,432.0,0.0,,,27721.0
5.0,Germany,30598385,,143545.0,,28627900.0,122500.0,1826940.0,1440.0,362814.0,1702.0,122332384.0,1450533.0,84336174.0,Europe,3.0,588.0,1.0,,,21663.0
6.0,UK,23212565,,182727.0,,22566588.0,24581.0,463250.0,146.0,338271.0,2663.0,522526476.0,7614657.0,68621147.0,Europe,3.0,376.0,0.0,,,6751.0
7.0,Italy,20772833,,171232.0,,19206168.0,,1395433.0,434.0,344614.0,2841.0,235787896.0,3911635.0,60278603.0,Europe,3.0,352.0,0.0,,,23150.0
8.0,S. Korea,19446946,100182.0,24932.0,25.0,18466528.0,20246.0,955486.0,177.0,378639.0,485.0,15804065.0,307711.0,51360127.0,Asia,3.0,2060.0,3.0,1951.0,0.5,18604.0
9.0,Russia,18545009,,382236.0,,17948330.0,,214443.0,2300.0,126965.0,2617.0,273400000.0,1871789.0,146063435.0,Europe,8.0,382.0,1.0,,,1468.0
10.0,Turkey,15524071,,99184.0,,15221506.0,,203381.0,975.0,180072.0,1150.0,162743369.0,1887752.0,86210159.0,Asia,6.0,869.0,1.0,,,2359.0
11.0,Spain,13204863,,110187.0,,12490889.0,,603787.0,339.0,282203.0,2355.0,471036328.0,10066577.0,46792103.0,Europe,4.0,425.0,0.0,,,12904.0
12.0,Japan,11680821,180226.0,32048.0,108.0,10247733.0,112739.0,1401040.0,311.0,92942.0,255.0,61312175.0,487849.0,125678604.0,Asia,11.0,3922.0,2.0,1434.0,0.9,11148.0
13.0,Vietnam,10770304,,43092.0,,9874075.0,,853137.0,46.0,108633.0,435.0,85826548.0,865674.0,99144227.0,Asia,9.0,2301.0,1.0,,,8605.0
14.0,Argentina,9507562,,129278.0,,9269597.0,4549.0,108687.0,456.0,206458.0,2807.0,35716069.0,775580.0,46050812.0,South America,5.0,356.0,1.0,,,2360.0
15.0,Australia,9235196,49094.0,11386.0,82.0,8797363.0,,426447.0,145.0,353705.0,436.0,75973502.0,2909759.0,26109891.0,Australia/Oceania,3.0,2293.0,0.0,1880.0,3.0,16333.0
16.0,Netherlands,8320281,,22476.0,,8139631.0,,158174.0,61.0,483371.0,1306.0,21107399.0,1226246.0,17213020.0,Europe,2.0,766.0,1.0,,,9189.0
17.0,Iran,7348963,,141758.0,,7074995.0,,132210.0,1039.0,85245.0,1644.0,53074510.0,615646.0,86209515.0,Asia,12.0,608.0,2.0,,,1534.0
18.0,Mexico,6659038,30497.0,327261.0,152.0,5767724.0,30642.0,564053.0,4798.0,50552.0,2484.0,17519883.0,133003.0,131725622.0,North America,20.0,403.0,8.0,232.0,1.0,4282.0
19.0,Colombia,6247634,,140603.0,,6053853.0,,53178.0,342.0,120144.0,2704.0,35889624.0,690171.0,52001059.0,South America,8.0,370.0,1.0,,,1023.0
20.0,Indonesia,6178873,,156929.0,,5978522.0,,43422.0,2771.0,22108.0,561.0,103116512.0,368949.0,279486853.0,Asia,45.0,1781.0,3.0,,,155.0
21.0,Poland,6054743,,116524.0,,5335824.0,,602395.0,1157.0,160343.0,3086.0,36618336.0,969735.0,37761184.0,Europe,6.0,324.0,1.0,,,15953.0
22.0,Portugal,5329332,,24564.0,,5125581.0,,179187.0,61.0,525812.0,2424.0,43527258.0,4294559.0,10135442.0,Europe,2.0,413.0,0.0,,,17679.0
23.0,Ukraine,5021612,,108699.0,,4910110.0,158.0,2803.0,177.0,116261.0,2517.0,19521252.0,451960.0,43192424.0,Europe,9.0,397.0,2.0,,,65.0
24.0,DPRK,4772790,10.0,74.0,,4772490.0,50.0,226.0,,183486.0,3.0,,,26011704.0,Asia,5.0,351510.0,,0.4,,9.0
25.0,Austria,4705111,,19024.0,,4564278.0,,121809.0,93.0,516345.0,2088.0,193050411.0,21185612.0,9112336.0,Europe,2.0,479.0,0.0,,,13367.0
26.0,Malaysia,4659710,,35932.0,,4577518.0,,46260.0,52.0,140264.0,1082.0,62202991.0,1872400.0,33220992.0,Asia,7.0,925.0,1.0,,,1392.0
27.0,Thailand,4582168,2747.0,31261.0,34.0,4526691.0,2099.0,24216.0,1496.0,65309.0,446.0,17270775.0,246159.0,70161002.0,Asia,15.0,2244.0,4.0,39.0,0.5,345.0
28.0,Israel,4563773,,11304.0,,4498393.0,,54076.0,310.0,489360.0,1212.0,41373364.0,4436346.0,9326000.0,Asia,2.0,825.0,0.0,,,5798.0
29.0,Taiwan,4498416,25692.0,8714.0,28.0,3986904.0,31394.0,502798.0,,188174.0,365.0,22544437.0,943060.0,23905628.0,Asia,5.0,2743.0,1.0,1075.0,1.0,21033.0
30.0,Belgium,4398161,,32179.0,,4189616.0,,176366.0,111.0,376117.0,2752.0,34947117.0,2988568.0,11693598.0,Europe,3.0,363.0,0.0,,,15082.0
31.0,Greece,4210771,,30707.0,,3614441.0,,565623.0,115.0,408094.0,2976.0,87638663.0,8493640.0,10318151.0,Europe,2.0,336.0,0.0,,,54818.0
32.0,Chile,4195780,,59393.0,,3899932.0,,236455.0,181.0,215671.0,3053.0,41761677.0,2146633.0,19454503.0,South America,5.0,328.0,0.0,,,12154.0
33.0,Canada,4012359,,43583.0,,3695850.0,,272926.0,195.0,104422.0,1134.0,62586673.0,1628827.0,38424395.0,North America,10.0,882.0,1.0,,,7103.0
34.0,South Africa,4003502,,101962.0,,3895373.0,,6167.0,192.0,65793.0,1676.0,25948518.0,426431.0,60850425.0,Africa,15.0,597.0,2.0,,,101.0
35.0,Czechia,3975717,3437.0,40420.0,7.0,3913599.0,518.0,21698.0,41.0,369836.0,3760.0,55712144.0,5182558.0,10749932.0,Europe,3.0,266.0,0.0,320.0,0.7,2018.0
36.0,Switzerland,3930649,,14046.0,,3720190.0,,196413.0,73.0,447422.0,1599.0,21810511.0,2482669.0,8785105.0,Europe,2.0,625.0,0.0,,,22358.0
37.0,Peru,3859279,,214112.0,,3489680.0,12495.0,155487.0,211.0,113780.0,6312.0,32832543.0,967974.0,33918844.0,South America,9.0,158.0,1.0,,,4584.0
38.0,Philippines,3757762,,60694.0,,3669425.0,,27643.0,612.0,33376.0,539.0,31363001.0,278564.0,112588201.0,Asia,30.0,1855.0,4.0,,,246.0
39.0,Denmark,3056356,,6618.0,,3027734.0,,22004.0,14.0,523865.0,1134.0,127932469.0,21927842.0,5834248.0,Europe,2.0,882.0,0.0,,,3772.0
40.0,Romania,3024064,,65894.0,,2876236.0,,81934.0,215.0,159385.0,3473.0,23934621.0,1261490.0,18973295.0,Europe,6.0,288.0,1.0,,,4318.0
41.0,Sweden,2533978,,19216.0,,2497887.0,385.0,16875.0,14.0,247723.0,1879.0,18731976.0,1831246.0,10229087.0,Europe,4.0,532.0,1.0,,,1650.0
42.0,Iraq,2435440,,25297.0,,2375576.0,,34567.0,30.0,57872.0,601.0,19031669.0,452237.0,42083440.0,Asia,17.0,1664.0,2.0,,,821.0
43.0,Serbia,2095066,,16229.0,,2021132.0,,57705.0,18.0,241789.0,1873.0,10156313.0,1172128.0,8664851.0,Europe,4.0,534.0,1.0,,,6660.0
44.0,Bangladesh,2002944,,29275.0,,1938372.0,,35297.0,1228.0,11917.0,174.0,14573078.0,86707.0,168072165.0,Asia,84.0,5741.0,12.0,,,210.0
45.0,Hungary,1965481,14402.0,46790.0,54.0,1890181.0,7096.0,28510.0,19.0,204529.0,4869.0,11394556.0,1185722.0,9609802.0,Europe,5.0,205.0,1.0,1499.0,6.0,2967.0
46.0,Slovakia,1813388,,20201.0,,1781792.0,,11395.0,29.0,331813.0,3696.0,7217162.0,1320593.0,5465093.0,Europe,3.0,271.0,1.0,,,2085.0
47.0,Jordan,1709879,,14074.0,,1691909.0,,3896.0,124.0,164222.0,1352.0,16981984.0,1631006.0,10411967.0,Asia,6.0,740.0,1.0,,,374.0
48.0,Singapore,1677126,,1487.0,,1578532.0,,97107.0,18.0,282098.0,250.0,24107231.0,4054907.0,5945199.0,Asia,4.0,3998.0,0.0,,,16334.0
49.0,Georgia,1675265,,16854.0,,1637293.0,,21118.0,,421621.0,4242.0,16920079.0,4258352.0,3973387.0,Asia,2.0,236.0,0.0,,,5315.0
50.0,Ireland,1628745,,7537.0,,1576303.0,,44905.0,35.0,322428.0,1492.0,12524966.0,2479452.0,5051505.0,Europe,3.0,670.0,0.0,,,8889.0
51.0,New Zealand,1589584,9107.0,1941.0,,1528799.0,10653.0,58844.0,,317783.0,388.0,7370492.0,1473480.0,5002100.0,Australia/Oceania,3.0,2577.0,1.0,1821.0,,11764.0
52.0,Pakistan,1551871,620.0,30474.0,4.0,1512841.0,,8556.0,191.0,6755.0,133.0,29472648.0,128289.0,229735686.0,Asia,148.0,7539.0,8.0,3.0,0.02,37.0
53.0,Norway,1454931,,3623.0,,1447107.0,,4201.0,20.0,264118.0,658.0,11002430.0,1997306.0,5508635.0,Europe,4.0,1520.0,1.0,,,763.0
54.0,Kazakhstan,1338090,2684.0,13665.0,,1302400.0,1314.0,22025.0,24.0,69548.0,710.0,11575012.0,601619.0,19239772.0,Asia,14.0,1408.0,2.0,140.0,,1145.0
55.0,Hong Kong,1330399,,9478.0,,1218533.0,,102388.0,7.0,174539.0,1243.0,50415048.0,6614086.0,7622376.0,Asia,6.0,804.0,0.0,,,13433.0
56.0,Morocco,1258761,,16224.0,,1235328.0,,7209.0,293.0,33289.0,429.0,12190958.0,322405.0,37812573.0,Africa,30.0,2331.0,3.0,,,191.0
57.0,Bulgaria,1200550,,37350.0,,1142312.0,,20888.0,48.0,175501.0,5460.0,10237546.0,1496567.0,6840687.0,Europe,6.0,183.0,1.0,,,3053.0
58.0,Croatia,1178958,,16249.0,,1153780.0,,8929.0,22.0,290878.0,4009.0,5028879.0,1240747.0,4053107.0,Europe,3.0,249.0,1.0,,,2203.0
59.0,Finland,1171034,,5012.0,,1140598.0,,25424.0,21.0,210676.0,902.0,11129795.0,2002316.0,5558461.0,Europe,5.0,1109.0,0.0,,,4574.0
60.0,Lebanon,1161100,,10515.0,,1087587.0,,62998.0,186.0,171698.0,1555.0,4795578.0,709146.0,6762465.0,Asia,6.0,643.0,1.0,,,9316.0
61.0,Tunisia,1128693,,29041.0,,,,,29.0,93484.0,2405.0,4840957.0,400954.0,12073586.0,Africa,11.0,416.0,2.0,,,142.0
62.0,Cuba,1107610,,8529.0,,1098531.0,,550.0,23.0,97911.0,754.0,13997964.0,1237404.0,11312368.0,North America,10.0,1326.0,1.0,,,49.0
63.0,Lithuania,1082033,1091.0,9206.0,,1038300.0,,34527.0,5.0,409230.0,3482.0,10048509.0,3800394.0,2644070.0,Europe,2.0,287.0,0.0,413.0,,13058.0
