#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,125222635,3358.0,1617781.0,7.0,120706260.0,3803.0,2898594.0,7427.0,,,,,,North America,,,,,,
,Asia,214911899,24771.0,1539282.0,87.0,199503066.0,28638.0,13869551.0,15527.0,,,,,,Asia,,,,,,
,Europe,247267256,21627.0,2025370.0,75.0,242828270.0,27775.0,2413616.0,6458.0,,,,,,Europe,,,,,,
,South America,68168452,,1351619.0,,66350228.0,697.0,466605.0,10179.0,,,,,,South America,,,,,,
,Oceania,14039429,,26245.0,,13873278.0,,139906.0,55.0,,,,,,Australia/Oceania,,,,,,
,Africa,12804066,,258622.0,,12078447.0,,466997.0,548.0,,,,,,Africa,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,682414458,49756.0,6818934.0,169.0,655340255.0,60913.0,20255269.0,40194.0,87547.0,874.8,,,,All,,,,,,
1.0,USA,105820390,,1151253.0,,103485147.0,,1183990.0,2261.0,316065.0,3439.0,1169976712.0,3494499.0,334805269.0,North America,3.0,291.0,0.0,,,3536.0
2.0,India,44694349,,530799.0,,44158161.0,,5389.0,,31774.0,377.0,920111661.0,654124.0,1406631776.0,Asia,31.0,2650.0,2.0,,,4.0
3.0,France,39690610,,165314.0,,39447483.0,,77813.0,869.0,605183.0,2521.0,271490188.0,4139547.0,65584518.0,Europe,2.0,397.0,0.0,,,1186.0
4.0,Germany,38297037,,169661.0,,37934100.0,2800.0,193276.0,,456550.0,2023.0,122332384.0,1458359.0,83883596.0,Europe,2.0,494.0,1.0,,,2304.0
5.0,Brazil,37145514,,699634.0,,36249161.0,,196719.0,,172486.0,3249.0,63776166.0,296146.0,215353593.0,South America,6.0,308.0,3.0,,,913.0
6.0,Japan,33368365,7066.0,73477.0,38.0,21708854.0,1922.0,11586034.0,86.0,265704.0,585.0,96765558.0,770519.0,125584838.0,Asia,4.0,1709.0,1.0,56.0,0.3,92257.0
7.0,S. Korea,30690223,8995.0,34159.0,4.0,30479566.0,10810.0,176498.0,129.0,597901.0,665.0,15804065.0,307892.0,51329899.0,Asia,2.0,1503.0,3.0,175.0,0.08,3439.0
8.0,Italy,25651205,,188750.0,,25320467.0,,141988.0,104.0,425656.0,3132.0,269127054.0,4465893.0,60262770.0,Europe,2.0,319.0,0.0,,,2356.0
9.0,UK,24423396,,208458.0,,24149508.0,2385.0,65430.0,,356557.0,3043.0,522526476.0,7628357.0,68497907.0,Europe,3.0,329.0,0.0,,,955.0
10.0,Russia,22493866,13009.0,396801.0,32.0,21841765.0,12155.0,255300.0,,154273.0,2721.0,273400000.0,1875095.0,145805947.0,Europe,6.0,367.0,1.0,89.0,0.2,1751.0
11.0,Turkey,17042722,,101492.0,,,,,,199186.0,1186.0,162743369.0,1902052.0,85561976.0,Asia,5.0,843.0,1.0,,,1819.0
12.0,Spain,13783163,,119872.0,,13632061.0,,31230.0,231.0,295022.0,2566.0,471036328.0,10082298.0,46719142.0,Europe,3.0,390.0,0.0,,,668.0
