#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,4239180,9375.0,190762.0,652.0,1994035.0,6308.0,2054383.0,19939.0,,,,,,North America,,,
,South America,3051972,2526.0,110360.0,89.0,2061069.0,111749.0,880543.0,13791.0,,,,,,South America,,,
,Asia,3158355,27471.0,74518.0,631.0,2223501.0,21356.0,860336.0,19991.0,,,,,,Asia,,,
,Europe,2623493,9672.0,197993.0,239.0,1557774.0,11608.0,867726.0,5275.0,,,,,,Europe,,,
,Africa,648325,1352.0,14052.0,23.0,337024.0,1224.0,297249.0,1001.0,,,,,,Africa,,,
,Oceania,12479,324.0,135.0,2.0,9641.0,108.0,2703.0,30.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,World,13734525,50720.0,587835.0,1636.0,8183695.0,152353.0,4962995.0,60031.0,1762.0,75.4,,,,All,,,
1.0,USA,3618739,1912.0,140185.0,41.0,1646683.0,721.0,1831871.0,16459.0,10930.0,423.0,44849640.0,135464.0,331081677.0,North America,91.0,2362.0,7.0
2.0,Brazil,1972072,1163.0,75568.0,45.0,1366775.0,111211.0,529729.0,8318.0,9275.0,355.0,4911063.0,23098.0,212620008.0,South America,108.0,2814.0,43.0
3.0,India,976826,6657.0,25020.0,91.0,616453.0,2718.0,335353.0,8944.0,708.0,18.0,12739490.0,9228.0,1380530110.0,Asia,1413.0,55177.0,108.0
4.0,Russia,752797,6428.0,11937.0,167.0,531692.0,8443.0,209168.0,2300.0,5158.0,82.0,24053516.0,164821.0,145937175.0,Europe,194.0,12226.0,6.0
5.0,Peru,337724,,12417.0,,226400.0,,98907.0,1325.0,10238.0,376.0,1983932.0,60140.0,32988703.0,South America,98.0,2657.0,17.0
6.0,Chile,321205,,7186.0,,292085.0,,21934.0,1915.0,16797.0,376.0,1334712.0,69797.0,19122661.0,South America,60.0,2661.0,14.0
7.0,Mexico,317635,6149.0,36906.0,579.0,199129.0,5153.0,81600.0,378.0,2463.0,286.0,768457.0,5958.0,128984785.0,North America,406.0,3495.0,168.0
8.0,South Africa,311049,,4453.0,,160693.0,,145903.0,539.0,5242.0,75.0,2278127.0,38393.0,59336622.0,Africa,191.0,13325.0,26.0
9.0,Spain,304574,,28413.0,,,,,617.0,6514.0,608.0,6026446.0,128893.0,46755564.0,Europe,154.0,1646.0,8.0
10.0,UK,291911,,45053.0,,,,,145.0,4299.0,664.0,12461869.0,183531.0,67900637.0,Europe,233.0,1507.0,5.0
11.0,Iran,267061,2500.0,13608.0,198.0,230608.0,3047.0,22845.0,3471.0,3178.0,162.0,2073791.0,24678.0,84033003.0,Asia,315.0,6175.0,41.0
12.0,Pakistan,257914,2145.0,5426.0,40.0,178737.0,5927.0,73751.0,1942.0,1167.0,25.0,1652183.0,7475.0,221037609.0,Asia,857.0,40737.0,134.0
13.0,Italy,243506,,34997.0,,196016.0,,12493.0,57.0,4028.0,579.0,6053060.0,100120.0,60457891.0,Europe,248.0,1728.0,10.0
14.0,Saudi Arabia,240474,,2325.0,,183048.0,,55101.0,2221.0,6904.0,67.0,2436683.0,69953.0,34833307.0,Asia,145.0,14982.0,14.0
15.0,Turkey,215940,,5419.0,,197733.0,,12788.0,1206.0,2559.0,64.0,4107498.0,48682.0,84373811.0,Asia,391.0,15570.0,21.0
16.0,Germany,201281,29.0,9148.0,,186400.0,400.0,5733.0,248.0,2402.0,109.0,6884614.0,82160.0,83795199.0,Europe,416.0,9160.0,12.0
17.0,Bangladesh,196323,2733.0,2496.0,39.0,106963.0,1440.0,86864.0,1.0,1192.0,15.0,993291.0,6029.0,164752852.0,Asia,839.0,66007.0,166.0
18.0,France,173304,,30120.0,,78820.0,,64364.0,482.0,2655.0,461.0,2532227.0,38790.0,65279649.0,Europe,377.0,2167.0,26.0
