#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,17580945,7757.0,428528.0,267.0,10672359.0,6870.0,6480058.0,31202.0,,,,,,North America,,,
,Asia,17512431,9393.0,301718.0,97.0,15473917.0,9613.0,1736796.0,28188.0,,,,,,Asia,,,
,South America,11537683,68.0,332410.0,3.0,10256197.0,203.0,949076.0,16790.0,,,,,,South America,,,
,Europe,18478997,38597.0,424754.0,667.0,8240203.0,24055.0,9814040.0,27477.0,,,,,,Europe,,,
,Africa,2276574,,53961.0,,1936646.0,,285967.0,2542.0,,,,,,Africa,,,
,Oceania,45935,8.0,1021.0,,33157.0,4.0,11757.0,25.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,67433286,55823.0,1542407.0,1034.0,46613185.0,40745.0,19277694.0,106224.0,8651.0,197.9,,,,All,,,
1.0,USA,15159529,,288906.0,,8855593.0,,6015030.0,26448.0,45683.0,871.0,207456975.0,625164.0,331843917.0,North America,22.0,1149.0,2.0
2.0,India,9677203,402.0,140590.0,,9139901.0,1730.0,396712.0,8944.0,6983.0,101.0,147787656.0,106639.0,1385863914.0,Asia,143.0,9857.0,9.0
3.0,Brazil,6603540,,176962.0,,5776182.0,,650396.0,8318.0,30971.0,830.0,25700000.0,120536.0,213213576.0,South America,32.0,1205.0,8.0
4.0,Russia,2488912,28142.0,43597.0,456.0,1956588.0,18850.0,488727.0,2300.0,17052.0,299.0,79700000.0,546034.0,145961711.0,Europe,59.0,3348.0,2.0
5.0,France,2292497,,55155.0,,169586.0,,2067756.0,3220.0,35088.0,844.0,21041852.0,322054.0,65336312.0,Europe,29.0,1185.0,3.0
6.0,Italy,1728878,,60078.0,,913494.0,,755306.0,3454.0,28613.0,994.0,23125664.0,382729.0,60423049.0,Europe,35.0,1006.0,3.0
7.0,UK,1723242,,61245.0,,,,,1274.0,25327.0,900.0,44812139.0,658608.0,68040655.0,Europe,39.0,1111.0,2.0
8.0,Spain,1699145,,46252.0,,,,,2371.0,36336.0,989.0,22992742.0,491690.0,46762664.0,Europe,28.0,1011.0,2.0
9.0,Argentina,1463110,,39770.0,,1294692.0,,128648.0,3735.0,32245.0,876.0,4101188.0,90384.0,45374992.0,South America,31.0,1141.0,11.0
10.0,Colombia,1371103,,37808.0,,1257410.0,,75885.0,2376.0,26823.0,740.0,6737972.0,131815.0,51116937.0,South America,37.0,1352.0,8.0
11.0,Germany,1184845,,19159.0,,846400.0,,319286.0,4108.0,14122.0,228.0,29141172.0,347331.0,83900328.0,Europe,71.0,4379.0,3.0
12.0,Mexico,1175850,7455.0,109717.0,261.0,866186.0,6723.0,199947.0,3363.0,9079.0,847.0,3016042.0,23287.0,129517418.0,North America,110.0,1180.0,43.0
13.0,Poland,1063449,,20089.0,,706720.0,,336640.0,1900.0,28112.0,531.0,6456364.0,170674.0,37828537.0,Europe,36.0,1883.0,6.0
14.0,Iran,1040547,,50310.0,,730798.0,,259439.0,5809.0,12321.0,596.0,6387019.0,75625.0,84455969.0,Asia,81.0,1679.0,13.0
