#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,4722355,7805.0,199783.0,987.0,2319780.0,5566.0,2202792.0,23661.0,,,,,,North America,,,
,South America,3375053,1366.0,121415.0,55.0,2247081.0,415.0,1006557.0,14072.0,,,,,,South America,,,
,Asia,3532467,6430.0,82744.0,98.0,2518601.0,6287.0,931122.0,19487.0,,,,,,Asia,,,
,Europe,2708853,6920.0,199931.0,182.0,1619432.0,10958.0,889490.0,5325.0,,,,,,Europe,,,
,Africa,753914,,15779.0,,412654.0,,325481.0,1046.0,,,,,,Africa,,,
,Oceania,14587,466.0,150.0,2.0,10158.0,101.0,4279.0,42.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,World,15107950,22987.0,619817.0,1324.0,9128357.0,23327.0,5359776.0,63637.0,1938.0,79.5,,,,All,,,
1.0,USA,4028733,164.0,144958.0,5.0,1886778.0,195.0,1996997.0,16710.0,12167.0,438.0,49916373.0,150753.0,331113437.0,North America,82.0,2284.0,7.0
2.0,Brazil,2166532,,81597.0,,1465970.0,,618965.0,8318.0,10189.0,384.0,4911063.0,23095.0,212644740.0,South America,98.0,2606.0,43.0
3.0,India,1194888,803.0,28771.0,1.0,753050.0,657.0,413067.0,8944.0,865.0,21.0,14724546.0,10664.0,1380752352.0,Asia,1156.0,47991.0,94.0
4.0,Russia,789190,5862.0,12745.0,165.0,572053.0,9669.0,204392.0,2300.0,5408.0,87.0,25704372.0,176132.0,145938197.0,Europe,185.0,11451.0,6.0
5.0,South Africa,381798,,5368.0,,208144.0,,168286.0,539.0,6433.0,90.0,2536921.0,42746.0,59348880.0,Africa,155.0,11056.0,23.0
6.0,Peru,362087,,13579.0,,248746.0,,99762.0,1342.0,10974.0,412.0,2109202.0,63923.0,32996235.0,South America,91.0,2430.0,16.0
7.0,Mexico,356255,6859.0,40400.0,915.0,227165.0,5097.0,88690.0,3812.0,2762.0,313.0,845272.0,6552.0,129006978.0,North America,362.0,3193.0,153.0
8.0,Chile,334683,,8677.0,,306816.0,,19190.0,1728.0,17499.0,454.0,1432980.0,74926.0,19125348.0,South America,57.0,2204.0,13.0
9.0,Spain,313274,,28424.0,,,,,617.0,6700.0,608.0,6320836.0,135188.0,46755859.0,Europe,149.0,1645.0,7.0
