#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,43508754,23328.0,948443.0,636.0,35707232.0,14789.0,6853079.0,20173.0,,,,,,North America,,,,,,
,Asia,63685979,48683.0,924368.0,385.0,59314132.0,49350.0,3447479.0,36829.0,,,,,,Asia,,,,,,
,South America,35879822,,1099826.0,,33451516.0,,1328480.0,25076.0,,,,,,South America,,,,,,
,Europe,52239929,3516.0,1140184.0,25.0,47267174.0,3231.0,3832571.0,8737.0,,,,,,Europe,,,,,,
,Africa,7005158,1.0,176319.0,,6112428.0,2.0,716411.0,4505.0,,,,,,Africa,,,,,,
,Oceania,115415,363.0,1612.0,6.0,82523.0,,31280.0,111.0,,,,,,Australia/Oceania,,,,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,World,202435778,75891.0,4290767.0,1052.0,181935711.0,67372.0,16209300.0,95431.0,25971.0,550.5,,,,All,,,,,,
1.0,USA,36447123,,632641.0,,29834472.0,,5980010.0,13081.0,109408.0,1899.0,542891847.0,1629669.0,333130197.0,North America,9.0,527.0,1.0,,,17951.0
2.0,India,31895385,902.0,427401.0,,31055861.0,7708.0,412123.0,8944.0,22866.0,306.0,478316964.0,342913.0,1394864708.0,Asia,44.0,3264.0,3.0,0.6,,295.0
3.0,Brazil,20108746,,561807.0,,18868602.0,,678337.0,8318.0,93872.0,2623.0,55034721.0,256913.0,214215222.0,South America,11.0,381.0,4.0,,,3167.0
4.0,Russia,6402564,,163301.0,,5720353.0,,518910.0,2300.0,43852.0,1118.0,168000000.0,1150660.0,146003116.0,Europe,23.0,894.0,1.0,,,3554.0
5.0,France,6258953,,112158.0,,5743040.0,,403755.0,1458.0,95656.0,1714.0,108060497.0,1651495.0,65431931.0,Europe,10.0,583.0,1.0,,,6171.0
6.0,UK,6014023,,130178.0,,4599885.0,,1283960.0,871.0,88083.0,1907.0,249796318.0,3658575.0,68276936.0,Europe,11.0,524.0,0.0,,,18805.0
7.0,Turkey,5870741,,51976.0,,5491762.0,,327003.0,543.0,68798.0,609.0,69397144.0,813252.0,85332875.0,Asia,15.0,1642.0,1.0,,,3832.0
8.0,Argentina,5002951,,107213.0,,4645158.0,,250580.0,3657.0,109593.0,2349.0,19991213.0,437923.0,45650074.0,South America,9.0,426.0,2.0,,,5489.0
9.0,Colombia,4828583,,122087.0,,4632801.0,,73695.0,8155.0,93801.0,2372.0,22915918.0,445170.0,51476806.0,South America,11.0,422.0,2.0,,,1432.0
10.0,Spain,4588132,,82006.0,,3784544.0,,721582.0,1928.0,98090.0,1753.0,57177901.0,1222412.0,46774647.0,Europe,10.0,570.0,1.0,,,15427.0
11.0,Italy,4383787,,128187.0,,4150915.0,,104685.0,277.0,72622.0,2124.0,78677529.0,1303379.0,60364254.0,Europe,14.0,471.0,1.0,,,1734.0
12.0,Iran,4092671,,93086.0,,3492468.0,,507117.0,6279.0,48053.0,1093.0,26236676.0,308052.0,85169724.0,Asia,21.0,915.0,3.0,,,5954.0
13.0,Germany,3792826,,92271.0,,3664100.0,1400.0,36455.0,393.0,45111.0,1097.0,67083026.0,797869.0,84077733.0,Europe,22.0,911.0,1.0,,,434.0
14.0,Indonesia,3607863,,104010.0,,2996478.0,,507375.0,,13039.0,376.0,27607463.0,99777.0,276691046.0,Asia,77.0,2660.0,10.0,,,1834.0
15.0,Mexico,2944226,21563.0,243733.0,568.0,2298074.0,14535.0,402419.0,4798.0,22576.0,1869.0,8711596.0,66798.0,130416235.0,North America,44.0,535.0,15.0,165.0,4.0,3086.0
16.0,Poland,2883796,,75281.0,,2654224.0,,154291.0,42.0,76289.0,1992.0,18824636.0,497991.0,37801122.0,Europe,13.0,502.0,2.0,,,4082.0
17.0,South Africa,2511178,,74352.0,,2280490.0,,156336.0,546.0,41764.0,1237.0,15156101.0,252067.0,60127232.0,Africa,24.0,809.0,4.0,,,2600.0
18.0,Ukraine,2258532,1054.0,53085.0,20.0,2190686.0,1393.0,14761.0,177.0,51986.0,1222.0,11509815.0,264927.0,43445213.0,Europe,19.0,818.0,4.0,24.0,0.5,340.0
19.0,Peru,2122557,,196818.0,,,,,1690.0,63408.0,5880.0,15762783.0,470889.0,33474485.0,South America,16.0,170.0,2.0,,,6126.0
20.0,Netherlands,1881121,,17858.0,,1678622.0,,184641.0,210.0,109517.0,1040.0,16061819.0,935107.0,17176456.0,Europe,9.0,962.0,1.0,,,10750.0
21.0,Iraq,1696390,,19087.0,,1510888.0,,166415.0,968.0,41166.0,463.0,13382440.0,324751.0,41208329.0,Asia,24.0,2159.0,3.0,,,4038.0
22.0,Czechia,1674726,147.0,30363.0,1.0,1641904.0,6.0,2459.0,11.0,156068.0,2830.0,33673497.0,3138031.0,10730773.0,Europe,6.0,353.0,0.0,14.0,0.09,229.0
23.0,Philippines,1638345,,28673.0,,1535375.0,,74297.0,2253.0,14736.0,258.0,17095300.0,153766.0,111177380.0,Asia,68.0,3877.0,7.0,,,668.0
24.0,Chile,1621571,,35880.0,,1576801.0,,8890.0,1223.0,84037.0,1859.0,18979440.0,983596.0,19295972.0,South America,12.0,538.0,1.0,,,461.0
25.0,Canada,1437701,,26654.0,,1401224.0,,9823.0,202.0,37730.0,699.0,38835904.0,1019190.0,38104676.0,North America,27.0,1430.0,1.0,,,258.0
26.0,Bangladesh,1335260,,22150.0,,1172437.0,,140673.0,1366.0,8020.0,133.0,8043693.0,48314.0,166486421.0,Asia,125.0,7516.0,21.0,,,845.0
27.0,Malaysia,1224595,,10179.0,,993020.0,,221396.0,1096.0,37313.0,310.0,19011753.0,579275.0,32819914.0,Asia,27.0,3224.0,2.0,,,6746.0
28.0,Belgium,1136726,1819.0,25268.0,4.0,1063847.0,,47611.0,94.0,97616.0,2170.0,17565235.0,1508403.0,11644925.0,Europe,10.0,461.0,1.0,156.0,0.3,4089.0
29.0,Sweden,1104538,,14620.0,,1077670.0,,12248.0,24.0,108626.0,1438.0,11373506.0,1118527.0,10168286.0,Europe,9.0,696.0,1.0,,,1205.0
30.0,Romania,1084456,,34305.0,,1048404.0,,1747.0,68.0,56787.0,1796.0,10703311.0,560478.0,19096741.0,Europe,18.0,557.0,2.0,,,91.0
31.0,Pakistan,1063125,4720.0,23797.0,95.0,959491.0,4780.0,79837.0,4275.0,4713.0,105.0,16393404.0,72672.0,225580329.0,Asia,212.0,9479.0,14.0,21.0,0.4,354.0
32.0,Japan,985690,,15240.0,,864775.0,,105675.0,1020.0,7820.0,121.0,18930208.0,150178.0,126051439.0,Asia,128.0,8271.0,7.0,,,838.0
33.0,Portugal,982364,,17440.0,,920278.0,,44646.0,194.0,96651.0,1716.0,15636521.0,1538411.0,10164073.0,Europe,10.0,583.0,1.0,,,4393.0
34.0,Israel,893105,,6516.0,,858260.0,,28329.0,257.0,95765.0,699.0,16867222.0,1808623.0,9326000.0,Asia,10.0,1431.0,1.0,,,3038.0
35.0,Hungary,809855,,30033.0,,752709.0,,27113.0,12.0,84067.0,3118.0,6375668.0,661828.0,9633426.0,Europe,12.0,321.0,2.0,,,2814.0
36.0,Jordan,775782,,10105.0,,753332.0,,12345.0,590.0,75216.0,980.0,8617685.0,835527.0,10314073.0,Asia,13.0,1021.0,1.0,,,1197.0
37.0,Thailand,736522,21838.0,6066.0,212.0,517012.0,21108.0,213444.0,4999.0,10523.0,87.0,8129670.0,116151.0,69992073.0,Asia,95.0,11538.0,9.0,312.0,3.0,3050.0
38.0,Serbia,724661,,7133.0,,711458.0,,6070.0,12.0,83307.0,820.0,4729413.0,543690.0,8698732.0,Europe,12.0,1220.0,2.0,,,698.0
39.0,Switzerland,723968,,10909.0,,693449.0,,19610.0,51.0,82986.0,1250.0,9192935.0,1053755.0,8723978.0,Europe,12.0,800.0,1.0,,,2248.0
40.0,Nepal,710509,,10019.0,,665548.0,,34942.0,,23915.0,337.0,3665835.0,123388.0,29709782.0,Asia,42.0,2965.0,8.0,,,1176.0
41.0,UAE,690009,,1969.0,,667074.0,,20966.0,,68855.0,196.0,67340642.0,6719802.0,10021224.0,Asia,15.0,5089.0,0.0,,,2092.0
42.0,Morocco,676683,,10163.0,,598958.0,,67562.0,1010.0,18098.0,272.0,7894814.0,211150.0,37389539.0,Africa,55.0,3679.0,5.0,,,1807.0
43.0,Austria,661922,,10748.0,,645272.0,,5902.0,33.0,73038.0,1186.0,68525533.0,7561249.0,9062727.0,Europe,14.0,843.0,0.0,,,651.0
44.0,Kazakhstan,626412,7899.0,6531.0,,514299.0,6638.0,105582.0,221.0,32930.0,343.0,11575012.0,608488.0,19022594.0,Asia,30.0,2913.0,2.0,415.0,,5550.0
45.0,Tunisia,605205,,20679.0,,535321.0,,49205.0,630.0,50628.0,1730.0,2313825.0,193560.0,11954051.0,Africa,20.0,578.0,5.0,,,4116.0
46.0,Lebanon,568505,,7932.0,,538434.0,,22139.0,54.0,83704.0,1168.0,4731376.0,696622.0,6791885.0,Asia,12.0,856.0,1.0,,,3260.0
47.0,Saudi Arabia,531935,,8311.0,,513387.0,,10237.0,1404.0,15023.0,235.0,25660083.0,724718.0,35406980.0,Asia,67.0,4260.0,1.0,,,289.0
48.0,Greece,509596,,13021.0,,462919.0,,33656.0,191.0,49155.0,1256.0,13339700.0,1286728.0,10367150.0,Europe,20.0,796.0,1.0,,,3246.0
49.0,Ecuador,491185,,31774.0,,443880.0,,15531.0,759.0,27385.0,1772.0,1703531.0,94977.0,17936154.0,South America,37.0,564.0,11.0,,,866.0
50.0,Bolivia,476795,,17935.0,,412909.0,,45951.0,200.0,40245.0,1514.0,2103189.0,177525.0,11847282.0,South America,25.0,661.0,6.0,,,3879.0
51.0,Paraguay,454542,,15238.0,,425858.0,,13446.0,292.0,62882.0,2108.0,1703347.0,235645.0,7228450.0,South America,16.0,474.0,4.0,,,1860.0
52.0,Belarus,451740,,3513.0,,445890.0,,2337.0,,47824.0,372.0,7388584.0,782199.0,9445912.0,Europe,21.0,2689.0,1.0,,,247.0
53.0,Georgia,444569,4216.0,6054.0,38.0,397240.0,1735.0,41275.0,,111679.0,1521.0,7052237.0,1771579.0,3980763.0,Asia,9.0,658.0,1.0,1059.0,10.0,10369.0
54.0,Panama,440494,,6885.0,,422467.0,,11142.0,133.0,100362.0,1569.0,3427588.0,780938.0,4389067.0,North America,10.0,637.0,1.0,,,2539.0
55.0,Cuba,439899,,3259.0,,390505.0,,46135.0,407.0,38864.0,288.0,6778097.0,598823.0,11319030.0,North America,26.0,3473.0,2.0,,,4076.0
56.0,Bulgaria,427481,,18251.0,,398857.0,,10373.0,91.0,62035.0,2649.0,3728109.0,541012.0,6890989.0,Europe,16.0,378.0,2.0,,,1505.0
57.0,Costa Rica,416677,,5124.0,,337423.0,,74130.0,380.0,80986.0,996.0,1818915.0,353526.0,5145074.0,North America,12.0,1004.0,3.0,,,14408.0
58.0,Kuwait,402293,,2361.0,,390759.0,,9173.0,256.0,92701.0,544.0,3486175.0,803326.0,4339674.0,Asia,11.0,1838.0,1.0,,,2114.0
59.0,Slovakia,392963,,12541.0,,379718.0,,704.0,8.0,71938.0,2296.0,3180547.0,582247.0,5462543.0,Europe,14.0,436.0,2.0,,,129.0
60.0,Guatemala,385512,,10644.0,,336444.0,,38424.0,5.0,21092.0,582.0,1933880.0,105804.0,18277869.0,North America,47.0,1717.0,9.0,,,2102.0
61.0,Uruguay,382295,,5986.0,,374567.0,,1742.0,35.0,109637.0,1717.0,3120695.0,894969.0,3486931.0,South America,9.0,583.0,1.0,,,500.0
62.0,Croatia,364599,,8270.0,,355190.0,,1139.0,16.0,89418.0,2028.0,2337984.0,573392.0,4077464.0,Europe,11.0,493.0,2.0,,,279.0
