#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,33798919,82309.0,767584.0,3529.0,23597690.0,122179.0,9433645.0,20877.0,,,,,,North America,,,
,Asia,25231005,80394.0,400673.0,820.0,23703008.0,66673.0,1127324.0,21964.0,,,,,,Asia,,,
,South America,18222886,94584.0,472837.0,2374.0,16497934.0,79208.0,1252115.0,19005.0,,,,,,South America,,,
,Europe,34489278,166802.0,823542.0,3648.0,24103065.0,68426.0,9562671.0,25698.0,,,,,,Europe,,,
,Africa,3953557,10165.0,104834.0,272.0,3516663.0,11292.0,332060.0,2484.0,,,,,,Africa,,,
,Oceania,51354,39.0,1091.0,,34308.0,15.0,15955.0,2.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,115747720,434293.0,2570576.0,10643.0,91453374.0,347793.0,21723770.0,90030.0,14849.0,329.8,,,,All,,,
1.0,USA,29456377,66879.0,531652.0,2350.0,20003325.0,109056.0,8921400.0,14357.0,88643.0,1600.0,363407751.0,1093599.0,332304437.0,North America,11.0,625.0,1.0
2.0,India,11156748,17425.0,157471.0,86.0,10824233.0,14071.0,175044.0,8944.0,8032.0,113.0,217618057.0,156663.0,1389086420.0,Asia,125.0,8821.0,6.0
3.0,Brazil,10722221,74376.0,259402.0,1840.0,9591590.0,64417.0,871229.0,8318.0,50204.0,1215.0,28600000.0,133913.0,213572190.0,South America,20.0,823.0,7.0
4.0,Russia,4278750,10535.0,87348.0,452.0,3853734.0,15694.0,337668.0,2300.0,29311.0,598.0,111800000.0,765877.0,145976535.0,Europe,34.0,1671.0,1.0
5.0,UK,4194785,6385.0,123783.0,315.0,3005720.0,,1065282.0,1709.0,61575.0,1817.0,92253379.0,1354173.0,68125249.0,Europe,16.0,550.0,1.0
6.0,France,3810316,26788.0,87542.0,322.0,261289.0,1396.0,3461485.0,3637.0,58288.0,1339.0,53548191.0,819149.0,65370546.0,Europe,17.0,747.0,1.0
7.0,Spain,3136321,6137.0,70247.0,446.0,2722304.0,,343770.0,2709.0,67063.0,1502.0,39313189.0,840619.0,46766954.0,Europe,15.0,666.0,1.0
8.0,Italy,2976274,20884.0,98635.0,347.0,2440218.0,14068.0,437421.0,2411.0,49274.0,1633.0,40998387.0,678759.0,60401999.0,Europe,20.0,612.0,1.0
9.0,Turkey,2734836,11520.0,28771.0,65.0,2593264.0,7191.0,112801.0,1224.0,32195.0,339.0,33578861.0,395295.0,84946276.0,Asia,31.0,2952.0,3.0
10.0,Germany,2472896,10835.0,71711.0,386.0,2274400.0,9800.0,126785.0,2848.0,29452.0,854.0,43950029.0,523440.0,83963843.0,Europe,34.0,1171.0,2.0
11.0,Colombia,2262646,3047.0,60082.0,110.0,2160555.0,4498.0,42009.0,2240.0,44153.0,1172.0,11568895.0,225753.0,51245779.0,South America,23.0,853.0,4.0
12.0,Argentina,2126531,7855.0,52453.0,261.0,1921589.0,4653.0,152489.0,3521.0,46764.0,1153.0,7565413.0,166370.0,45473478.0,South America,21.0,867.0,6.0
13.0,Mexico,2097194,7913.0,187187.0,1035.0,1645312.0,5369.0,264695.0,4798.0,16152.0,1442.0,5493439.0,42310.0,129839216.0,North America,62.0,694.0,24.0
14.0,Poland,1735406,15698.0,44360.0,309.0,1441479.0,3447.0,249567.0,1583.0,45887.0,1173.0,10008084.0,264633.0,37818722.0,Europe,22.0,853.0,4.0
15.0,Iran,1656699,8525.0,60353.0,86.0,1413717.0,6872.0,182629.0,3747.0,19557.0,712.0,11032310.0,130234.0,84711511.0,Asia,51.0,1404.0,8.0
16.0,South Africa,1516262,1447.0,50366.0,95.0,1434772.0,1452.0,31124.0,546.0,25352.0,842.0,9114026.0,152387.0,59808536.0,Africa,39.0,1187.0,7.0
17.0,Ukraine,1364705,7235.0,26397.0,185.0,1182036.0,5118.0,156272.0,177.0,31332.0,606.0,6983925.0,160341.0,43556612.0,Europe,32.0,1650.0,6.0
