#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,28118277,8947.0,589734.0,570.0,17261710.0,14247.0,10266833.0,36084.0,,,,,,North America,,,
,Asia,22130048,9341.0,357814.0,110.0,20551695.0,8664.0,1220539.0,24183.0,,,,,,Asia,,,
,South America,14711264,1550.0,389984.0,44.0,13019580.0,790.0,1301700.0,19136.0,,,,,,South America,,,
,Europe,27716495,12461.0,631414.0,288.0,15106712.0,40054.0,11978369.0,29901.0,,,,,,Europe,,,
,Africa,3300945,,79736.0,,2718039.0,,503170.0,2699.0,,,,,,Africa,,,
,Oceania,49651,9.0,1072.0,,33794.0,11.0,14785.0,21.0,,,,,,Australia/Oceania,,,
,,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,
,World,96027401,32308.0,2049769.0,1012.0,68692236.0,63766.0,25285396.0,112024.0,12319.0,263.0,,,,All,,,
1.0,USA,24626441,,408623.0,,14551686.0,,9666132.0,28553.0,74160.0,1231.0,287775215.0,866606.0,332071530.0,North America,13.0,813.0,1.0
2.0,India,10582647,,152593.0,,10228753.0,901.0,201301.0,8944.0,7627.0,110.0,187802827.0,135358.0,1387456647.0,Asia,131.0,9093.0,7.0
3.0,Brazil,8512238,,210328.0,,7452047.0,,849863.0,8318.0,39890.0,986.0,28600000.0,134026.0,213390822.0,South America,25.0,1015.0,7.0
4.0,Russia,3591066,,66037.0,,2978764.0,,546265.0,2300.0,24602.0,452.0,97000000.0,664524.0,145969038.0,Europe,41.0,2210.0,2.0
5.0,UK,3433494,,89860.0,,1546575.0,,1797059.0,3789.0,50431.0,1320.0,64676986.0,949980.0,68082466.0,Europe,20.0,758.0,1.0
6.0,France,2914725,,70686.0,,210200.0,,2633839.0,2813.0,44600.0,1082.0,40217159.0,615381.0,65353232.0,Europe,22.0,925.0,2.0
7.0,Turkey,2392963,,24161.0,,2270769.0,,98033.0,2183.0,28207.0,285.0,27523423.0,324426.0,84837235.0,Asia,35.0,3511.0,3.0
8.0,Italy,2390101,,82554.0,,1760489.0,,547058.0,2544.0,39563.0,1367.0,29365366.0,486080.0,60412645.0,Europe,25.0,732.0,2.0
9.0,Spain,2336451,,53769.0,,,,,3287.0,49962.0,1150.0,30165217.0,645041.0,46764785.0,Europe,20.0,870.0,2.0
10.0,Germany,2059314,,48105.0,,1716200.0,24500.0,295009.0,5074.0,24536.0,573.0,36353196.0,433128.0,83931720.0,Europe,41.0,1745.0,2.0
11.0,Colombia,1923132,,49004.0,,1754222.0,,119906.0,3482.0,37575.0,957.0,9188440.0,179530.0,51180617.0,South America,27.0,1044.0,6.0
12.0,Argentina,1807428,,45832.0,,1594768.0,,166828.0,3564.0,39790.0,1009.0,5592646.0,123122.0,45423669.0,South America,25.0,991.0,8.0
13.0,Mexico,1649502,8074.0,141248.0,544.0,1237321.0,14213.0,270933.0,5359.0,12720.0,1089.0,4139021.0,31918.0,129676467.0,North America,79.0,918.0,31.0
14.0,Poland,1438914,,33407.0,,1187719.0,,217788.0,1616.0,38043.0,883.0,8095122.0,214023.0,37823686.0,Europe,26.0,1132.0,5.0
15.0,South Africa,1346936,,37449.0,,1117452.0,,192035.0,546.0,22555.0,627.0,7653371.0,128157.0,59718648.0,Africa,44.0,1595.0,8.0
16.0,Iran,1336217,,56886.0,,1125499.0,,153832.0,4348.0,15798.0,673.0,8580126.0,101441.0,84582271.0,Asia,63.0,1487.0,10.0
17.0,Ukraine,1167655,3939.0,21046.0,177.0,886248.0,15052.0,260361.0,177.0,26788.0,483.0,5934439.0,136148.0,43588032.0,Europe,37.0,2071.0,7.0
18.0,Peru,1068802,,38931.0,,984726.0,,45145.0,1670.0,32170.0,1172.0,5901809.0,177640.0,33223435.0,South America,31.0,853.0,6.0
19.0,Netherlands,917308,,13056.0,,,,,690.0,53469.0,761.0,6352647.0,370292.0,17155798.0,Europe,19.0,1314.0,3.0
20.0,Indonesia,917015,,26282.0,,745935.0,,144798.0,,3333.0,96.0,8363327.0,30400.0,275111495.0,Asia,300.0,10468.0,33.0
21.0,Czechia,899503,7590.0,14646.0,74.0,750376.0,502.0,134481.0,1089.0,83909.0,1366.0,5545303.0,517288.0,10719949.0,Europe,12.0,732.0,2.0
22.0,Canada,715072,,18120.0,,623033.0,,73919.0,870.0,18855.0,478.0,16612155.0,438038.0,37924043.0,North America,53.0,2093.0,2.0
23.0,Romania,695153,,17271.0,,625449.0,,52433.0,1084.0,36269.0,901.0,5170357.0,269760.0,19166485.0,Europe,28.0,1110.0,4.0
24.0,Belgium,679771,932.0,20472.0,37.0,46959.0,,612340.0,352.0,58513.0,1762.0,7620430.0,655948.0,11617426.0,Europe,17.0,567.0,2.0
25.0,Chile,673750,,17547.0,,630818.0,,25385.0,1073.0,35079.0,914.0,7324967.0,381381.0,19206406.0,South America,29.0,1095.0,3.0
26.0,Iraq,609029,,12953.0,,571198.0,,24878.0,139.0,14959.0,318.0,5154751.0,126609.0,40713916.0,Asia,67.0,3143.0,8.0
27.0,Israel,562167,3918.0,4049.0,5.0,477059.0,3487.0,81059.0,1114.0,61121.0,440.0,9654631.0,1049691.0,9197590.0,Asia,16.0,2272.0,1.0
28.0,Portugal,556503,,9028.0,,411589.0,,135886.0,664.0,54665.0,887.0,6451846.0,633761.0,10180248.0,Europe,18.0,1128.0,2.0
29.0,Bangladesh,528329,,7922.0,,473173.0,,47234.0,,3191.0,48.0,3470160.0,20956.0,165590520.0,Asia,313.0,20903.0,48.0
30.0,Sweden,523486,,10323.0,,,,,365.0,51657.0,1019.0,4916367.0,485139.0,10133935.0,Europe,19.0,982.0,2.0
31.0,Pakistan,523011,1800.0,11055.0,58.0,476471.0,1243.0,35485.0,2341.0,2343.0,50.0,7442084.0,33338.0,223232670.0,Asia,427.0,20193.0,30.0
32.0,Philippines,502736,,9909.0,,465988.0,,26839.0,727.0,4555.0,90.0,7340099.0,66498.0,110380305.0,Asia,220.0,11139.0,15.0
33.0,Switzerland,499931,,8792.0,,317600.0,,173539.0,337.0,57533.0,1012.0,4026690.0,463400.0,8689444.0,Europe,17.0,988.0,2.0
34.0,Morocco,460144,,7977.0,,435686.0,,16481.0,583.0,12386.0,215.0,5194042.0,139811.0,37150536.0,Africa,81.0,4657.0,7.0
35.0,Austria,394939,,7122.0,,370865.0,,16952.0,334.0,43714.0,788.0,4043704.0,447575.0,9034700.0,Europe,23.0,1269.0,2.0
36.0,Serbia,374111,,3771.0,,31536.0,,338804.0,182.0,42913.0,433.0,2485591.0,285114.0,8717873.0,Europe,23.0,2312.0,4.0
37.0,Saudi Arabia,365099,,6329.0,,356848.0,,1922.0,317.0,10399.0,180.0,11713996.0,333632.0,35110508.0,Asia,96.0,5548.0,3.0
38.0,Hungary,352703,,11409.0,,230441.0,,110853.0,330.0,36562.0,1183.0,2963613.0,307213.0,9646773.0,Europe,27.0,846.0,3.0
39.0,Japan,328294,,4501.0,,252787.0,,71006.0,973.0,2600.0,36.0,5860490.0,46415.0,126262080.0,Asia,385.0,28052.0,22.0
40.0,Jordan,315544,,4153.0,,300340.0,,11051.0,154.0,30758.0,405.0,3594305.0,350364.0,10258766.0,Asia,33.0,2470.0,3.0
41.0,Panama,299361,,4828.0,,241128.0,,53405.0,239.0,68788.0,1109.0,1537055.0,353190.0,4351925.0,North America,15.0,901.0,3.0
42.0,Nepal,267644,,1965.0,,261818.0,,3861.0,,9096.0,67.0,2016758.0,68543.0,29423045.0,Asia,110.0,14974.0,15.0
43.0,UAE,256732,,751.0,,228364.0,,27617.0,,25787.0,75.0,23543793.0,2364799.0,9955939.0,Asia,39.0,13257.0,0.0
44.0,Lebanon,255956,,1959.0,,154608.0,,99389.0,750.0,37594.0,288.0,2381977.0,349853.0,6808507.0,Asia,27.0,3476.0,3.0
45.0,Georgia,249465,1550.0,2973.0,15.0,235130.0,494.0,11362.0,,62602.0,746.0,2032580.0,510067.0,3984930.0,Asia,16.0,1340.0,2.0
46.0,Ecuador,231644,,14322.0,,199332.0,,17990.0,500.0,13021.0,805.0,813284.0,45717.0,17789672.0,South America,77.0,1242.0,22.0
47.0,Azerbaijan,227391,,3022.0,,215771.0,,8598.0,,22316.0,297.0,2321592.0,227844.0,10189401.0,Asia,45.0,3372.0,4.0
48.0,Belarus,227360,,1591.0,,210779.0,,14990.0,,24065.0,168.0,4271382.0,452113.0,9447605.0,Europe,42.0,5938.0,2.0
49.0,Croatia,225128,,4655.0,,217197.0,,3276.0,139.0,55027.0,1138.0,1120894.0,273975.0,4091224.0,Europe,18.0,879.0,4.0
50.0,Slovakia,224385,,3526.0,,171092.0,,49767.0,541.0,41088.0,646.0,1612781.0,295321.0,5461103.0,Europe,24.0,1549.0,3.0
51.0,Bulgaria,212383,,8565.0,,164255.0,,39563.0,329.0,30694.0,1238.0,1277606.0,184641.0,6919408.0,Europe,33.0,808.0,5.0
52.0,Dominican Republic,194966,,2448.0,,144208.0,,48310.0,331.0,17874.0,224.0,960804.0,88085.0,10907653.0,North America,56.0,4456.0,11.0
53.0,Denmark,189895,,1805.0,,170012.0,,18078.0,132.0,32721.0,311.0,12006964.0,2068935.0,5803451.0,Europe,31.0,3215.0,0.0
54.0,Bolivia,188733,1550.0,9680.0,44.0,144227.0,790.0,34826.0,71.0,16048.0,823.0,486388.0,41359.0,11760255.0,South America,62.0,1215.0,24.0
55.0,Costa Rica,186016,,2458.0,,142245.0,,41313.0,239.0,36334.0,480.0,555839.0,108569.0,5119680.0,North America,28.0,2083.0,9.0
56.0,Tunisia,181885,,5750.0,,131019.0,,45116.0,385.0,15302.0,484.0,762563.0,64154.0,11886516.0,Africa,65.0,2067.0,16.0
57.0,Ireland,174843,,2616.0,,23364.0,,148863.0,199.0,35193.0,527.0,2810557.0,565726.0,4968055.0,Europe,28.0,1899.0,2.0
58.0,Kazakhstan,170098,999.0,2349.0,,154449.0,946.0,13300.0,221.0,9000.0,124.0,5942556.0,314423.0,18899894.0,Asia,111.0,8046.0,3.0
59.0,Lithuania,167992,,2469.0,,104297.0,,61226.0,148.0,62193.0,914.0,1810382.0,670232.0,2701127.0,Europe,16.0,1094.0,1.0
60.0,Armenia,164912,236.0,3007.0,9.0,153500.0,436.0,8405.0,,55595.0,1014.0,626377.0,211164.0,2966301.0,Asia,18.0,986.0,5.0
61.0,Malaysia,161740,,605.0,,122344.0,,38791.0,226.0,4962.0,19.0,4050684.0,124280.0,32593316.0,Asia,202.0,53873.0,8.0
62.0,Kuwait,158244,,948.0,,151496.0,,5800.0,56.0,36757.0,220.0,1406352.0,326668.0,4305145.0,Asia,27.0,4541.0,3.0
63.0,Egypt,157275,,8638.0,,123491.0,,25146.0,90.0,1521.0,84.0,1000000.0,9672.0,103387976.0,Africa,657.0,11969.0,103.0
64.0,Moldova,153112,,3267.0,,143330.0,,6515.0,227.0,38005.0,811.0,596547.0,148072.0,4028774.0,Europe,26.0,1233.0,7.0
65.0,Palestine,152555,,1726.0,,140075.0,,10754.0,81.0,29531.0,334.0,961601.0,186142.0,5165943.0,Asia,34.0,2993.0,5.0
66.0,Slovenia,149424,,3206.0,,122745.0,,23473.0,184.0,71870.0,1542.0,748998.0,360252.0,2079096.0,Europe,14.0,649.0,3.0
67.0,Guatemala,149146,,5278.0,,134824.0,,9044.0,5.0,8242.0,292.0,701330.0,38755.0,18096515.0,North America,121.0,3429.0,26.0
68.0,Greece,148925,,5488.0,,9989.0,,133448.0,322.0,14327.0,528.0,3806711.0,366212.0,10394834.0,Europe,70.0,1894.0,3.0
69.0,Qatar,147504,,248.0,,144015.0,,3241.0,32.0,52534.0,88.0,1323172.0,471248.0,2807805.0,Asia,19.0,11322.0,2.0
70.0,Honduras,134938,827.0,3368.0,14.0,60165.0,33.0,71405.0,253.0,13506.0,337.0,341843.0,34216.0,9990775.0,North America,74.0,2966.0,29.0
71.0,Myanmar,134795,,2973.0,,118200.0,,13622.0,,2468.0,54.0,2151828.0,39403.0,54610557.0,Asia,405.0,18369.0,25.0
72.0,Oman,132011,,1514.0,,124213.0,,6284.0,21.0,25499.0,292.0,883340.0,170622.0,5177183.0,Asia,39.0,3420.0,6.0
73.0,Ethiopia,131546,,2033.0,,116335.0,,13178.0,224.0,1129.0,17.0,1891919.0,16238.0,116511394.0,Africa,886.0,57310.0,62.0
74.0,Paraguay,122588,,2518.0,,98465.0,,21605.0,204.0,17072.0,351.0,611068.0,85100.0,7180582.0,South America,59.0,2852.0,12.0
75.0,Venezuela,120444,,1112.0,,113328.0,,6004.0,122.0,4242.0,39.0,2492661.0,87797.0,28391335.0,South America,236.0,25532.0,11.0
76.0,Bosnia and Herzegovina,118083,,4486.0,,86505.0,,27092.0,,36117.0,1372.0,565698.0,173023.0,3269499.0,Europe,28.0,729.0,6.0
77.0,Nigeria,112004,,1449.0,,89939.0,,20616.0,10.0,536.0,7.0,1135535.0,5435.0,208916587.0,Africa,1865.0,144180.0,184.0
78.0,Libya,109869,,1698.0,,87197.0,,20974.0,,15871.0,245.0,601245.0,86854.0,6922483.0,Africa,63.0,4077.0,12.0
79.0,Algeria,104092,,2840.0,,70747.0,,30505.0,42.0,2351.0,64.0,,,44283520.0,Africa,425.0,15593.0,
80.0,Kenya,99227,,1734.0,,82427.0,,15066.0,28.0,1823.0,32.0,1128360.0,20736.0,54416361.0,Africa,548.0,31382.0,48.0
81.0,Bahrain,97940,,360.0,,94646.0,,2934.0,16.0,56499.0,208.0,2563504.0,1478815.0,1733485.0,Asia,18.0,4815.0,1.0
82.0,North Macedonia,88992,,2715.0,,73777.0,,12500.0,138.0,42716.0,1303.0,432241.0,207476.0,2083327.0,Europe,23.0,767.0,5.0
83.0,Kyrgyzstan,83268,90.0,1390.0,3.0,79249.0,145.0,2629.0,50.0,12649.0,211.0,634074.0,96319.0,6583049.0,Asia,79.0,4736.0,10.0
84.0,Uzbekistan,78091,55.0,620.0,1.0,76585.0,47.0,886.0,158.0,2315.0,18.0,1377915.0,40846.0,33734789.0,Asia,432.0,54411.0,24.0
85.0,S. Korea,73115,386.0,1283.0,19.0,59468.0,745.0,12364.0,335.0,1425.0,25.0,5140326.0,100214.0,51293559.0,Asia,702.0,39979.0,10.0
86.0,Albania,67982,,1281.0,,40870.0,,25831.0,39.0,23637.0,445.0,311132.0,108180.0,2876059.0,Europe,42.0,2245.0,9.0
87.0,Singapore,59127,,29.0,,58868.0,,230.0,,10063.0,5.0,5837181.0,993453.0,5875647.0,Asia,99.0,202609.0,1.0
88.0,Norway,59034,,521.0,,46611.0,,11902.0,35.0,10843.0,96.0,3187985.0,585536.0,5444556.0,Europe,92.0,10450.0,2.0
89.0,Ghana,58065,,352.0,,55789.0,,1924.0,64.0,1848.0,11.0,713408.0,22701.0,31426482.0,Africa,541.0,89280.0,44.0
90.0,Latvia,55908,,983.0,,42426.0,,12499.0,73.0,29824.0,524.0,1040683.0,555150.0,1874599.0,Europe,34.0,1907.0,2.0
91.0,Montenegro,55803,,746.0,,45898.0,,9159.0,68.0,88843.0,1188.0,209799.0,334016.0,628110.0,Europe,11.0,842.0,3.0
92.0,Afghanistan,54141,,2346.0,,46359.0,,5436.0,750.0,1374.0,60.0,228105.0,5789.0,39405648.0,Asia,728.0,16797.0,173.0
93.0,Sri Lanka,53750,,270.0,,45820.0,,7660.0,,2504.0,13.0,1489893.0,69418.0,21462744.0,Asia,399.0,79492.0,14.0
94.0,El Salvador,51437,,1509.0,11.0,45223.0,,4705.0,115.0,7908.0,232.0,665341.0,102293.0,6504237.0,North America,126.0,4310.0,10.0
95.0,Luxembourg,48890,,557.0,,45997.0,,2336.0,20.0,77413.0,882.0,1799611.0,2849528.0,631547.0,Europe,13.0,1134.0,0.0
96.0,Finland,40505,,618.0,,31000.0,,8887.0,28.0,7304.0,111.0,2641692.0,476369.0,5545473.0,Europe,137.0,8973.0,2.0
97.0,Zambia,38207,,559.0,,27327.0,,10321.0,385.0,2047.0,30.0,772371.0,41385.0,18663134.0,Africa,488.0,33387.0,24.0
98.0,Uganda,38085,,304.0,,13083.0,,24698.0,,819.0,7.0,793837.0,17064.0,46522225.0,Africa,1222.0,153034.0,59.0
99.0,Estonia,37344,,333.0,,26669.0,,10342.0,45.0,28141.0,251.0,711551.0,536199.0,1327028.0,Europe,36.0,3985.0,2.0
100.0,Uruguay,32863,,319.0,,24618.0,,7926.0,113.0,9442.0,92.0,757554.0,217665.0,3480370.0,South America,106.0,10910.0,5.0
101.0,Namibia,30753,,293.0,,27493.0,,2967.0,28.0,11985.0,114.0,242785.0,94615.0,2566036.0,Africa,83.0,8758.0,11.0
102.0,Cyprus,29130,,175.0,,2057.0,,26898.0,55.0,24031.0,144.0,906757.0,748029.0,1212195.0,Asia,42.0,6927.0,1.0
103.0,Australia,28730,9.0,909.0,,25931.0,11.0,1890.0,1.0,1120.0,35.0,12484524.0,486495.0,25662201.0,Australia/Oceania,893.0,28231.0,2.0
104.0,Cameroon,28010,,455.0,,26861.0,,694.0,46.0,1041.0,17.0,149000.0,5538.0,26904992.0,Africa,961.0,59132.0,181.0
105.0,Zimbabwe,27892,,773.0,,17372.0,,9747.0,,1862.0,52.0,246899.0,16480.0,14981384.0,Africa,537.0,19381.0,61.0
